dept,course,instructor,abbrev_instructor,term,year,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,num_invited,num_responded
BCH,BCH441H1,Boris Steipe,Steipe B,Fall,2015,3.7,3.4,3.5,3.3,3.2,3,3.9,3.8,54,20
BCH,BCH448H1,Alexander Palazzo,Palazzo A,Fall,2015,4.5,4.5,4.8,3.6,3.7,4.2,4.5,3.9,37,11
BCH,BCH448H1,Andrew Wilde,Wilde A,Fall,2015,4.5,4.5,4.4,3.6,3.7,4.2,4.4,3.9,37,11
BCH,BCH478H1,Grant Brown,Brown G,Fall,2015,4.8,4.8,5,4.8,4.2,4.8,5,4.2,14,6
BCH,BCH478H1,Ahlia Khan-Trottier,Khan-Trottier A,Fall,2015,4.8,4.8,4.8,4.8,4.2,4.8,4.8,4.2,14,6
BCH,BCH478H1,Emil Pai,Pai E,Fall,2015,4.8,4.8,4.2,4.8,4.2,4.8,4,4.2,14,6
BCH,BCH478H1,David Williams,Williams D,Fall,2015,4.8,4.8,5,4.8,4.2,4.8,4.6,4.2,14,6
BCH,BCH444H1,Daniela Rotin,Rotin D,Winter,2016,3.9,4.1,3.5,4.1,3.9,3.7,3.3,4.1,31,10
BCH,BCH444H1,William Trimble,Trimble W,Winter,2016,3.9,4.1,3.7,4.1,3.9,3.7,3.5,4.1,31,10
BCH,BCH444H1,Allen Volchuk,Volchuk A,Winter,2016,3.9,4.1,3.9,4.1,3.9,3.7,3.8,4.1,31,10
BCH,BCH444H1,David Williams,Williams D,Winter,2016,3.9,4.1,4.5,4.1,3.9,3.7,4.5,4.1,31,10
BCH,BCH445H1,David Andrews,Andrews D,Winter,2016,3.6,3.6,3.4,3.4,3.6,2.7,3.4,3.1,21,8
BCH,BCH445H1,Peter Kim,Kim P,Winter,2016,3.6,3.6,3.9,3.4,3.6,2.7,4,3.1,21,8
BCH,BCH445H1,Angus McQuibban,McQuibban A,Winter,2016,3.6,3.6,3.6,3.4,3.6,2.7,3.9,3.1,21,8
BCH,BCH242Y1,Sian Patterson,Patterson S,Winter,2015,4.5,4.6,4.9,4,4,4.2,4.7,3.8,54,29
BCH,BCH311H1,Stavroula Andreopoulos,Andreopoulos S,Winter,2015,3.9,4.1,3.7,3.6,3.7,3.5,3.8,3.5,589,169
BCH,BCH340H1,Walid Houry,Houry W,Winter,2015,4.3,4.2,4.3,3.9,3.8,3.7,4.2,3.5,56,11
BCH,BCH370H1,Stavroula Andreopoulos,Andreopoulos S,Winter,2015,3.9,4.1,4.1,3.9,3.6,3.5,3.8,4.7,55,12
BCH,BCH370H1,Sian Patterson,Patterson S,Winter,2015,3.9,4.1,4.1,3.9,3.6,3.5,3.8,4.7,55,12
BCH,BCH378H1,Cordula Enenkel,Enenkel C,Winter,2015,4.8,4.8,4.8,4,3.8,3.8,4.8,3.5,15,5
BCH,BCH426H1,Liliana Attisano,Attisano L,Winter,2015,3.8,4.1,3.9,3.7,3.7,3.7,3.7,3.1,65,14
BCH,BCH444H1,David Williams,Williams D,Winter,2015,4,3.8,4.3,3.5,3.8,4,4.3,3.3,35,5
BCH,BCH447H1,Laurence Moran,Moran L,Winter,2015,4,4,4,3,3.4,3.6,4.4,3.3,26,7
BCH,BCH210H1,Stavroula Andreopoulos,Andreopoulos S,Fall,2014,3.8,4.1,3.7,3.3,3.3,3.3,3.8,3.7,1045,432
BCH,BCH210H1,Roman Melnyk,Melnyk R,Fall,2014,3.8,4.1,4.2,3.3,3.3,3.3,3.9,3.7,1045,432
BCH,BCH210H1,Sian Patterson,Patterson S,Fall,2014,3.8,4.1,3.8,3.3,3.3,3.3,3.9,3.7,1045,432
BCH,BCH210H1,Reinhart Reithmeier,Reithmeier R,Fall,2014,3.8,4.1,3.8,3.3,3.3,3.3,4,3.7,1045,432
BCH,BCH242Y1,Craig Smibert,Smibert C,Fall,2014,4.4,4.5,4.3,4.1,4.1,4.1,4.3,3.7,55,28
BCH,BCH370H1,Stavroula Andreopoulos,Andreopoulos S,Fall,2014,3.8,3.7,3.9,3.6,3.4,3.3,3.9,4.7,63,26
BCH,BCH370H1,Sian Patterson,Patterson S,Fall,2014,3.8,3.7,4.2,3.6,3.4,3.3,4.2,4.7,63,26
BCH,BCH422H1,Trevor Moraes,Moraes T,Fall,2014,4.1,4.6,4.4,4,4,3.6,4.4,3.3,37,7
BCH,BCH422H1,Gil Prive,Prive G,Fall,2014,4.1,4.6,4.3,4,4,3.6,3.9,3.3,37,7
BCH,BCH425H1,John Rubinstein,Rubinstein J,Fall,2014,4,3.8,4.3,4,4.2,3.5,3.5,3.3,23,6
BCH,BCH441H1,Boris Steipe,Steipe B,Fall,2014,3.7,3.8,4.4,4.2,3.9,3.8,4.7,3.2,25,9
BCH,BCH448H1,Alexander Palazzo,Palazzo A,Fall,2014,4,3.9,4.3,4,3.9,4,4.5,3.6,34,8
BCH,BCH210H1,Sian Patterson,Patterson S,Fall,2018,4,4.2,3.8,3.4,3.4,3.3,3.8,4,1166,382
BCH,BCH428H1,John Parkinson,Parkinson J,Fall,2018,4.4,4.7,4.3,4.4,4.1,4.1,4.3,3,21,7
BCH,BCH448H1,Alexander Palazzo,Palazzo A,Fall,2018,4.8,4.8,4.4,4.2,4.2,4,4.6,4,21,6
BCH,BCH210H1,Reinhart Reithmeier,Reithmeier R,Fall,2018,4,4.2,4.2,3.4,3.4,3.3,4.2,4,1166,382
BCH,BCH422H1,Reinhart Reithmeier,Reithmeier R,Fall,2018,3.7,3.8,4,3.5,3,3.3,4.2,3.5,40,6
BCH,BCH422H1,Gil Prive,Prive G,Fall,2018,3.7,3.8,4,3.5,3,3.3,4.2,3.5,40,6
BCB,BCB410H1,Boris Steipe,Steipe B,Fall,2018,3.2,3.3,3.3,3.2,3.2,2.7,3.3,3.8,16,7
BCH,BCH441H1,Boris Steipe,Steipe B,Fall,2018,4.3,4.2,3.8,4,3.7,3.6,4.1,4.3,38,14
BCH,BCH448H1,Andrew Wilde,Wilde A,Fall,2018,4.8,4.8,3.8,4.2,4.2,4,3.4,4,21,6
BCH,BCH426H1,Khosrow Adeli,Adeli K,Winter,2019,3.6,4,4.3,3.1,2.9,3.1,4.2,3.5,49,15
BCH,BCH311H1,Stavroula Andreopoulos,Andreopoulos S,Winter,2019,3.65,3.9,3.3,3.1,3,2.9,3.5,3.9,481,139
BCH,BCH426H1,Liliana Attisano,Attisano L,Winter,2019,3.6,4,3.8,3.1,2.9,3.1,3.7,3.5,49,15
BCH,BCH311H1,Grant Brown,Brown G,Winter,2019,3.65,3.9,4.1,3.1,3,2.9,4.3,3.9,481,139
BCH,BCH340H1,Avijit Chakrabartty,Chakrabartty A,Winter,2019,3.43,3.2,3.1,2.4,2.3,2,3.1,3.4,32,14
BCH,BCH340H1,Hue Chan,Chan H,Winter,2019,3.43,3.2,1.6,2.4,2.3,2,2.1,3.4,32,14
BCH,BCH378H1,Cordula Enenkel,Enenkel C,Winter,2019,3.2,3.6,4.2,3.8,3.8,3.6,4,3.8,13,5
BCH,BCH449H1,Walter Kahr,Kahr W,Winter,2019,4.38,4.1,4.3,4,4.1,3.8,4.1,3.4,33,8
BCH,BCH370H1,Ahlia Khan-Trottier,Khan-Trottier A,Winter,2019,4,4.1,4.2,3.8,4.2,3.8,4.4,4.6,23,11
BCH,BCH426H1,Amira Klip,Klip A,Winter,2019,3.6,4,3.5,3.1,2.9,3.1,3.6,3.5,49,15
BCH,BCH449H1,Mathieu Lemaire,Lemaire M,Winter,2019,4.38,4.1,4.5,4,4.1,3.8,4.4,3.4,33,8
BCH,BCH242Y1,Karen Maxwell,Maxwell K,Winter,2019,4.68,4.7,4.5,4.2,4.5,4.5,4.6,3.3,44,19
BCH,BCH242Y1,Sian Patterson,Patterson S,Winter,2019,4.68,4.7,4.7,4.2,4.5,4.5,4.7,3.3,44,19
BCH,BCH311H1,Sian Patterson,Patterson S,Winter,2019,3.65,3.9,3.3,3.1,3,2.9,3.3,3.9,481,139
BCH,BCH449H1,Margaret Rand,Rand M,Winter,2019,4.38,4.1,4.5,4,4.1,3.8,4.4,3.4,33,8
BCH,BCH242Y1,Craig Smibert,Smibert C,Winter,2019,4.68,4.7,4.2,4.2,4.5,4.5,4.5,3.3,44,19
BCB,BCB420H1,Boris Steipe,Steipe B,Winter,2019,3.38,3.4,3.4,3.4,3.4,2.9,3.3,3.9,21,8
BCH,BCH242Y1,Joel Watts,Watts J,Winter,2019,4.68,4.7,4.6,4.2,4.5,4.5,4.8,3.3,44,19
BCH,BCH422H1,Oliver Ernst,Ernst O,Fall,2018,3.7,3.8,3.2,3.5,3,3.3,3.2,3.5,40,6
BCH,BCH428H1,Alexander Ensminger,Ensminger A,Fall,2018,4.4,4.7,4.7,4.4,4.1,4.1,4.7,3,21,7
BCH,BCH210H1,Roman Melnyk,Melnyk R,Fall,2018,4,4.2,4.1,3.4,3.4,3.3,3.9,4,1166,382
BCH,BCH370H1,Ahlia Khan-Trottier,Khan-Trottier A,Fall,2018,3.9,4.1,3.8,3.7,3.5,3.3,3.6,4.5,65,25
BCH,BCH377H1,Ahlia Khan-Trottier,Khan-Trottier A,Fall,2018,3.9,4,3.3,3.9,3.8,3.9,3.4,4.3,26,12
BCH,BCH210H1,Stavroula Andreopoulos,Andreopoulos S,Summer,2019,3.8,4.0,3.6,3.2,3.3,3.3,3.7,4.0,158,48
BCH,BCH210H1,Stavroula Andreopoulos,Andreopoulos S,Fall,2018,4,4.2,3.5,3.4,3.4,3.3,3.6,4,1166,382
EUR,EUR498H1,Francisco Beltran,Beltran F,Winter,2018,4.2,4.1,4.6,4.7,4.4,4.2,4.7,3.1,17,9
MGR,MGR300H1,Themistoklis Aravossitas,Aravossitas T,Fall,2017,4.7,4.7,5,4.8,4.5,5,5,2.5,17,6
MGR,MGR100H1,Themistoklis Aravossitas,Aravossitas T,Fall,2017,4.3,4.8,4.6,4.3,4.4,4.5,4.8,2.6,19,8
EUR,EUR498H1,Francisco Beltran,Beltran F,Fall,2017,4.6,4.7,4.8,4.6,4.7,4.4,4.6,3.4,11,9
MGR,MGR101H1,Themistoklis Aravossitas,Aravossitas T,Winter,2017,4.9,4.9,5,4.7,4.9,4.8,5,2.6,22,16
MGR,MGR245Y1,Themistoklis Aravossitas,Aravossitas T,Winter,2017,4.9,4.8,5,4.7,4.8,4.6,5,2.8,13,12
EUR,EUR200Y1,Robert Austin,Austin R,Winter,2017,4.5,4.6,4.6,4.1,4.1,4.4,4.6,3.2,58,22
EUR,EUR498H1,Francisco Beltran,Beltran F,Winter,2017,4.6,4.6,4.9,4.6,4.3,4.3,4.3,3.4,12,9
MGR,MGR301H1,Themistoklis Aravossitas,Aravossitas T,Winter,2016,5,5,4.9,5,4.8,4.8,5,3.1,15,8
EUR,EUR498H1,Francisco Beltran,Beltran F,Fall,2016,4.3,4.6,4.3,4.2,4.1,4.1,4.1,3.5,20,15
MGR,MGR100H1,Thermistoklis Aravossitas,Aravossitas T,Fall,2016,4.4,4.8,4.8,4.4,4.5,4.5,4.8,2.5,27,14
EUR,EUR200Y1,Robert Austin,Austin R,Winter,2015,4.1,4.4,4.1,3.9,3.9,4,4.3,3,71,29
EUR,EUR498H1,Francisco Beltran,Beltran F,Winter,2015,4.2,4.7,4.1,4.2,3.9,3.9,3.6,4,19,9
HUN,HUN200Y1,Eva Tomory,Tomory E,Winter,2015,5,5,4.8,5,5,5,5,2.8,8,5
MGR,MGR245Y1,Themistoklis Aravossitas,Aravossitas T,Winter,2015,4.4,4.3,4.8,4.4,4.5,4.3,4.8,3.1,31,14
EUR,EUR200Y1,Robert Austin,Austin R,Winter,2016,4.6,4.5,4.5,4.6,4.4,4.5,4.7,3.1,59,20
MGR,MGR101H1,Themistoklis Aravossitas,Aravossitas T,Winter,2016,4.4,4.6,4.5,4.3,4.5,4.3,4.7,3.3,25,19
HUN,HUN310Y1,Eva Tomory,Tomory E,Winter,2016,5,5,5,5,5,5,5,3,7,5
EUR,EUR498H1,Francisco Beltran,Beltran F,Fall,2015,4.3,4.6,4.3,4.1,4.3,4.1,4.2,3.3,18,15
MGR,MGR100H1,Themistoklis Aravossitas,Aravossitas T,Fall,2015,4.4,4.5,4.7,4.2,4.1,4.4,4.8,2.7,29,23
MGR,MGR300H1,Themistoklis Aravossitas,Aravossitas T,Fall,2015,4.6,4.6,4.6,4.6,4.6,4.4,4.8,3,17,11
EUR,EUR200Y1,Robert Austin,Austin R,Winter,2014,4.2,4.1,4.3,3.9,3.9,3.9,4.6,3.2,73,45
EUR,EUR498H1,Sebastian Baglioni,Baglioni S,Winter,2014,5,5,4.9,4.6,4.6,4.7,4.9,4,12,7
HUN,HUN100Y1,Eva Tomory,Tomory E,Winter,2014,4,4.5,4.5,4.3,4.3,4.2,4.5,3.2,11,6
MGR,MGR100H1,Themistoklis Aravossitas,Aravossitas T,Fall,2018,4.7,4.9,4.8,4.3,4.4,4.7,5,3,19,9
EUR,EUR498H1,Francisco Beltran,Beltran F,Fall,2018,4.2,4.8,4.5,4.7,4.4,4.2,4.5,3.3,14,10
MGR,MGR101H1,Themistoklis Aravossitas,Aravossitas T,Winter,2019,4.92,5,4.9,4.9,4.9,4.8,5,2.9,15,13
MGR,MGR245Y1,Themistoklis Aravossitas,Aravossitas T,Winter,2019,4.77,4.9,4.9,4.5,4.6,5,5,3.2,18,13
EUR,EUR200Y1,Robert Austin,Austin R,Winter,2019,4.41,4.4,4.5,4.1,3.9,4.3,4.7,3.2,43,17
EUR,EUR498H1,Francisco Beltran,Beltran F,Winter,2019,4.56,4.9,4.3,4.2,4.3,4.3,4.9,3.1,13,9
HUN,HUN310Y1,Eva Tomory,Tomory E,Winter,2019,4.6,5,5,4.8,4.6,5,4.8,3.2,9,6
CHM,CHM138H1,Clive Browning,Browning C,Winter,2015,3.6,3.8,4,3,2.9,2.9,4.1,3.9,389,205
CHM,CHM138H1,Clive Browning,Browning C,Winter,2015,3.8,4,4,3.1,3,3.1,4,3.9,254,124
CHM,CHM138H1,Dwight Seferos,Seferos D,Winter,2015,3.6,3.8,3.4,3,2.9,2.9,3.6,3.9,389,205
CHM,CHM138H1,Dwight Seferos,Seferos D,Winter,2015,3.8,4,3.8,3.1,3,3.1,3.9,3.9,254,124
CHM,CHM138H1,Mitchell Winnik,Winnik M,Winter,2015,3.6,3.8,3.9,3,2.9,2.9,4.1,3.9,389,205
CHM,CHM138H1,Mitchell Winnik,Winnik M,Winter,2015,3.8,4,4,3.1,3,3.1,4.3,3.9,254,124
CHM,CHM139H1,Clive Browning,Browning C,Winter,2015,3.2,3.3,4,3.1,3.1,2.7,4.2,3.8,361,169
CHM,CHM139H1,Clive Browning,Browning C,Winter,2015,3.3,3.5,4,3.3,3.2,2.9,4.2,3.9,320,136
CHM,CHM139H1,Clive Browning,Browning C,Winter,2015,3.4,3.5,3.9,3.2,2.9,3,3.9,4,146,60
CHM,CHM139H1,Tihana Mirkovic,Mirkovic T,Winter,2015,3.4,3.5,4,3.2,2.9,3,3.9,4,146,60
CHM,CHM139H1,Robert Morris,Morris R,Winter,2015,3.2,3.3,2.3,3.1,3.1,2.7,2.5,3.8,361,169
CHM,CHM139H1,Robert Morris,Morris R,Winter,2015,3.3,3.5,2.8,3.3,3.2,2.9,3,3.9,320,136
CHM,CHM139H1,Dvira Segal,Segal D,Winter,2015,3.2,3.3,2.7,3.1,3.1,2.7,2.8,3.8,361,169
CHM,CHM139H1,Dvira Segal,Segal D,Winter,2015,3.3,3.5,2.8,3.3,3.2,2.9,3,3.9,320,136
CHM,CHM151Y1,Douglas Stephan,Stephan D,Winter,2015,4.1,4.2,3.8,3.7,3.7,3.8,3.8,3.6,92,32
CHM,CHM151Y1,Gilbert Walker,Walker G,Winter,2015,4.1,4.2,3.7,3.7,3.7,3.8,3.8,3.6,92,32
CHM,CHM210H1,Jennifer Murphy,Murphy J,Winter,2015,3.8,4.2,4,3.9,4,3.8,3.9,3.1,94,36
CHM,CHM223H1,Dvira Segal,Segal D,Winter,2015,4,3.9,4.2,4.2,4.1,3.9,4.1,3.2,74,31
CHM,CHM238Y1,Douglas McIntosh,McIntosh D,Winter,2015,3.4,3.8,3.8,3.2,3.2,2.8,4.1,3.8,62,33
CHM,CHM238Y1,Geoffrey Ozin,Ozin G,Winter,2015,3.4,3.8,4.1,3.2,3.2,2.8,4.4,3.8,62,33
CHM,CHM238Y1,Datong Song,Song D,Winter,2015,3.4,3.8,2.5,3.2,3.2,2.8,2.7,3.8,62,33
CHM,CHM247H1,Barbora Morra,Morra B,Winter,2015,4.6,4.6,4.9,4.4,4.4,4.5,4.9,3.8,351,177
CHM,CHM247H1,Barbora Morra,Morra B,Winter,2015,4.5,4.7,5,4.4,4.5,4.6,4.9,3.6,204,99
CHM,CHM249H1,Andrei Yudin,Yudin A,Winter,2015,4.5,4.4,4.4,3.9,4,3.8,4.2,3.8,65,35
CHM,CHM317H1,Aaron Wheeler,Wheeler A,Winter,2015,4.4,4.8,5,4.7,4.7,4.7,4.9,4.3,31,9
CHM,CHM325H1,Eugenia Kumacheva,Kumacheva E,Winter,2015,3.4,3.9,3.5,3.1,3.2,3.2,3.7,2.7,47,22
CHM,CHM325H1,Geoffrey Ozin,Ozin G,Winter,2015,3.4,3.9,3.7,3.1,3.2,3.2,4,2.7,47,22
CHM,CHM328H1,Al-Amin Dhirani,Dhirani A,Winter,2015,3.8,3.6,4.1,4.3,4.3,4.1,3.9,2.5,14,8
CHM,CHM343H1,Nicholas Morra,Morra N,Winter,2015,4.1,4.3,4.7,3.5,3.5,3.9,4.5,4.7,36,26
CHM,CHM379H1,Deborah Zamble,Zamble D,Winter,2015,4.4,4.5,4.5,4.4,4.1,4.3,4.8,4,18,8
CHM,CHM415H1,Jonathan Abbatt,Abbatt J,Winter,2015,4.1,4.4,4.7,4.1,3.6,3.9,4.7,3.1,18,7
CHM,CHM437H1,Deborah Zamble,Zamble D,Winter,2015,4,3.6,4.3,4,4,3.8,4.5,3.2,17,12
CHM,CHM443H1,Jik Chin,Chin J,Winter,2015,4.3,4.4,4.6,4,4,4.3,4.4,2.6,13,8
CHM,CHM446H1,Dwight Seferos,Seferos D,Winter,2015,3.2,3.2,2.4,3,3.4,2.4,2.8,3,22,5
CHM,CHM447H1,Ronald Kluger,Kluger R,Winter,2015,3,2.8,2.8,3,2.8,2.6,3.2,3.4,18,5
CHM,CHM479H1,Mark Nitz,Nitz M,Winter,2015,3.8,3.7,3.7,3.5,3.3,3.5,3.8,3.8,18,7
CHM,CHM138H1,Andrew Dicks,Dicks A,Fall,2015,4,4.1,4.4,3.6,3.5,3.4,4.5,3.9,377,238
CHM,CHM138H1,Dwight Seferos,Seferos D,Fall,2015,4,4.1,4.2,3.6,3.5,3.4,4.3,3.9,377,238
CHM,CHM138H1,Andrei Yudin,Yudin A,Fall,2015,4,4.1,3.6,3.6,3.5,3.4,3.7,3.9,377,238
CHM,CHM138H1,Andrew Dicks,Dicks A,Fall,2015,3.9,4,4.4,3.5,3.5,3.4,4.5,4,454,280
CHM,CHM138H1,Dwight Seferos,Seferos D,Fall,2015,3.9,4,4.1,3.5,3.5,3.4,4.2,4,454,280
CHM,CHM138H1,Andrei Yudin,Yudin A,Fall,2015,3.9,4,3.7,3.5,3.5,3.4,3.8,4,454,280
CHM,CHM138H1,Clive Browning,Browning C,Fall,2015,4,4.1,4,3.6,3.6,3.5,4.1,3.9,254,142
CHM,CHM138H1,Andrew Dicks,Dicks A,Fall,2015,4,4.1,4.3,3.6,3.6,3.5,4.4,3.9,254,142
CHM,CHM138H1,Marvin Morales,Morales M,Fall,2015,4,4.1,3.4,3.6,3.6,3.5,3.6,3.9,254,142
CHM,CHM138H1,Mitchell Winnik,Winnik M,Fall,2015,4,4.1,4.1,3.6,3.6,3.5,4.3,3.9,254,142
CHM,CHM139H1,Clive Browning,Browning C,Fall,2015,3.7,3.7,3.4,3.6,3.4,3.2,3.8,4.1,293,172
CHM,CHM139H1,Eugenia Kumacheva,Kumacheva E,Fall,2015,3.7,3.7,4.1,3.6,3.4,3.2,3.9,4.1,293,172
CHM,CHM139H1,Kristine Quinlan,Quinlan K,Fall,2015,3.7,3.7,4.2,3.6,3.4,3.2,4.2,4.1,293,172
CHM,CHM139H1,Clive Browning,Browning C,Fall,2015,3.7,3.8,3.7,3.6,3.6,3.3,4,4,392,232
CHM,CHM139H1,Eugenia Kumacheva,Kumacheva E,Fall,2015,3.7,3.8,3.8,3.6,3.6,3.3,3.7,4,392,232
CHM,CHM139H1,Kristine Quinlan,Quinlan K,Fall,2015,3.7,3.8,4,3.6,3.6,3.3,4,4,392,232
CHM,CHM151Y1,Mark Taylor,Taylor M,Fall,2015,4.4,4.4,4.3,4.1,3.9,3.9,4.3,3.9,133,47
CHM,CHM210H1,Jennifer Murphy,Murphy J,Fall,2015,4,4.1,4.1,3.9,3.9,3.6,4.2,3.1,55,26
CHM,CHM210H1,Alexandra Tevlin,Tevlin A,Fall,2015,4,4.1,3.6,3.9,3.9,3.6,3.6,3.1,55,26
CHM,CHM217H1,David Stone,Stone D,Fall,2015,3.6,3.7,3.5,3.5,3.2,3,3.6,4.6,79,39
CHM,CHM220H1,Raymond Kapral,Kapral R,Fall,2015,2.8,2.6,3.7,2.1,1.9,1.7,3.6,3.9,246,104
CHM,CHM220H1,Jeremy Schofield,Schofield J,Fall,2015,2.8,2.6,2.2,2.1,1.9,1.7,2.5,3.9,246,104
CHM,CHM222H1,Raymond Kapral,Kapral R,Fall,2015,3.9,4.2,4.6,4.3,4,4.2,4.7,2.6,41,11
CHM,CHM247H1,Mark Lautens,Lautens M,Fall,2015,4.5,4.6,3.6,4.4,4.3,4.4,3.6,3.9,101,41
CHM,CHM247H1,Barbora Morra,Morra B,Fall,2015,4.5,4.6,5,4.4,4.3,4.4,5,3.9,101,41
CHM,CHM326H1,Gilbert Walker,Walker G,Fall,2015,3.8,3.8,4,3.9,4.1,3.2,4.1,3.4,19,10
CHM,CHM327H1,Calvin Cheng,Cheng C,Fall,2015,3.1,2.9,3.6,2.9,3.2,2.8,3.7,4.1,20,15
CHM,CHM338H1,Douglas Stephan,Stephan D,Fall,2015,4.1,4.3,4.5,3.8,4,3.9,4.2,4,31,13
CHM,CHM342H1,Robert Batey,Batey R,Fall,2015,4.3,4.3,4.1,4,3.8,3.6,4.4,3.9,69,23
CHM,CHM347H1,Mark Nitz,Nitz M,Fall,2015,3.9,4.3,4.3,4.3,4.1,3.9,4.4,3.4,72,32
CHM,CHM348H1,Ronald Kluger,Kluger R,Fall,2015,3.2,3.2,2.8,3.2,3.1,2.5,3.5,4.4,43,18
CHM,CHM414H1,Michael Thompson,Thompson M,Fall,2015,3.6,3.7,3.9,3.4,3,3.4,3.8,2.4,35,15
CHM,CHM417H1,Rebecca Jockusch,Jockusch R,Fall,2015,4.1,4,4,3.9,4.2,4,4,2.5,22,13
CHM,CHM426H1,Eugenia Kumacheva,Kumacheva E,Fall,2015,4.4,4.6,4.2,4.6,4,4.4,4.2,3,31,6
CHM,CHM426H1,Mitchell Winnik,Winnik M,Fall,2015,4.4,4.6,4.8,4.6,4,4.4,5,3,31,6
CHM,CHM432H1,Datong Song,Song D,Fall,2015,4,4.2,4,4.4,4,4,4,3,13,5
CHM,CHM434H1,Geoffrey Ozin,Ozin G,Fall,2015,4.3,4.7,4.7,4,3.8,4.2,4.7,3.5,13,7
CHM,CHM440H1,Mark Lautens,Lautens M,Fall,2015,4.4,4.6,4.6,4.7,4,4.3,4.4,3.3,23,9
CHM,CHM441H1,Clive Browning,Browning C,Fall,2015,4.6,4.9,4.7,4.6,4.3,4.8,4.7,3.4,14,9
CHM,CHM441H1,Barbora Morra,Morra B,Fall,2015,4.6,4.9,4.9,4.6,4.3,4.8,4.8,3.4,14,9
CHM,CHM325H1,Eugenia Kumacheva,Kumacheva E,Winter,2016,3.4,3.3,3.9,3.2,3.2,3.1,3.8,2.8,33,13
CHM,CHM325H1,Geoffrey Ozin,Ozin G,Winter,2016,3.4,3.3,3.8,3.2,3.2,3.1,4.2,2.8,33,13
CHM,CHM416H1,Michael Thompson,Thompson M,Winter,2016,3.3,3,3.4,3.3,3.1,2.9,3.8,2.1,24,8
CHM,CHM446H1,Dwight Seferos,Seferos D,Winter,2016,3.4,4,3.7,2.8,3.2,3.2,3.8,3.1,15,9
CHM,CHM249H1,Mark Lautens,Lautens M,Winter,2016,4.3,4.5,4.5,4.3,4.2,4.2,4.2,3.4,62,28
CHM,CHM249H1,Andrei Yudin,Yudin A,Winter,2016,4.3,4.5,4.3,4.3,4.2,4.2,4.2,3.4,62,28
CHM,CHM343H1,Sophie Rousseaux,Rousseaux S,Winter,2016,4,4.2,4.5,3.6,3.4,3.9,4.2,4.8,36,19
CHM,CHM223H1,Dvira Segal,Segal D,Winter,2016,4,4.1,4,4.1,4,3.9,4.2,3.1,63,29
CHM,CHM310H1,Jessica D'eon,D'eon J,Winter,2016,3.8,3.8,4.3,3.5,3.5,3.5,4.4,3.8,94,54
CHM,CHM151Y1,Douglas Stephan,Stephan D,Winter,2016,4.2,4.4,4.1,3.8,3.7,3.8,4.2,3.7,115,38
CHM,CHM151Y1,Gilbert Walker,Walker G,Winter,2016,4.2,4.4,4,3.8,3.7,3.8,4.2,3.7,115,38
CHM,CHM238Y1,Douglas McIntosh,McIntosh D,Winter,2016,3.7,4,3.2,3,3.2,2.9,3.3,3.6,66,29
CHM,CHM238Y1,Geoffrey Ozin,Ozin G,Winter,2016,3.7,4,4,3,3.2,2.9,4.4,3.6,66,29
CHM,CHM238Y1,Datong Song,Song D,Winter,2016,3.7,4,2.8,3,3.2,2.9,2.7,3.6,66,29
CHM,CHM317H1,Rebecca Jockusch,Jockusch R,Winter,2016,4.4,4.5,4.2,4.2,3.9,3.9,3.9,4.1,38,17
CHM,CHM138H1,Clive Browning,Browning C,Winter,2016,3.7,3.9,4.3,3.5,3.5,3.2,4.4,3.9,452,247
CHM,CHM138H1,Ronald Kluger,Kluger R,Winter,2016,3.7,3.9,3,3.5,3.5,3.2,3.3,3.9,452,247
CHM,CHM138H1,Mitchell Winnik,Winnik M,Winter,2016,3.7,3.9,3.5,3.5,3.5,3.2,3.8,3.9,452,247
CHM,CHM138H1,Clive Browning,Browning C,Winter,2016,3.8,4,4.2,3.6,3.5,3.4,4.3,3.8,289,182
CHM,CHM138H1,Ronald Kluger,Kluger R,Winter,2016,3.8,4,3.3,3.6,3.5,3.4,3.5,3.8,289,182
CHM,CHM138H1,Mitchell Winnik,Winnik M,Winter,2016,3.8,4,3.9,3.6,3.5,3.4,4.1,3.8,289,182
CHM,CHM247H1,Andrew Dicks,Dicks A,Winter,2016,4.1,4.2,4.5,3.8,3.7,3.7,4.5,4,325,164
CHM,CHM247H1,Barbora Morra,Morra B,Winter,2016,4.1,4.2,4.8,3.8,3.7,3.7,4.7,4,325,164
CHM,CHM247H1,Mark Taylor,Taylor M,Winter,2016,4.1,4.2,4.1,3.8,3.7,3.7,4.1,4,325,164
CHM,CHM247H1,Andrew Dicks,Dicks A,Winter,2016,4.1,4.2,4.6,3.8,3.8,3.8,4.5,4.1,148,71
CHM,CHM247H1,Barbora Morra,Morra B,Winter,2016,4.1,4.2,4.7,3.8,3.8,3.8,4.7,4.1,148,71
CHM,CHM247H1,Mark Taylor,Taylor M,Winter,2016,4.1,4.2,3.9,3.8,3.8,3.8,4,4.1,148,71
CHM,CHM138H1,Andrew Dicks,Dicks A,Fall,2013,3.9,4.1,4.6,3.7,3.6,3.4,4.5,3.9,385,284
CHM,CHM138H1,Dwight Seferos,Seferos D,Fall,2013,3.9,4.1,3.4,3.7,3.6,3.4,3.5,3.9,385,284
CHM,CHM138H1,Mitchell Winnik,Winnik M,Fall,2013,3.9,4.1,4,3.7,3.6,3.4,4.2,3.9,385,284
