course,instructor,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9
PHL356H1,James Brown,4.7,4.6,4.7,3.9,4.3,4.5,4.4,2.4,4.7
PHL357H1,Denis Walsh,4,4.3,4.3,4,4,3.7,4.3,3.9,3.7
PHL366H1,David Novak,3.6,3.7,3.4,3.3,3.6,3.3,4.2,3.6,3.2
PHL375H1,Derek Allen,4.4,4.3,4.9,4.5,4.6,4.4,4.7,3.1,4.6
PHL378H1,Thomas Hurka,4.5,4.5,4.5,4.1,4.3,4.2,4.6,3.3,4.3
PHL382H1,Jonathan Breslin,3.8,3.8,4.1,3.7,3.9,3.6,4.3,2.9,4.2
PHL385H1,Mark Kingwell,5,4.8,5,4.8,4.8,4.8,5,3.7,4.8
PHL401H1,Douglas Hutchinson,4,4.8,4.8,4.5,4.5,4.5,5,3.2,4.3
PHL402H1,Thomas Berry,4.8,4.5,4.8,4.8,4.5,4.8,4.3,3.3,4.5
PHL405H1,Hagit Benbaji,4.3,4.8,3.8,5,4,3.8,4,3.3,4.3
PHL408H1,Oisin Keohane,4.2,4.3,4.2,4,4,4.1,4.8,3.1,4
PHL410H1,Rebecca Comay,4.6,3.6,4.2,4.2,4.8,3.8,4.4,3.4,4.2
PHL413H1,Ingrid Stefanovic,4.8,5,5,5,5,4.8,5,2.8,5
PHL414H1,Asaf Angermann,4.2,4.3,4.8,4.3,4.2,4.7,4.5,3,3.8
PHL451H1,Imogen Dickie,5,4.5,4.8,4.8,4.8,4.3,4.8,4.3,4.3
PHL201H1,Douglas Hutchinson,4.1,4.1,4.2,4.1,3.9,4,4.3,3,3.9
PHL205H1,Deborah Black,4,4.1,3.8,4,4,3.4,3.9,3,3.6
PHL217H1,Mark Kingwell,4.7,4.3,4.4,4.1,3.9,4,4.6,4.4,4.3
PHL237H1,Vincent Shen,4.3,4.5,4.2,4.3,4.4,4,4.3,2.8,4.4
PHL240H1,Amber Ross,3.6,3.5,3.2,3.3,3.5,2.9,3.6,3.4,2.7
PHL243H1,Ronald De Sousa,3.9,3.8,3.8,3.5,3.5,3.4,4.1,3.3,3.6
PHL245H1,Niko Scharer,3.8,4.1,4.4,4.2,4.3,3.7,4.4,3.3,3.8
PHL265H1,Andrew Franklin-Hall,4.1,4.3,4.4,4,4.1,3.9,4.3,3.3,4.2
PHL271H1,Stephanie Moreau,4.4,4.3,4.6,3.8,4,4.1,4.6,3.1,4.3
PHL295H1,Paul Raymont,3,3.1,2.6,3.1,3.3,2.4,2.5,3.1,2.5
PHL304H1,Douglas Hutchinson,3.6,3.8,3.8,4.1,4.1,3.4,4,3.2,3.5
PHL313H1,Jonathan Rick,4.4,4.6,4.7,4.7,4.7,4.3,4.6,3.3,4.4
PHL315H1,Asaf Angermann,4.7,4.7,4.5,4.6,4.6,4.3,4.5,3.3,4.4
PHL323H1,Asaf Angermann,4.1,4.1,4.2,4,4,3.7,4.3,3.2,4
PHL340H1,James John,4.4,4.5,4.5,4.2,4.4,4.2,4.6,3.3,4.4
PHL342H1,Brian Smith,3.7,3.6,3.6,3.5,3.6,3.3,4.2,3.4,3.2
PHL345H1,Mihai Ganea,4.3,4.2,3.6,3.8,3.6,3.5,3.8,3.7,3
PHL346H1,James Brown,4.6,4.5,4.7,4.2,4.3,4.5,4.7,2.5,4.6
PHL351H1,Amber Ross,4.6,4.6,4.5,4.4,4.6,4.3,4.6,3.3,4.3
PHL357H1,Denis Walsh,4.1,4,4.4,4.1,4.2,4,4.5,3.9,3.8
PHL367H1,Ashley Taylor,4.3,4.2,3.7,3.8,4.3,3.8,4.1,3.1,3.9
PHL375H1,Derek Allen,4.7,4.8,5,4.8,4.8,4.8,5,3,4.9
PHL376H1,Thomas Berry,3.8,4.2,3.9,3.8,3.7,3.5,3.6,2.8,3.6
PHL382H1,Jonathan Breslin,4.4,4.4,4.5,4.2,4.1,4.2,4.2,3,4.2
PHL400H1,Jennifer Whiting,4.4,4.5,4.1,4.5,4.6,4.2,4.6,3.3,4.1
PHL401H1,Lendell Horne,3.8,4,4.1,4.1,4.3,3.8,4.5,3.6,3.7
PHL404H1,James Davies,5,4.9,4.9,4.8,4.8,4.8,4.9,3.5,4.4
PHL405H1,James John,4.6,4.6,4.8,4.5,4.4,4.2,5,3.2,4.4
PHL407H1,Jonathan Rick,4.6,4.8,4.6,4.6,4.6,4.4,4.4,3.8,4.5
PHL408H1,Ashley Taylor,3.3,3.5,3.4,3.7,3.7,3.2,3.5,3.4,2.8
PHL410H1,Robert Gibbs,4.7,4.3,4.8,4.4,4.3,4.3,4.7,3.7,4.7
PHL412H1,Mark Schranz,4.2,4.2,4.6,4.3,4.2,4,4.5,3.5,4.2
PHL415H1,James Brown,4.8,5,5,5,5,5,5,2.9,4.9
PHL382H1,Matthew Wurst,4.6,4.8,4.7,4.3,4.4,4.7,4.5,3.1,4.5
PHL217H1,Jared Riggs,4.6,4.6,4.6,4.4,4.6,4.3,4.4,3.8,3.9
PHL273H1,Evan Taylor,4.0,4.2,4.2,3.9,3.9,3.9,4.2,3.2,3.9
PHL205H1,Deborah Black,3.9,4.2,3.6,3.8,3.8,3.3,3.7,3.2,3.1
PHL345H1,Michael Caie,4.5,4,4.3,4,4.8,4,4.2,4,3.3
PHL373H1,Rachel Bryant,4,4.1,4.1,4.1,4.2,3.9,4.3,3.1,3.8
PHL340H1,Rory Harder,3.6,3.8,3.5,4.3,4.0,3.5,3.3,3.1,3.2
PHL100Y1,Rachel MacKinnon,4.4,4.4,4.6,4.1,4.1,4.0,4.8,3.3,3.6
PHL245H1,Robert Mason,3.7,3.9,3.7,3.9,3.7,3.6,3.8,3.3,3.6
PHL240H1,Mason Westfall,4.4,4.4,4.4,3.9,3.9,4.2,4.3,2.9,3.9
PHL313H1,Valerie Bernard,4.3,4.1,4.3,4.1,4.3,4.0,4.6,3.6,3.7
PHL200Y1,Mark Gatten,3.4,4.0,3.1,3.4,3.7,3.0,3.0,3.1,2.7
PHL232H1,Robert Matyasi,4.3,4.6,4.7,4.2,4.2,4.4,4.7,2.8,4.4
PHL281H1,Steven Coyne,4.3,4.5,4.6,4.1,4.2,4.2,4.6,3.1,4.0
PHL271H1,Steven Coyne,4.2,4.2,4.4,3.9,4.0,3.8,4.3,3.3,3.9
PHL375H1,Catharine Diehl,4.0,4.2,3.8,3.9,4.0,3.8,4.0,3.0,3.9
PHL200Y1,Douglas Campbell,4.4,4.4,4.6,4.0,4.1,4.3,4.5,3.1,4.1
PHL100Y1,Douglas Campbell,4.4,4.5,4.6,4.3,4.3,4.3,4.6,3.1,4.4
PHL388H1,Mark Kingwell,4.9,4.7,4.4,4.2,4.4,4.3,4.4,3.4,4
PHL240H1,James John,4.2,4.4,4.7,4.5,4.5,4.1,4.7,3.1,4.1
PHL339H1,Vijayakumar Murty,4.4,4.6,4.4,4.2,4.6,4,4,2.8,3.8
PHL356H1,Michael Miller,4,4.3,4.2,3.9,4.4,3.9,4.3,2.7,3.6
PHL245H1,Cory Lewis,4.2,4.4,4.6,4.4,4.5,4.3,4.6,2.8,4.2
PHL233H1,Cory Lewis,4.1,4.1,4.5,3.9,3.9,3.9,4.7,2.9,4.1
PHL281H1,Andrew Franklin-Hall,4.4,4.5,4.1,4.1,4.1,4,3.9,3.2,4.2
PHL295H1,Joseph Heath,4.1,4.3,4.5,3.8,3.7,3.8,4.6,3.4,3.7
PHL217H1,Robert Gibbs,4.3,3.9,4.1,4,4.1,3.5,4.2,3.7,3.5
PHL382H1,Jennifer Gibson,4.4,4.5,4.2,4.2,4.2,4,4.2,2.9,4.2
PHL346H1,Mihai Ganea,5,5,4,4.3,4.5,4,5,3,3.8
PHL285H1,Francesco Gagliardi,4.1,4.1,4.2,3.7,3.8,3.7,4.1,3.1,3.9
PHL319H1,Rebecca Comay,4.4,4.7,4.3,4.4,4.6,4.2,4.4,3.1,4.3
PHL401H1,Willie Costello,4.7,4.7,4.8,4.7,4.9,4.7,4.8,3.5,4.7
PHL331H1,Catharine Diehl,4.7,4.3,4.1,4.7,4.5,3.8,4.3,3.6,3.4
PHL244H1,Brendan de Kenessey,4.4,4.3,4.6,4.1,4.2,4.2,4.7,2.8,4.4
PHL402H1,Donald Ainslie,4.8,4.8,4.6,4.6,4.6,4.8,5,3.6,4.6
PHL332H1,David Barnett,4,4.3,4.2,3.9,4,3.9,4.5,3.2,3.6
PHL404H1,David Barnett,4.4,4.2,4.8,4.4,4.6,4.4,4.8,3.6,4.6
PHL206H1,Deborah Black,3.5,3.3,2.9,3.3,3.3,2.8,3.1,3,2.8
PHL232H1,Michael Caie,3.52,3.6,3.1,3.5,3.9,3.1,3.4,2.9,3.3
PHL302H1,Willie Costello,4.65,4.6,4.9,4.7,4.7,4.7,4.7,3.6,4.7
PHL407H1,Brendan de Kenessey,4.8,4.8,5,4.6,4.6,4.9,4.9,3.1,4.8
PHL376H1,Brendan de Kenessey,4.8,4.8,4.9,4.9,4.8,4.9,4.9,2.9,4.7
PHL385H1,Francesco Gagliardi,4.44,4.7,4.6,4.1,4.4,4.4,5,3,4.7
PHL347H1,Mihai Ganea,4.71,4.8,4.4,4.7,4.9,4.3,4.6,3,4.1
PHL200Y1,Jessica Gelber,3.87,4.1,3.9,3.7,3.8,3.6,3.8,3,3.6
PHL384H1,Jennifer Gibson,3.71,3.9,3.9,3.7,3.8,3.5,3.9,2.9,3.5
PHL323H1,Willi Goetschel,3.73,3.7,3,3.9,3.8,3.2,3.3,3.1,3.1
PHL366H1,Andrew Franklin-Hall,4.45,4.6,4.6,4.4,4.2,4.4,4.8,3.4,4.3
PHL340H1,Aaron Henry,4.11,4.3,4.4,4.4,4.4,4.1,4.5,3.3,4.1
PHL246H1,Franz Huber,3.94,4,4,3.9,3.9,3.7,4.2,3.1,3.5
PHL451H1,Franz Huber,4.67,4.7,4.7,4.4,4.4,4.2,4.9,3.4,3.7
PHL375H1,Thomas Hurka,4.6,4.6,4.8,4.4,4.4,4.4,4.8,3.4,4.4
PHL275H1,Thomas Hurka,3.91,4,4.1,3.9,3.9,3.7,4.1,3.1,3.7
PHL101Y1,James John,4.6,4.6,4.7,4.3,4.3,4.3,4.8,3.3,4.4
PHL100Y1,Peter King,3.85,4.1,4,3.7,3.8,3.6,4.1,3.4,3.6
PHL245H1,Cory Lewis,4.14,4.3,4.5,4.4,4.4,4.3,4.4,2.9,4.2
PHL355H1,Cory Lewis,4.56,4.5,4.5,4.6,4.6,4.3,4.6,3.2,4.6
PHL383H1,Thomas Mathien,3.26,3.2,2.7,3.5,3.6,2.8,2.8,3.2,2.7
PHL367H1,Emma McClure,4.58,4.5,4.7,4.3,4.4,4.4,4.8,3.4,4.4
PHL416H1,Sophia Moreau,4.67,4.8,4.8,4.7,4.8,4.8,4.8,2.8,4.8
PHL243H1,Belinda Piercy,3.93,4.1,4.2,3.9,3.9,3.9,4.5,3,3.8
PHL235H1,Charles Cooper-Simpson,4.29,3.9,4.1,3.5,3.4,3.4,4,3.1,3.6
PHL311H1,Charles Cooper-Simpson,4.09,4.1,3.9,4.3,3.6,3.5,3.6,3.1,3.7
PHL405H1,David Suarez,4.4,4.6,4.2,4.2,4.2,3.8,3.8,4,3.4
PHL210Y1,Michael Szlachta,3.9,4.2,3.8,4.1,4,3.6,3.9,3.2,3.5
PHL307H1,Michael Szlachta,4.62,4.6,4.5,4.2,4,4.1,4.4,3.2,3.9
PHL440H1,Ross Upshur,4.55,4.5,4.4,4.4,4.6,4.5,4.6,2.7,4.6
PHL201H1,Benjamin Wald,3.89,3.9,3.9,3.8,4,3.5,3.9,3,3.6
PHL370H1,Benjamin Wald,3.5,3.6,3.5,4.1,3.9,3.4,3.5,3,2.9
PHL271H1,Benjamin Wald,3.48,3.7,3.5,3.6,3.6,3.1,3.5,3.3,2.9
PHL237H1,Zhonghu Yan,3.5,3.7,3.3,3.7,3.5,3.4,3.5,2.7,3.4
PHL341H1,Michael Szlachta,4.8,4.9,4.8,4.8,4.9,4.9,4.9,3.2,4.9
PHL375H1,Jordan Thomson,4.4,4.3,4.4,4,4,4.2,4.6,3,4.2
PHL413H1,Jordan Thomson,4.8,4.8,4.7,4.7,4.2,4.3,4.5,2.8,4.5
PHL415H1,Evan Westra,4.9,5,5,4.9,5,5,5,3,4.6
PHL380H1,Benjamin Wald,4.1,4.3,4.1,4.3,4.4,4.1,4,3.1,3.9
PHL310H1,Benjamin Wald,4.2,4.6,4.5,4,4.2,3.9,4.6,3.2,3.6
PHL316H1,Charles Cooper-Simpson,5,5,4.9,4.9,4.9,4.8,4.5,3.6,4.8
PHL314H1,Charles Cooper-Simpson,5,4.9,4.9,4.7,4.9,4.7,4.6,3.3,4.9
PHL325H1,David Suarez,4.6,4.7,4,4.1,3.9,3.9,3.9,3.9,3.6
PHL342H1,David Suarez,4.1,4,3.6,3.8,3.8,3.4,3.9,3.9,3.4
PHL337H1,Vincent Shen,4.9,4.7,4.9,4.9,4.9,4.7,4.9,2.7,4.9
PHL265H1,Arthur Ripstein,4.3,4.3,4.3,4.1,4.1,4.1,4.4,3.2,3.9
PHL338H1,David Novak,4.6,4.8,4.4,4,4.4,4,4.4,4.4,3.2
PHL344H1,Belinda Piercy,4,4.2,4.8,4.5,4.5,4.2,4.3,3.2,4
PHL408H1,Belinda Piercy,4.6,4.8,4.8,4.5,4.6,4.5,4.8,3.5,4.5
PHC230H1,Tigran Chalikian,3.7,3.8,3,3.8,4.2,3.5,3.5,3.2,3.7
PHC230H1,Robert Macgregor,3.7,3.8,4.3,3.8,4.2,3.5,4.7,3.2,3.7
PHC230H1,Xiao Wu,3.7,3.8,3.2,3.8,4.2,3.5,3.7,3.2,3.7
PHC301H1,Stephane Angers,3.8,3.8,3.8,3.8,3.8,3.8,4,4.8,3
PHC301H1,Robert Bonin,3.8,3.8,3.6,3.8,3.8,3.8,3.8,4.8,3
PHC301H1,Carolyn Cummins,3.8,3.8,3.8,3.8,3.8,3.8,4.2,4.8,3
PHC301H1,James Wells,3.8,3.8,3.6,3.8,3.8,3.8,3.4,4.8,3
PHC320H1,Lakshmi Kotra,3.6,3.6,2,3,2.7,2.2,2.9,2.6,2.6
PHC340Y1,David Dubins,4.8,4.7,5,4.7,4.5,4.8,5,3.2,5
PHC340Y1,Ping Lee,4.8,4.7,4.7,4.7,4.5,4.8,4.3,3.2,5
PHC340Y1,Robert Macgregor,4.8,4.7,5,4.7,4.5,4.8,5,3.2,5
PHC435H1,David Dubins,4.6,4.8,4.8,4.6,4.6,4.67,4.8,3.2,4.6
PHC300H1,Stephane Angers,4.6,4.4,4.9,3.4,3.7,3.7,4.7,3.9,2.7
PHC300H1,Ian Crandall,4.6,4.4,4.6,3.4,3.7,3.7,4.6,3.9,2.7
PHC300H1,Robert Macgregor,4.6,4.4,4.4,3.4,3.7,3.7,4.6,3.9,2.7
PHC300H1,James Wells,4.6,4.4,3.3,3.4,3.7,3.7,3.9,3.9,2.7
PHC330H1,Tigran Chalikian,4,4.1,3.6,4,3.9,3.9,3.7,3.2,3.8
PHC330H1,Helen Fan,4,4.1,4,4,3.9,3.9,4.3,3.2,3.8
PHC330H1,Isadore Kanfer,4,4.1,4.5,4,3.9,3.9,4.7,3.2,3.8
PHC330H1,Xiao Wu,4,4.1,3.4,4,3.9,3.9,3.8,3.2,3.8
PHC331H1,David Dubins,4.8,5,4.8,4.3,4.5,4.8,5,4,4.8
PHC300H1,Stephane Angers,3.8,4.2,4.5,3.5,3.5,3.3,4,3.3,3.8
PHC330H1,Tigran Chalikian,4.4,4.4,4,4.2,4.4,4.4,3.8,3.4,4.4
PHC300H1,Ian Crandall,3.8,4.2,4.3,3.5,3.5,3.3,3.8,3.3,3.8
PHC330H1,Isadore Kanfer,4.4,4.4,4.8,4.2,4.4,4.4,5,3.4,4.4
PHC330H1,Brian Lu,4.4,4.4,4.6,4.2,4.4,4.4,4.4,3.4,4.4
PHC300H1,Robert Macgregor,3.8,4.2,4.3,3.5,3.5,3.3,4.3,3.3,3.8
PHC330H1,Robert Macgregor,4.4,4.4,4,4.2,4.4,4.4,4.4,3.4,4.4
PHC300H1,James Wells,3.8,4.2,3.5,3.5,3.5,3.3,3.3,3.3,3.8
PHC230H1,Tigran Chalikian,4.1,4,3.6,3.7,3.7,3.4,3.7,3.1,3.3
PHC230H1,Robert Macgregor,4.1,4,4.1,3.7,3.7,3.4,4.3,3.1,3.3
PHC300H1,Stephane Angers,4,4,4.6,3.4,3.5,3.4,4.2,3.6,2.7
PHC300H1,James Wells,4,4,3.9,3.4,3.5,3.4,3.5,3.6,2.7
PHC330H1,Tigran Chalikian,4.2,4.2,4.3,4,4.1,3.6,3.9,3.3,3.6
PHC330H1,Helen Fan,4.2,4.2,3.9,4,4.1,3.6,3.9,3.3,3.6
PHC330H1,Xiao Wu,4.2,4.2,3.8,4,4.1,3.6,3.7,3.3,3.6
PHC230H1,Tigran Chalikian,3.6,3.9,3.3,3.9,3.8,3.3,3.1,3.2,3.3
PHC230H1,Rashid Abu-Ghazalah,3.6,3.9,3.8,3.9,3.8,3.3,3.8,3.2,3.3
PHC230H1,Xiao Wu,3.6,3.9,2.5,3.9,3.8,3.3,3.1,3.2,3.3
PHC301H1,Stephane Angers,4.1,3.8,4.6,3,3,2.7,4.3,4.3,2.3
PHC301H1,Peter Backx,4.1,3.8,3.8,3,3,2.7,4,4.3,2.3
PHC301H1,Jason Matthews,4.1,3.8,3.4,3,3,2.7,3.6,4.3,2.3
PHC301H1,James Wells,4.1,3.8,3.4,3,3,2.7,3.9,4.3,2.3
PHC320H1,Lakshmi Kotra,3.6,4,3.1,3.4,3.6,3.1,3.2,3.2,3.4
PHC331H1,David Dubins,4,4.5,4.5,4.3,4.2,4.3,4.7,3.1,4.4
PHC340Y1,David Dubins,4.3,4.8,4.7,4.6,4.6,4.6,4.8,3.6,4.5
PHC340Y1,Ping Lee,4.3,4.8,4,4.6,4.6,4.6,4,3.6,4.5
PHC431H1,Ping Lee,2.7,3.4,3,2.9,3,2.9,3.3,2.7,3.2
PHC431H1,Xiao Wu,2.7,3.4,2.8,2.9,3,2.9,3.1,2.7,3.2
PHC300H1,Stephane Angers,3.9,3.9,4.2,2.4,2.4,2.7,4.3,3.7,2.6
PHC300H1,Ian Crandall,3.9,3.9,4.1,2.4,2.4,2.7,4.1,3.7,2.6
PHC300H1,Robert Macgregor,3.9,3.9,4.6,2.4,2.4,2.7,4.9,3.7,2.6
PHC300H1,James Wells,3.9,3.9,2.9,2.4,2.4,2.7,3.3,3.7,2.6
PHC330H1,Tigran Chalikian,4.6,4.6,3,4.3,4.3,4,2.9,3.7,4.1
PHC330H1,Isadore Kanfer,4.6,4.6,5,4.3,4.3,4,4.9,3.7,4.1
PHC330H1,Robert Macgregor,4.6,4.6,5,4.3,4.3,4,5,3.7,4.1
PHC330H1,Xiao Wu,4.6,4.6,4.7,4.3,4.3,4,4.9,3.7,4.1
PHC435H1,David Dubins,4.7,4.6,4.9,4.7,4.4,4.3,5,3.4,4.4
PHC230H1,Tigran Chalikian,3.6,3.8,2.4,3.9,3.8,3.1,2.1,3.4,3.1
PHC230H1,Robert Macgregor,3.6,3.8,4.3,3.9,3.8,3.1,4.5,3.4,3.1
PHC230H1,Xiao Wu,3.6,3.8,3.8,3.9,3.8,3.1,3.9,3.4,3.1
PHC340Y1,David Dubins,5,5,4.8,4.7,4.7,4.7,5,3.8,4.8
PHC340Y1,Ping Lee,5,5,4.2,4.7,4.7,4.7,3.8,3.8,4.8
PHC340Y1,Robert Macgregor,5,5,5,4.7,4.7,4.7,5,3.8,4.8
PHC320H1,Lakshmi Kotra,4,4.8,3.2,4.4,4.4,3.4,3.2,3.2,4
PHC301H1,Stephane Angers,3.2,3.4,4.8,2.8,2.8,2.4,4.8,4.6,2.2
PHC301H1,Peter Backx,3.2,3.4,4,2.8,2.8,2.4,4,4.6,2.2
PHC301H1,Carolyn Cummins,3.2,3.4,4.8,2.8,2.8,2.4,4.8,4.6,2.2
PHC301H1,James Wells,3.2,3.4,3.6,2.8,2.8,2.4,3.6,4.6,2.2
PHC230H1,Tigran Chalikian,4.1,4.1,2.5,4,4.1,3.6,2.6,3.4,3.8
PHC230H1,Robert Macgregor,4.1,4.1,4.8,4,4.1,3.6,4.5,3.4,3.8
PHC230H1,Xiao Wu,4.1,4.1,4.4,4,4.1,3.6,4.4,3.4,3.8
PHC301H1,Stephane Angers,4.3,4,4.5,3.5,3.1,3,4.4,3.9,2.5
PHC301H1,Peter Backx,4.3,4,3.4,3.5,3.1,3,4,3.9,2.5
PHC301H1,Carolyn Cummins,4.3,4,4.5,3.5,3.1,3,4.6,3.9,2.5
PHC301H1,James Wells,4.3,4,3.3,3.5,3.1,3,3.6,3.9,2.5
PHC320H1,Lakshmi Kotra,3.8,4,2.9,3.1,2.9,2.8,3.3,3.1,3
PHC340Y1,David Dubins,4.4,4.8,5,4.6,4.4,4.6,5,4,4.8
PHC340Y1,Ping Lee,4.4,4.8,4.8,4.6,4.4,4.6,4.6,4,4.8
PHC340Y1,Robert Macgregor,4.4,4.8,5,4.6,4.4,4.6,5,4,4.8
PHC300H1,Stephane Angers,3.9,4,4.4,3.4,3.4,3.5,4.2,3.5,3.3
PHC300H1,Ian Crandall,3.9,4,3.9,3.4,3.4,3.5,4.2,3.5,3.3
PHC300H1,Robert Macgregor,3.9,4,3.9,3.4,3.4,3.5,4.4,3.5,3.3
PHC300H1,James Wells,3.9,4,3.9,3.4,3.4,3.5,3.7,3.5,3.3
PHC330H1,Tigran Chalikian,4.1,4.3,3.9,4.2,4.2,3.7,3.8,3.4,3.9
PHC330H1,Heiko Heerklotz,4.1,4.3,4.6,4.2,4.2,3.7,4.6,3.4,3.9
PHC330H1,Xiao Wu,4.1,4.3,4.3,4.2,4.2,3.7,4.5,3.4,3.9
PHC430H1,Ping Lee,4.3,4.2,4,4,3.9,3.6,4.1,3.8,3.1
PHC430H1,Xiao Wu,4.3,4.2,4.1,4,3.9,3.6,4,3.8,3.1
PHC230H1,Tigran Chalikian,4.6,4.8,4.4,5,5,4.6,4.4,4,3.6
PHC230H1,Shana Kelley,4.6,4.8,4.2,5,5,4.6,4.6,4,3.6
PHC230H1,Xiao Wu,4.6,4.8,4.8,5,5,4.6,5,4,3.6
PHC300H1,Ian Crandall,3.6,3.6,4.2,2.6,2.6,3,4,3.8,2.4
PHC300H1,Robert Macgregor,3.6,3.6,4.6,2.6,2.6,3,4.6,3.8,2.4
PHC330H1,Robert Macgregor,4,4.1,4.7,3.7,3.7,3.7,4.7,3.3,3.7
PHC330H1,Isadore Kanfer,4,4.1,4.4,3.7,3.7,3.7,4.6,3.3,3.7
PHC300H1,Stephane Angers,3.6,3.6,4.2,2.6,2.6,3,4.2,3.8,2.4
PHC300H1,James Wells,3.6,3.6,3.4,2.6,2.6,3,3.6,3.8,2.4
PHC330H1,Xiao Wu,4,4.1,4.3,3.7,3.7,3.7,4.3,3.3,3.7
PHY254H1,Ruxandra Serbanescu,3.9,3.7,3.7,3.1,3.3,3.3,3.6,3.3,4
PHY205H1,Brian Wilson,4.5,4.6,4.6,4.5,4.5,4.5,4.6,2.9,4.5
PHY131H1,David Harrison,3.6,3.7,3.8,3.7,3.5,3.4,3.9,3.5,3.2
PHY256H1,Andrew Meyertholen,4.4,4.6,4.8,4.4,4.3,4.3,4.8,2.9,4.3
PHY250H1,John Wei,3.9,4.1,3.3,4,4,3.1,3.1,3.3,3.1
PHY205H1,Brian Wilson,4.2,4.2,4.5,4.1,4.1,4.1,4.6,2.7,4.3
PHY132H1,Carolyn Sealfon,4,4.1,4.4,4,4,4,4.5,3.8,3.7
PHY250H1,John Wei,4,4.6,4.5,4.4,3.9,4.1,4.5,3.5,3.8
PHY131H1,David Harrison,3.7,3.9,3.9,3.6,3.4,3.4,4,3.2,3.6
PHY131H1,Brian Wilson,3.7,3.9,3.1,3.6,3.4,3.4,3.3,3.2,3.6
PHY100H1,Asma Al-Qasimi,3.3,3.4,3.2,3.4,3.4,2.8,3.1,2.6,3.3
ENV237H1,Kaley Walker,4,3.9,4.4,3.6,3.6,3.7,4.1,3.9,3.3
PHY132H1,Carolyn Sealfon,3.6,3.6,3.9,3.6,3.7,3.2,4.4,3.4,3.1
PHY132H1,Brian Wilson,3.6,3.6,3.1,3.6,3.7,3.2,3,3.4,3.1
PHY358H1,Hae-Young Kee,4.3,4.3,4,3.7,3.7,3.7,4.1,2.6,3.9
PHY452H1,Robin Marjoribanks,3.1,3,2.8,3,2.7,2.4,3.2,3.2,2.6
PHY354H1,Michael Luke,4.6,4.6,4.6,4.1,4,4.2,4.5,3.6,4.1
PHY132H1,Damya Souami,3.1,3.1,2.3,3.1,3,2.3,2.8,3.4,2.4
PHY256H1,Andrew Meyertholen,4.4,4.5,4.8,4.4,4.3,4.3,4.8,3.1,4.2
JPE395H1,Qinya Liu,3.8,4.1,3.4,4.3,4.3,3.7,3.8,3.3,3.9
JPH441H1,Robert Orr,3.6,3.8,4,3.9,4.1,3.6,4,2.5,3.9
PHY132H1,Andrew Meyertholen,3.89,4.04,4.66,3.89,3.91,3.77,4.71,3.25,3.57
PHY132H1,Xing Xing,3.9,4,3.7,3.9,3.9,3.8,3.9,3.3,3.6
PHY132H1,Andrew Meyertholen,4.1,4,4.7,3.8,3.8,3.8,4.6,3.2,3.4
PHY132H1,Xing Xing,4.1,4,3.9,3.8,3.8,3.8,4,3.2,3.4
PHY152H1,Jason Harlow,3.9,3.6,3.7,3.9,3.7,3.3,3.5,3.2,3.5
PHY152H1,Damya Souami,3.9,3.6,2.9,3.9,3.7,3.3,2.8,3.2,3.5
PHY152H1,Kaley Walker,3.9,3.6,3.4,3.9,3.7,3.3,3.4,3.2,3.5
PHY205H1,Brian Wilson,4.1,4.2,4.3,4.1,4.2,4,4.3,2.8,4.2
PHY205H1,Brian Wilson,4.1,4.2,4.4,4.3,4.2,4,4.4,2.7,4.1
PHY250H1,Dylan Jones,3.9,3.9,3.8,4,3.9,3.5,3.9,3.3,3.6
PHY252H1,Erich Poppitz,4.1,4,3.9,3.8,3.7,3.7,4.2,3.4,3.6
PHY289H1,Aephraim Steinberg,4.8,4.5,4.8,3.9,3.9,4.2,4.6,3.3,4.4
PHY324H1,Ruxandra Serbanescu,4.2,4.1,4.2,4,4,3.9,3.7,4.1,3.9
PHY324H1,Ruxandra Serbanescu,3.5,3.6,3.6,3.7,4,3.7,3.3,3.6,3.6
PHY324H1,Brian Wilson,3.5,3.6,4.2,3.7,4,3.7,4,3.6,3.6
PHY331H1,Sidhartha Goyal,3.8,3.8,4.3,4.3,4.3,4,4.5,3,3.8
PHY354H1,Michael Luke,4.2,4.5,4.6,4.3,4.1,4.1,4.4,3.3,4.2
PHY354H1,Michael Luke,4.9,4.6,4.7,4.6,4.4,4.4,4.7,3.3,4.8
PHY357H1,William Trischuk,3.5,3.2,2.9,4.1,3.7,2.9,2.7,3.2,3.4
PHY392H1,Christopher Lee,3.9,3.5,3.5,3.1,3.4,2.8,3.5,3.5,3
PHY405H1,Amar Vutha,4.1,4.2,4,4.4,4.3,3.7,4.3,3.2,4.2
PHY408H1,Sidhartha Goyal,3.5,3.5,3.7,3.8,3.8,3.1,3.7,3,3.5
PHY424H1,Robert Orr,4,4,4.8,3.8,3.6,3.4,4.6,4,3.6
PHY424H1,Aephraim Steinberg,4,4,4.5,3.8,3.6,3.4,4.5,4,3.6
PHY424H1,John Wei,4,4,4.5,3.8,3.6,3.4,4.5,4,3.6
PHY424H1,Luyi Yang,4,4,4.5,3.8,3.6,3.4,4,4,3.6
PHY450H1,Michael Luke,4.5,4.6,4.6,4,3.8,4.1,4.6,3.8,3.9
PHY452H1,Yong Kim,4.3,4,4.3,4.1,4.1,4,4.4,3.2,3.8
