course,instructor,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9
ECO220Y1,Pui-Man Yu,3.8,3.9,4.2,4.1,4.3,3.8,4.2,3.1,3.8
ECO220Y1,Pui-Man Yu,4.3,4.6,4.6,4.6,4.5,4.4,4.5,3.1,4.2
ECO208Y1,Robert McKeown,3.9,4.2,4.3,4,4.1,4,4.4,3,3.6
ECO209Y1,Robert McKeown,3.2,3.7,4.3,3.6,3.8,3.4,4.3,3.6,3
ECO202Y1,Masoud Anjomshoa,3.4,4.1,3.6,3.3,3.6,3.3,3.6,3.4,3.3
ECO333H1,Peter Tomlinson,3.5,3.6,3.3,3.6,3.7,3.5,3.3,2.6,3.2
ECO358H1,Ataollah Mazaheri,3.6,3.4,2.9,3.2,3.1,2.8,2.7,3.4,3
ECO365H1,Ho Ho,3.4,4,3.3,3.7,3.4,3.3,3.3,3.4,3.3
ECO209Y1,Gustavo Indart,4,4.3,4.4,4,4.1,4,4.6,3.6,3.9
ECO380H1,John McNeill,4,4.2,4.2,4.1,4,3.9,4.2,3.4,3.8
ECO349H1,George Georgopoulos,4.3,4.4,4.1,4.1,4.3,3.9,3.9,3.2,4.2
ECO206Y1,Kripa Freitas,3.8,4.1,4.3,4,4.2,3.6,4.1,3.9,3.2
ECO102H1,Kieran Furlong,3.8,4.1,4,3.7,3.7,3.6,4.2,3.5,3.8
ECO102H1,Kieran Furlong,4.3,4.2,4.1,3.9,3.8,4,4.4,3.1,3.7
ECO101H1,Robert Gazzale,4.1,4.2,4.5,4,4.1,3.8,4.4,3.6,3.7
ECO101H1,Robert Gazzale,4.4,4.6,4.6,3.9,3.9,3.8,4.9,3.6,4
ECO200Y1,William Wolfson,4.1,4.4,4.5,4,3.8,4.1,4.6,3.3,3.8
ECO206Y1,Jiaqi Zou,3.6,3.4,2.9,3.2,3,3,2.9,3.7,2.7
ECO349H1,George Georgopoulos,3.5,3.6,3.6,3.5,3.4,3.4,3.5,2.8,3.6
ECO209Y1,Gustavo Indart,4.5,4.8,4.3,4.8,4.6,4.2,3.9,3.7,3.7
ECO202Y1,Masoud Anjomshoa,2.6,3.2,3.7,2.8,2.7,3,3.7,3,2.8
ECO220Y1,Daniel Indacochea,3.3,3.5,4.2,3.6,3.4,3.3,4.1,3.3,2.7
ECO220Y1,Daniel Indacochea,3.7,3.9,3.9,3.6,3.7,3.5,3.9,3.5,3.5
ECO102H1,Kieran Furlong,3.9,4.1,4,4.1,4.1,3.9,4.2,3.2,3.8
ECO102H1,Kieran Furlong,4,4.1,4.2,3.9,4,4,4.3,3.4,3.5
ECO101H1,Kieran Furlong,3.4,4.3,3.8,3.9,3.9,3.7,3.7,2.8,3.8
ECO100Y1,Loren Brandt,3.64,3.6,2.73,2.96,2.95,2.74,2.98,3.56,2.78
ECO100Y1,Robert Gazzale,4.3,4.4,4.2,4,3.9,3.9,4.3,4,3.5
ECO100Y1,Robert Gazzale,4.2,4.36,4.32,4.03,3.95,3.89,4.44,3.63,3.78
ECO100Y1,Kieran Furlong,3.64,3.6,2.97,3.22,3.21,2.97,3.28,3.17,3.2
ECO100Y1,William Wolfson,3.9,3.7,3.4,3.8,3.8,3,3.6,2.9,3.2
ECO100Y1,William Wolfson,3.5,3.6,3.4,3.4,3.4,3,3.6,3.1,3.2
ECO100Y1,Kieran Furlong,3.66,3.75,3.68,3.65,3.74,3.23,3.6,3.13,3.44
ECO105Y1,Avi Cohen,3.98,4.12,4.06,3.75,3.84,3.58,3.93,3.39,3.67
ECO105Y1,Avi Cohen,3.7,4,3.8,3.7,3.7,3.5,3.9,3.4,3.5
ECO200Y1,John McNeill,3.5,3.6,3.2,3.3,3.5,3,3.2,3.3,3.1
ECO200Y1,John McNeill,3.6,3.8,3.6,3.5,3.7,3.2,3.8,3.2,3.5
ECO200Y1,William Wolfson,4.1,3.9,4,3.7,3.9,3.6,4,3.3,3.4
ECO202Y1,Peter Foltin,3.7,3.8,3.4,3.7,3.6,3.2,3.5,3,3.4
ECO202Y1,Joseph Steinberg,4,4,4.1,4,4,3.9,4,3,3.9
ECO202Y1,Peter Foltin,4,4.1,3.6,3.9,4,3.4,3.7,3,3.7
ECO204Y1,Sayed Hussain,3.7,3.5,3.6,3.3,3.3,3,3.8,4.4,2.7
ECO204Y1,Sayed Hussain,3.5,3.3,3.4,3.6,3.6,3.1,3.7,4.2,2.8
ECO204Y1,Sayed Hussain,3.5,3.4,3.4,3.4,3.4,3.3,3.5,4.2,2.8
ECO204Y1,Sayed Hussain,3.7,3.7,3.8,3.7,3.7,3.3,3.9,4.5,2.9
ECO204Y1,Peter Foltin,4,4.1,4.2,4,4.1,3.8,4.2,3.4,3.7
ECO204Y1,Peter Foltin,3.5,3.7,4,3.9,3.9,3.6,3.8,3.1,3.3
ECO204Y1,Patrick Blanchenay,3.7,4.1,3.9,3.8,3.8,3.7,3.9,3.6,3.5
ECO206Y1,Kripa Freitas,4.1,4.1,4,3.8,3.8,3.6,4.1,4.1,3.5
ECO206Y1,Kripa Freitas,3.3,3.4,3.4,3.4,3.4,3.3,3.5,3.8,2.8
ECO206Y1,Kripa Freitas,3.9,3.6,3.5,3.3,3.3,3.2,3.7,4,3.1
ECO208Y1,Michelle Alexopoulos,3.7,3.9,3.6,3.8,3.8,3.1,3.8,3.2,3.3
ECO208Y1,Murat Celik,4.1,4.1,4,4.1,4.1,3.7,3.9,2.9,3.7
ECO209Y1,Robert McKeown,3.5,3.5,3.5,3.5,3.6,3.1,3.8,3.4,3
ECO209Y1,Robert McKeown,3.7,4.1,4,4.1,4,3.8,4,3,3.7
ECO209Y1,Robert McKeown,3.5,3.8,3.4,3.5,3.4,3,3.6,3.5,3.2
ECO209Y1,Robert McKeown,4.4,4.3,4.2,4.2,4.2,4.3,4.3,3,4
ECO210H1,John McNeill,3.4,4.2,4,3.1,3.4,3.3,3.4,3,3.2
ECO220Y1,Patrick Baude,3.9,3.7,3.5,3.7,3.6,3,3.4,3.5,3.3
ECO220Y1,Patrick Baude,3.9,4.2,3.3,3.7,3.7,3.4,3.3,3.8,3.3
ECO220Y1,Jennifer Murdock,4,4.3,4.4,4,3.9,3.9,4.6,4.3,3.7
ECO220Y1,Jennifer Murdock,3.9,4,4.1,3.7,3.7,3.7,4.2,4.3,3.3
ECO220Y1,Jennifer Murdock,4.2,4.4,4.5,4.1,4.1,3.9,4.5,4.3,3.7
ECO220Y1,Pui-Man Yu,3.6,3.9,3.7,4.1,3.9,3.7,3.7,3.1,3.6
ECO227Y1,Ismael Mourifie,3.7,3.8,3.7,3.9,3.9,3.2,3.9,3.7,2.8
ECO230Y1,Masoud Anjomshoa,2.5,2.4,2.3,2.3,2.3,2,2.6,3.2,1.8
ECO310H1,Remi Daviet,3.8,3.8,3.8,4,4.1,3.4,3.7,3.5,3.1
ECO313H1,Masoud Anjomshoa,3.7,3.9,3.9,3.7,3.7,3.1,4.2,3.4,3.3
ECO320H1,Robert Barber,4.2,4.4,4,4.1,4,3.5,4.1,3.4,3.7
ECO322H1,Kieran Furlong,3.3,4.6,4.5,4.3,4.4,4,4.4,3.3,3.6
ECO325H1,Burhanettin Kuruscu,4.1,4.1,4.1,3.8,3.9,3.7,3.7,3.1,3.8
ECO326H1,Marcin Peski,4.6,4.5,4.7,4.2,4.3,4.3,4.7,3.8,4.1
ECO331H1,Robert Gazzale,4.4,4.4,4.5,4.1,4.1,4.1,4.6,4.1,3.8
ECO331H1,Robert Gazzale,4.5,4.3,4.4,3.8,3.8,4,4.4,4,3.6
ECO332H1,Aloysius Siow,3.6,3.8,3.5,3.4,3.7,3.3,3.7,2.8,3.3
ECO334H1,Yosh Halberstam,4.5,4.7,4.5,4.1,4.1,4.4,4.6,3.1,4.5
ECO338H1,Aloysius Siow,3.2,3.3,3.2,2.7,2.4,2.6,3.4,2.7,2.9
ECO340H1,Michael Baker,3.6,3.9,4.1,3.2,3.5,3.5,4,3.1,3.5
ECO342H1,Kieran Furlong,2.9,3,2.6,2.9,2.8,2.4,2.9,3.2,2.6
ECO349H1,George Georgopoulos,3.2,3.5,3.3,3.6,3.8,3.3,3.4,2.8,3.8
ECO351H1,Patrick Baude,4.4,4.1,4.3,4.1,4,4.2,4.2,3.7,4.1
ECO359H1,Ilias Tsiakas,4.1,4.3,4.5,4.1,4.1,4,4.5,2.6,4.2
ECO359H1,Ilias Tsiakas,4.4,4.6,4.7,4.6,4.5,4.3,4.6,2.7,4.5
ECO364H1,Peter Morrow,4.3,4.2,4.2,4.4,4.4,4.1,4.4,3.4,4.1
ECO364H1,Peter Morrow,4,4.2,4.5,4.3,4.2,4,4.5,3.3,3.9
ECO365H1,Jordi Mondria,4.3,4.5,4.5,4.3,4.4,4.3,4.6,3,4.4
ECO365H1,Jordi Mondria,4.2,4.3,4.5,4.2,4.1,4.1,4.6,3,4.2
ECO374H1,Martin Burda,3.7,4.1,3.9,4,4,3.6,3.8,2.8,3.2
ECO375H1,Martin Burda,4.1,4.1,3.8,4.2,4.1,3.9,3.6,3.1,3.8
ECO380H1,John McNeill,3.5,3.6,3.7,4,4.1,3.5,3.4,3.3,3.3
ECO381H1,Arthur Hosios,3.9,3.3,3.4,4.3,3.9,3,3.4,3.7,2.9
ECO401H1,Kory Kroft,4.1,4.4,4.4,4.3,4.3,4.1,4.3,3.4,4.4
ECO402H1,Courtney Ward,4.5,4.7,4.7,4.7,4.5,4.4,4.8,3.3,4.4
ECO404H1,Sayed Hussain,5,5,4.8,4.8,4.8,4.8,5,3.4,5
ECO409H1,Ilias Tsiakas,4.3,4.4,4.7,4.3,4.3,4.2,4.6,2.9,4.4
ECO414H1,Adonis Yatchew,4,3.8,4,3,3.5,3.8,4.2,2.8,3.2
ECO422H1,Jonathan Beauchamp,4.9,4.9,4.8,4.7,4.8,4.6,4.8,3.4,4.8
ECO429H1,Kieran Furlong,4.2,4.1,4.1,3.8,3.8,3.8,4.1,3.6,3.7
ECO437H1,Burhanettin Kuruscu,4.6,4.9,4.7,4.7,4.9,4.3,4.4,3.7,4.3
ECO461H1,Ataollah Mazaheri,4.6,4.6,3.6,4,4.4,3.5,3.7,3.3,4
ECO475H1,Ismael Mourifie,4.5,4.4,4.3,4.5,4.2,4,4.2,3.6,3.8
ECO100Y1,Kieran Furlong,3.9,4.2,4.3,4.2,4.1,4.1,4.1,3.4,3.9
ECO100Y1,Kieran Furlong,4.3,4.4,4.3,4.1,4.1,4.1,4.3,3.3,4.1
ECO100Y1,Kieran Furlong,3.9,4.3,4.3,4,3.8,3.8,4.3,3.4,3.8
ECO200Y1,William Wolfson,4.1,4.2,4.4,4.1,3.8,4,4.4,3.2,4.1
ECO202Y1,Masoud Anjomshoa,4,4.1,4.3,4,4,3.8,4.1,3,4
ECO206Y1,Young Wu,3.3,3.3,2.4,3.2,2.8,2.5,2.8,3.7,2.8
ECO208Y1,Christine Tewfik,3.3,4,3.9,3.6,3.9,3.9,4.3,3.3,4
ECO209Y1,Gustavo Indart,4.3,4.6,4.1,4.3,4,4.1,3.7,4,3.1
ECO220Y1,Mathieu Marcoux,3.9,4.2,4.4,3.8,3.9,3.9,4.4,3.6,3.8
ECO220Y1,Mathieu Marcoux,3.9,3.9,4,4.2,4.1,3.7,3.9,3.5,3.7
ECO313H1,Masoud Anjomshoa,3.8,3.8,3.6,3.6,3.6,3.4,3.9,3.4,2.9
ECO316H1,Erhao Xie,4.6,4.5,4.6,4.4,4.3,4.5,4.5,3.1,4.8
ECO333H1,Peter Tomlinson,4,4.2,3.5,4.2,3.9,3.7,3.6,2.8,4.1
ECO349H1,George Georgopoulos,4,4,3.9,3.9,3.8,3.4,4.2,3.3,4
ECO359H1,Ataollah Mazaheri,4,4.3,3.7,4.1,4.1,3.9,4,3.1,4.1
ECO365H1,Jordi Mondria,4.4,4.4,4.7,4.5,4.5,4.5,4.5,3.4,4.5
ECO375H1,Martin Burda,3.8,4,4.3,4.2,4.6,4.2,4.2,2.7,4.2
ECO325H1,Burhanettin Kuruscu,3.8,4,3.8,3.5,3.8,3.7,3.7,3,3.7
ECO326H1,Marcin Peski,4.4,4.1,4.1,3.7,3.6,3.7,4.1,3.7,3.4
ECO306H1,Shari Eli,3.8,3.9,3.6,3.6,3.9,3.4,3.6,2.9,3.9
ECO374H1,Yuanyuan Wan,4.4,4.6,4.4,4.4,4.3,4.3,3.9,3.4,3.9
ECO375H1,Martin Burda,4.1,4.6,3.9,4.2,4.2,4,4.1,2.9,4.2
ECO475H1,Ismael Mourifie,4.2,4.3,4.4,3.9,4.1,4.1,4.7,3.2,4.3
ECO322H1,Kieran Furlong,3.8,4.2,3.8,4,3.9,3.7,3.9,3.2,3.7
ECO100Y1,James Pesando,4.3,4.4,4.5,4,4,4,4.5,3.3,4
ECO100Y1,Paola Salardi,3.8,4.1,4.1,3.7,3.7,3.6,4.1,3,3.7
ECO227Y1,Patrick Baude,3,3.1,2.2,2.8,3,2.2,2.4,3.9,2.1
ECO314H1,Adonis Yatchew,3.7,4.1,3.6,3.9,3.7,3.5,4.1,3.1,3.7
ECO316H1,Martin Osborne,4.6,4.6,4.6,4.4,4.3,4.3,3.9,3.3,4.2
ECO316H1,Martin Osborne,4.4,4.5,4,3.8,3.5,3.9,4.1,3,3.6
ECO320H1,Robert Barber,3.7,4.1,3.9,3.8,3.8,3.6,3.8,3.2,3.8
ECO321H1,Gillian Hamilton,4.3,4.7,4.5,4.5,4.5,4.6,4.3,3.7,3.9
ECO325H1,Burhanettin Kuruscu,3.9,4,3.8,3.7,4.1,3.9,3.7,3.1,3.5
ECO326H1,Marcin Peski,4.4,4.6,4.4,4.1,4.1,3.5,4.1,3.6,3.3
ECO333H1,Jonathan Hall,3.9,4.1,4.1,3.8,3.8,3.8,4.3,3.8,3.7
ECO333H1,Jonathan Hall,4.4,4.3,4.5,4.1,4.1,4.3,4.7,3.8,4
ECO338H1,Aloysius Siow,3.2,3.6,3.4,2.7,3,3.2,3.5,2.6,3.3
ECO339H1,Michael Baker,4.2,4.2,4.2,3.7,3.8,3.9,4.2,2.9,3.6
ECO341H1,Jon Cohen,3.4,4.1,3.3,3.4,3.6,3.1,3.2,2.9,3.3
ECO349H1,George Georgopoulos,3.7,3.7,3.8,3.9,3.7,3.6,3.7,2.9,3.9
ECO351H1,Patrick Baude,4.2,4.4,4.4,4.4,4.3,4.1,4.5,3.7,3.9
ECO358H1,Ekaterina Malinova,3.9,4,3.7,4,4.1,3.4,3.9,3,3.8
ECO358H1,Ekaterina Malinova,3.6,4.3,3.7,3.8,3.7,3.8,3.7,3,3.8
ECO362H1,Chaoran Chen,4.3,4.4,4.7,4.3,4.4,4.1,4.4,3.1,4.5
ECO364H1,Kunal Dasgupta,3.9,3.8,3.7,3.7,3.7,3.4,3.6,3.1,3.5
ECO364H1,Kunal Dasgupta,3.1,3.3,2.9,3.6,3.2,3.1,2.9,3.1,3
ECO365H1,Masoud Anjomshoa,3.9,4,4,3.9,3.8,3.5,4.1,3.8,3.6
ECO365H1,Masoud Anjomshoa,3.9,4.3,4.4,4,4.1,3.6,4.2,3,3.8
ECO368H1,Paola Salardi,4.1,3.9,4.1,3.7,3.7,3.7,4.3,3.9,3.2
ECO374H1,Yuanyuan Wan,3.8,4,3.9,3.9,4,3.8,3.8,3.3,3.8
ECO375H1,Jonathan Beauchamp,4.1,4.3,4.1,4.4,4.3,3.9,4,3.3,3.9
ECO375H1,Jonathan Beauchamp,4,4.4,4.2,4.4,4.5,4.1,4.1,3.3,4.1
ECO380H1,John McNeill,3.7,3.7,3.3,4,4,3.2,3.5,3.3,3.2
ECO380H1,John McNeill,3.2,3.5,2.9,3.6,3.7,2.9,3,3.3,3.1
ECO404H1,Sayed Hussain,4.9,4.1,4.4,4.6,4.9,4.6,4.4,3.6,4.6
ECO410H1,Jennifer Murdock,4.4,4.6,4.5,4.1,4.4,4.1,4.6,3.9,3.8
ECO418H1,Yao Luo,5,4.8,4.6,4.8,5,4.3,5,3.8,4.6
ECO426H1,Colin Stewart,4.5,4.5,4.4,4,4.2,4.4,4.2,3.2,4.3
ECO428H1,Kieran Furlong,3.8,3.7,3.6,3.6,3.9,3.6,3.7,3.2,3.3
ECO463H1,Ekaterina Malinova,4.5,4.3,4.2,3.7,3.7,3.7,4.2,3.7,3.7
ECO464H1,Peter Cziraki,4.7,4.8,5,4.7,4.8,4.7,4.9,4.1,4.6
ECO465H1,Jordi Mondria,4.5,4.5,4.6,4.3,4,4.5,4.8,3.5,4.1
ECO316H1,Erhao Xie,3.4,3.5,3.4,3.1,3.1,3,3.3,3.5,2.9
ECO321H1,Abraham Rotstein,4.2,4.2,4,4.4,4.4,3.8,4.4,2.6,4.8
ECO428H1,Kieran Furlong,4.3,4.5,4.8,3.8,3.3,4.2,4.8,3.7,4
ECO302H1,Abraham Rotstein,4,4.2,4.4,4.2,4.4,4.2,4.4,3.8,4.2
ECO310H1,Dimitrios Dimitropoulos,4.6,4.6,5,3.8,4.6,4.6,5,3,4.6
ECO358H1,Ataollah Mazaheri,3.9,4.3,3.9,4.4,4.1,3.6,4,3.2,4.2
ECO359H1,Ataollah Mazaheri,4.6,4.4,4.2,4.4,4.4,3.8,4.2,3.2,4
ECO365H1,Jordi Mondria,4.3,4.5,4.5,4.5,4.4,4.2,4.4,3,4.4
ECO364H1,Leonid Karasik,2.6,2.8,2,2.7,2.7,2.1,2.1,3.5,2.3
ECO100Y1,Jessica Burley,3.9,3.8,3.7,3.5,3.8,3.5,3.5,3.6,3.5
ECO100Y1,Gustavo Indart,3.7,3.9,3.6,3.5,3.5,3.4,3.6,3.5,3.5
ECO100Y1,Jessica Burley,3.1,3.4,3.2,2.9,3,2.9,3.6,3.4,3.1
ECO100Y1,Gustavo Indart,3.7,4,3.7,3.8,3.9,3.4,3.5,3.3,3.7
ECO100Y1,Kieran Furlong,3.8,4.3,4.3,3.9,4,4,4.3,3.4,4.2
ECO100Y1,Kieran Furlong,4,4.1,4.3,3.9,3.8,3.7,4.3,3.3,3.9
ECO208Y1,Helene Desgagnes,4.3,4.3,4.4,4.3,4.5,4.2,4.1,2.9,4.5
ECO202Y1,Masoud Anjomshoa,3.6,3.7,3.7,3.4,3.4,3.4,3.7,2.4,3.7
ECO380H1,Zhe Yuan,3.8,3.8,4.2,3.9,3.8,3.6,4,2.9,3.9
ECO200Y1,William Wolfson,4.5,4.6,4.6,4.3,4.3,4,4.7,3.2,4.5
ECO206Y1,Kripa Freitas,3.2,3.3,3.2,3.4,3.3,2.7,3.3,4.3,2.3
ECO206Y1,Jie Cao,2.8,2.8,2.5,2.8,3.2,2.2,2.5,3.8,2.2
ECO206Y1,Kirsten Cornelson,3.8,4,4.5,3.6,3.4,3.7,4.4,4,3.9
ECO349H1,George Georgopoulos,4.6,4.6,4.6,4.6,4.6,4.6,4.4,3.7,4.4
ECO349H1,George Georgopoulos,4,4,4.2,4,4.1,4.1,4.1,3.2,4.3
ECO381H1,Jasmin Kantarevic,4.4,4.3,4.7,4.2,3.9,4.2,4.6,3.1,4.3
ECO220Y1,Jessie Lamontagne,3.1,3.3,2.7,3.1,3.1,2.4,3.1,3.3,3.2
ECO220Y1,Migiwa Tanaka,3.5,3.6,3.4,4.1,3.9,3.4,4,3,3.8
ECO220Y1,Jessie Lamontagne,3.3,3.5,2.6,2.6,2.7,2.3,2.8,3.5,2.7
ECO220Y1,Migiwa Tanaka,4.2,4.2,4.2,4.4,4.2,3.4,4.4,3.4,4
ECO333H1,Peter Tomlinson,3.3,3.6,3.4,3.6,3.3,3.2,3.5,3.1,3.7
ECO333H1,Peter Tomlinson,3.8,4,4.1,3.9,3.6,3.7,3.9,2.8,4
ECO349H1,George Georgopoulos,4,4.3,4.1,4,4,3.7,4.4,3.1,3.9
ECO349H1,George Georgopoulos,4,4.2,3.8,3.9,4.1,3.8,4,3.3,4.1
ECO381H1,Jasmin Kantarevic,4.4,4.5,4.4,4.2,4.4,4.2,4.4,3.1,4.2
ECO220Y1,Jennifer Murdock,4.7,4.7,4.7,4.1,4.3,4.3,4.3,3.9,4.1
ECO220Y1,Pui-Man Yu,3.3,3.4,2.3,2.1,2.4,2,2.5,3.6,2.1
ECO220Y1,Jennifer Murdock,4.4,4.1,4.6,4.1,4.1,4.2,4.5,3.9,4.3
ECO220Y1,Pui-Man Yu,3.2,3.1,2.5,2.6,2.6,2.7,2.5,3.5,2.7
ECO200Y1,William Wolfson,3.9,4.2,4.1,3.6,3.7,3.7,4.3,3.4,3.8
ECO206Y1,Kripa Freitas,4.1,3.7,4.2,4,3.8,3.4,4.1,4.1,3.2
ECO206Y1,Young Wu,3.6,3.6,3.4,3.4,3.1,3.2,3.4,3.6,3.3
ECO206Y1,Kripa Freitas,4.5,4.5,4.9,4.5,4.5,4,4.9,4.1,3.6
ECO206Y1,Young Wu,4.3,3.8,3.3,3.7,3.3,3.2,3.3,3.5,3
ECO380H1,Zhe Yuan,4.2,4.4,3.9,4.1,4.2,4.1,4,3.2,4.3
ECO208Y1,Helene Desgagnes,3.7,4.2,4.2,4.2,4.2,4.2,4,2.8,4.2
ECO208Y1,Christine Tewfik,4.1,4.1,4.6,4.5,4,4.2,4.6,3,4.5
ECO209Y1,Gustavo Indart,3.7,4,3.9,3.9,3.9,4,3.7,3.4,4.1
ECO209Y1,Brian Tavares,3.8,3.3,2.8,2.5,2.9,2.3,2.3,4,2
ECO202Y1,Masoud Anjomshoa,4.6,4.5,4.6,3.9,4.1,4.1,4.3,3,4.1
ECO358H1,Ataollah Mazaheri,4.1,4.2,4.1,4.4,4.3,4,3.9,3.5,4.2
ECO359H1,Ho Ho,4,4.1,3.7,3.7,3.6,3.6,3.5,4.1,3.6
ECO313H1,Masoud Anjomshoa,3.8,4.2,3.7,3.8,3.7,3.7,3.9,3.3,3.6
ECO362H1,Chaoran Chen,4.3,4.4,4.6,4.4,4.4,4.1,4.4,3,4.3
ECO100Y1,Kieran Furlong,4,4.2,4.2,4.1,4,4,4.3,3.7,3.9
ECO100Y1,Kieran Furlong,4.3,4.2,4.2,3.7,3.6,3.8,4.1,3.3,3.8
ECO100Y1,Ho Ho,3.9,4.1,4.5,4,4.1,3.9,4.5,3.1,4.2
ECO100Y1,Kieran Furlong,4,4.2,4.4,4.1,3.9,4,4.3,3.5,3.8
ECO365H1,Jordi Mondria,4.2,4.4,4.7,4.3,4.4,4.3,4.8,3.1,4.6
ECO364H1,Mengxiao Liu,4.1,4.4,4.5,4.5,4.5,4,3.9,3.1,3.9
ECO403H1,Gustavo Bobonis,4.5,4.7,5,4.7,4.7,4.5,4.7,3.8,4.2
ECO403H1,Arthur Blouin,4.3,4.3,3.8,3.4,3.7,3.6,3.7,3.3,4
ECO403H1,Gustavo Indart,4.4,4.8,4.6,4.7,4.5,4.4,4.5,3.4,4.4
ECO402H1,Alfia Karimova,4.6,4.7,4.4,4.3,4.3,4.2,4.1,3.2,4.4
ECO404H1,Sayed Hussain,4.4,4.4,4.4,4.6,4.8,4.4,4.2,4,4.2
ECO342Y1,Shari Eli,3.6,3.8,3.5,3.5,3.5,3.4,3.6,3.1,3.6
ECO333H1,Peter Tomlinson,2.8,2.8,2.7,2.6,3,2.6,2.5,2.6,3
ECO333H1,Peter Tomlinson,2.7,2.9,2.9,3.1,3.2,2.9,2.8,3.1,3
ECO375H1,Martin Burda,4.6,4.4,4.4,4.4,4.4,4.3,4.6,3.1,4.7
ECO316H1,Erhao Xie,4.2,4.3,4.3,4,4.3,4.2,4.2,3,4.2
ECO100Y1,Gustavo Indart,4,4.1,3.4,3.7,3.7,3.3,3.5,3.5,3.4
ECO100Y1,Robert Gazzale,4.1,4.1,3.8,3.7,3.7,3.4,3.9,3.9,3.4
ECO100Y1,Robert Gazzale,3.8,3.8,3.6,3.4,3.3,3.1,3.7,3.6,3.3
ECO100Y1,Kieran Furlong,3.8,3.9,3.7,3.8,3.8,3.5,3.8,3.2,3.7
ECO100Y1,William Wolfson,3.4,3.6,3,2.9,3.7,3.1,3.1,2.6,3.1
ECO100Y1,William Wolfson,3.7,3.9,3.4,3.5,3.6,3.1,3.4,3.4,3.1
ECO105Y1,Avi Cohen,3.3,3.7,3.2,3.5,3.5,3.1,3.5,3.2,3.4
ECO200Y1,Robert Gazzale,4.1,4.1,4.1,3.7,3.7,3.7,4.1,3.4,3.8
ECO200Y1,William Wolfson,4.1,4.2,4.2,4.1,4.1,3.7,4.3,3.3,3.9
ECO202Y1,Joseph Steinberg,3.9,4,3.9,3.7,3.9,3.7,3.9,2.8,4.1
ECO202Y1,Masoud Anjomshoa,4.2,4.3,4.3,4.1,4.1,4.1,4.5,2.9,4.3
ECO204Y1,Sayed Hussain,4.3,4.1,4.2,4.1,4,3.6,4.3,4.3,3.5
ECO204Y1,Sayed Hussain,4.3,3.8,4,3.9,3.6,3.2,3.9,4.5,3
ECO204Y1,Sayed Hussain,4.2,4.1,4.4,4.1,4.2,3.9,4.4,4.4,3.6
ECO204Y1,Sayed Hussain,3.6,3.6,3.5,3.7,3.4,2.8,3.8,4.5,2.9
ECO206Y1,Loren Brandt,3.8,3.7,3.6,3.3,3.2,3.3,3.6,3.5,3.4
ECO206Y1,Kripa Freitas,4,3.8,3.4,3,3.1,2.9,3.4,4,2.6
ECO206Y1,Kripa Freitas,4.4,4.4,4.6,3,2.8,3.4,4.2,4.2,3.2
ECO208Y1,Michelle Alexopoulos,4.4,4.2,4.4,4.2,4.3,4.4,4.1,3.3,4.3
ECO208Y1,Helene Desgagnes,3.7,4.1,3.2,3.8,3.9,3.4,2.9,3.1,3
ECO209Y1,Gustavo Indart,4,4.2,3.8,4.2,4.3,3.6,3.7,3.3,3.9
ECO209Y1,Gustavo Indart,3.5,3.6,3.3,3.3,3.3,2.8,3.1,4,2.6
ECO209Y1,Gustavo Indart,3.5,3.8,3.3,3.5,3.3,3.1,3.5,3.3,3.5
ECO209Y1,Gustavo Indart,3.6,4,3.6,3.4,3.6,3.3,3.6,3.5,3.6
ECO209Y1,Reza Ghaeli,3.2,3.7,3.4,3.8,3.7,3,3.3,3,3.3
ECO220Y1,Jennifer Murdock,4.5,4.6,4.7,4.2,4.2,4.2,4.6,4,4.2
ECO220Y1,Migiwa Tanaka,3.2,3.4,3.1,3.2,3.3,2.9,3,3.4,3.1
ECO220Y1,Jennifer Murdock,4.2,4.2,4.7,4.1,4.1,3.9,4.7,3.8,4.2
ECO220Y1,Jennifer Murdock,4.5,4.6,4.6,4.2,4.1,4.1,4.6,4,4.2
ECO220Y1,Migiwa Tanaka,2.9,3.2,2.9,3,3.2,2.7,3.1,3.5,2.9
ECO227Y1,Ismael Mourifie,4.4,4.1,3.8,4.1,3.7,3.6,4,3.5,3.4
ECO230Y1,Masoud Anjomshoa,3.6,3.7,3.7,3.4,3.3,3.1,3.8,3.4,3.2
ECO313H1,Matthew Turner,3.7,3.5,3.6,3.8,3.7,3.4,3.7,3.7,3.5
ECO316H1,Ettore Damiano,4,4,3.9,3.5,3.5,3.5,4.1,2.7,3.7
ECO321Y1,Kieran Furlong,3.8,4.1,4,3.4,3.4,3.9,3.7,3.3,3.1
ECO324Y1,Kripa Freitas,4.6,4.9,4.5,4.6,4.8,4.5,4.6,3.5,4.5
ECO325H1,Burhanettin Kuruscu,3.9,4.1,4,4.1,3.7,3.7,3.7,3,3.6
ECO326H1,Marcin Peski,4.2,4.1,4.5,3.7,3.7,3.8,4.3,3.1,3.9
ECO331H1,Robert Gazzale,4.5,4.5,4.3,3.8,3.8,4,4.6,4,4
ECO331H1,Robert Gazzale,4.4,4.6,4.3,4.5,4.4,4.1,4.6,3.8,4.3
ECO333Y1,Peter Tomlinson,3.1,3.3,3.6,3.1,3.2,3.1,3.5,2.7,3.3
ECO336Y1,Michael Smart,4.4,4.5,4.1,4,4.3,3.9,3.8,3.1,3.6
