course,term,year,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,num_invited,num_responded,instructor
CHM139H1,Winter,2016,3.6,3.8,3.7,3.6,3.7,3.4,3.8,3.8,3.5,167,88,"Mirkovic, T."
CHM139H1,Winter,2016,3.6,3.8,4.3,3.6,3.7,3.4,4.2,3.8,3.5,167,88,"Quinlan, K."
CHM379H1,Winter,2016,4.2,4.3,4.2,4.2,4.2,4,4.2,3.7,3.8,17,6,"Woolley, G."
CHM447H1,Winter,2016,4.3,4.3,4.2,3.6,4.1,4,4,2.9,4,30,9,"Woolley, G."
CHM139H1,Summer,2016,3,3,2.6,2.7,2.4,2.4,2.8,4.1,2.3,141,59,"Staikova, M."
CHM247H1,Summer,2016,4.3,4.5,4.8,4.2,4.3,4.3,4.7,4.1,3.8,86,34,"Morra, B."
CHM135H1,Winter,2017,3.6,3.73,4.22,3.63,3.59,3.26,4.25,3.81,3.17,358,266,"Quinlan, K."
CHM135H1,Winter,2017,3.6,3.73,3.36,3.63,3.59,3.26,3.48,3.81,3.17,358,266,"Segal, D."
CHM135H1,Winter,2017,3.6,3.73,3.76,3.63,3.59,3.26,3.76,3.81,3.17,358,266,"Walker, G."
CHM135H1,Winter,2017,3.7,3.8,4.3,3.7,3.6,3.5,4.3,3.8,3.2,248,166,"Quinlan, K."
CHM135H1,Winter,2017,3.7,3.8,3.4,3.7,3.6,3.5,3.5,3.8,3.2,248,166,"Segal, D."
CHM135H1,Winter,2017,3.7,3.8,3.8,3.7,3.6,3.5,3.8,3.8,3.2,248,166,"Walker, G."
CHM135H1,Winter,2017,3.7,4,4.5,3.7,3.5,3.8,4.5,3.7,3.5,80,46,"Quinlan, K."
CHM136H1,Winter,2017,3.78,3.78,4.01,3.1,2.98,2.84,4.11,4.03,2.74,431,312,"Browning, C."
CHM136H1,Winter,2017,3.78,3.78,2.55,3.1,2.98,2.84,2.81,4.03,2.74,431,312,"Kluger, R."
CHM136H1,Winter,2017,3.8,3.9,4.1,3.1,3,2.9,4.3,4,2.8,258,166,"Browning, C."
CHM136H1,Winter,2017,3.8,3.9,2.6,3.1,3,2.9,2.9,4,2.8,258,166,"Kluger, R."
CHM151Y1,Winter,2017,4.1,4.3,4,3.9,4.1,3.9,4,3.6,4,99,67,"Dhirani, A."
CHM151Y1,Winter,2017,4.1,4.3,3.9,3.9,4.1,3.9,3.9,3.6,4,99,67,"Stephan, D."
CHM223H1,Winter,2017,4.1,4,4,4,4.1,3.9,4.1,3,3.8,91,45,"Segal, D."
CHM238Y1,Winter,2017,3.8,3.8,3.9,3,3.2,3,4.2,4,2.9,73,37,"Ozin, G."
CHM238Y1,Winter,2017,3.8,3.8,3.7,3,3.2,3,3.6,4,2.9,73,37,"Song, D."
CHM247H1,Winter,2017,4,4.1,4.6,3.7,3.7,3.5,4.5,4.1,3.1,340,194,"Dicks, A."
CHM247H1,Winter,2017,4,4.1,4.1,3.7,3.7,3.5,4.1,4.1,3.1,340,194,"Nitz, M."
CHM247H1,Winter,2017,4,4.1,4,3.7,3.7,3.5,4.2,4.1,3.1,340,194,"Winnik, M."
CHM247H1,Winter,2017,4.3,4.3,4.7,4,3.9,3.7,4.5,4.1,3.5,137,69,"Dicks, A."
CHM247H1,Winter,2017,4.3,4.3,4.3,4,3.9,3.7,4.3,4.1,3.5,137,69,"Nitz, M."
CHM247H1,Winter,2017,4.3,4.3,4.3,4,3.9,3.7,4.5,4.1,3.5,137,69,"Winnik, M."
CHM249H1,Winter,2017,4.3,4.4,4.6,4.2,4.1,4.1,4.5,3.5,4.1,67,43,"Morra, N."
CHM249H1,Winter,2017,4.3,4.4,4.6,4.2,4.1,4.1,4.6,3.5,4.1,67,43,"Yudin, A."
CHM310H1,Winter,2017,4,4.2,4.6,4.3,4.2,4.1,4.7,3.5,4,71,46,"D'eon, J."
CHM317H1,Winter,2017,4.4,4.6,4.3,4,4,4,4.5,4.5,3.9,25,10,"Jockusch, R."
CHM325H1,Winter,2017,3.5,3.6,3.8,3.3,3.5,3.1,3.4,2.9,3.4,50,18,"Kumacheva, E."
CHM325H1,Winter,2017,3.5,3.6,3.7,3.3,3.5,3.1,4.1,2.9,3.4,50,18,"Ozin, G."
CHM328H1,Winter,2017,3.9,3.6,3.9,4.1,4,3,3.5,2.8,3.6,20,9,"Schofield, J."
CHM343H1,Winter,2017,4.2,4.3,4.5,4.2,4.1,4.2,4.5,4,3.8,36,24,"Rousseaux, S."
CHM379H1,Winter,2017,4,4.2,4.4,4.2,4.2,4.2,4.2,3.4,4.2,15,6,"Woolley, G."
CHM415H1,Winter,2017,4.3,4.3,4.6,4,3.9,3.9,4.3,3.4,3.8,21,9,"Murphy, J."
CHM416H1,Winter,2017,3.5,3.6,3.8,3,2.7,3.3,3.9,2.5,3.3,31,11,"Thompson, M."
CHM437H1,Winter,2017,3.6,3.7,3.8,3.4,3.6,3.4,3.9,2.5,3.8,37,12,"Chin, J."
CHM443H1,Winter,2017,4.8,4.7,4.8,4.5,4.5,4.5,4.5,3,4.5,13,6,"Taylor, M."
CHM446H1,Winter,2017,3.8,4.5,3.5,3.8,3.7,3.8,3.6,3,3.7,24,11,"Tilley, A."
CHM447H1,Winter,2017,4,4,4.3,3.8,3.7,3.8,4.2,2.5,3.7,16,7,"Woolley, G."
CHM479H1,Winter,2017,4.3,4.4,4.7,3.9,3.7,4.2,4.1,3.5,3.8,12,10,"Zamble, D."
CHM247H1,Summer,2017,4,4.1,3.4,4,4,3.5,3.4,3.7,3.2,53,24,"Kutas, C."
CHM135H1,Summer,2018,3.4,3.7,2.9,3.4,3.6,2.8,3.1,3.7,2.9,116,60,"Staikova, M."
CHM247H1,Summer,2018,3.1,3.7,2.7,3.2,3,2.7,2.7,4.6,2.1,54,15,"Kutas, C."
CHM136H1,Summer,2018,4,4.3,4.4,3.8,3.8,3.8,4.5,4,3.2,228,136,"Dicks, A."
CHM136H1,Summer,2018,4,4.3,4.7,3.8,3.8,3.8,4.6,4,3.2,228,136,"Quinlan, K."
CHM220H1,Summer,2018,3.7,3.9,3.7,3.6,3.7,3.2,3.7,3.9,2.7,76,27,"Mirkovic, T."
CHM220H1,Summer,2017,3.6,3.8,4,3.8,3.6,3.3,3.8,3.9,2.9,98,44,"Mirkovic, T."
CHM136H1,Summer,2017,3.5,3.6,2.7,3,2.9,2.5,2.6,3.9,2.3,252,158,"Bensari, A."
CHM135H1,Summer,2017,3.3,3.6,3.4,3.5,3.5,2.9,3.4,3.7,2.7,111,61,"Staikova, M."
CHM138H1,Fall,2014,3.9,4,3.8,3.6,3.4,3.3,4,3.9,3.5,363,263,"Browning, C."
CHM138H1,Fall,2014,3.9,4,4.5,3.6,3.4,3.3,4.5,3.9,3.5,363,263,"Dicks, A."
CHM138H1,Fall,2014,3.9,4,3.1,3.6,3.4,3.3,3.2,3.9,3.5,363,263,"Song, D."
CHM138H1,Fall,2014,3.9,4,4,3.5,3.5,3.3,4.2,4,3.4,449,330,"Browning, C."
CHM138H1,Fall,2014,3.9,4,4.5,3.5,3.5,3.3,4.5,4,3.4,449,330,"Dicks, A."
CHM138H1,Fall,2014,3.9,4,3.4,3.5,3.5,3.3,3.4,4,3.4,449,330,"Song, D."
CHM138H1,Fall,2014,4,4.1,4.4,3.6,3.6,3.5,4.4,4,3.7,167,131,"Dicks, A."
CHM138H1,Fall,2014,4,4.1,4.3,3.6,3.6,3.5,4.2,4,3.7,167,131,"Morra, B."
CHM138H1,Fall,2014,4,4.1,4.1,3.6,3.6,3.5,4.1,4,3.7,167,131,"Winnik, M."
CHM139H1,Fall,2014,3.7,3.8,3.1,3.6,3.6,3.4,3,3.9,3.5,322,221,"Kumacheva, E."
CHM139H1,Fall,2014,3.7,3.8,4.4,3.6,3.6,3.4,4.4,3.9,3.5,322,221,"Quinlan, K."
CHM139H1,Fall,2014,3.7,3.8,3.2,3.7,3.7,3.4,3.3,3.9,3.6,293,190,"Kumacheva, E."
CHM139H1,Fall,2014,3.7,3.8,4.4,3.7,3.7,3.4,4.4,3.9,3.6,293,190,"Quinlan, K."
CHM151Y1,Fall,2014,4.2,4.2,4.1,3.8,3.9,3.8,4.1,3.5,4.1,113,57,"Taylor, M."
CHM217H1,Fall,2014,3.5,3.8,4,3.6,3.5,3.1,4.1,4.3,3.3,76,43,"Stone, D."
CHM220H1,Fall,2014,2.9,2.7,2.6,2.1,2.1,2,3,3.9,1.8,245,123,"Schofield, J."
CHM222H1,Fall,2014,3.6,3.4,3.8,2.8,3,3,3.5,2.7,2.7,45,28,"Kapral, R."
CHM247H1,Fall,2014,3.4,3.7,2.8,3.3,3.5,2.6,2.7,4,2.7,92,28,"Chisu, C."
CHM310H1,Fall,2014,4.3,4.2,4.6,4.2,4.2,3.9,4.5,3.2,4.2,49,28,"D'eon, J."
CHM326H1,Fall,2014,3.7,3,3.2,3.7,3.8,3.4,3.7,2.8,3.6,19,12,"Walker, G."
CHM327H1,Fall,2014,3.6,3.4,3.6,3.5,4.1,3.4,4.1,3.1,3.6,22,15,"Goh, M."
CHM338H1,Fall,2014,4.1,4.4,4.1,4.4,4.2,4,4,3.6,4.1,34,18,"Stephan, D."
CHM342H1,Fall,2014,4.4,4.6,4.3,3.7,4.1,4,3.8,3.7,3.8,52,27,"Batey, R."
CHM347H1,Fall,2014,4.4,4.4,4,4.1,3.8,3.8,4.5,3.5,3.8,56,26,"Nitz, M."
CHM348H1,Fall,2014,3.6,3.8,2.9,2.9,2.9,2.6,3.6,4.4,2.1,36,14,"Kluger, R."
CHM410H1,Fall,2014,3.7,3.9,4.7,3.4,3.6,3.9,4.7,4.3,4,17,7,"D'eon, J."
CHM414H1,Fall,2014,3.6,3.4,3.9,3.2,3.3,3.1,3.9,2.7,3.4,38,17,"Thompson, M."
CHM417H1,Fall,2014,4.4,4.6,5,4.8,4.8,4.8,4.8,2.6,4.8,9,5,"Wheeler, A."
CHM426H1,Fall,2014,3.8,4.3,3.8,3.6,3.7,3.6,3.6,3,3.8,33,14,"Kumacheva, E."
CHM426H1,Fall,2014,3.8,4.3,4.5,3.6,3.7,3.6,4,3,3.8,33,14,"Winnik, M."
CHM432H1,Fall,2014,3.7,4.1,3.9,3.8,3.7,3.8,3.9,3.1,3.9,11,9,"Morris, R."
CHM434H1,Fall,2014,4.2,4.1,4.2,4.2,4.4,3.9,4.4,3.4,4.2,15,10,"Ozin, G."
CHM440H1,Fall,2014,3.7,3.7,4.1,3.5,3.5,3.2,4,3.7,3.1,25,16,"Morra, N."
CHM440H1,Fall,2014,3.7,3.7,3.4,3.5,3.5,3.2,3.3,3.7,3.1,25,16,"Yudin, A."
CHM441H1,Fall,2014,4.6,4.7,4.2,4.8,4.7,4.2,4.3,3.2,4.8,19,10,"Browning, C."
CHM441H1,Fall,2014,4.6,4.7,4.7,4.8,4.7,4.2,4.5,3.2,4.8,19,10,"Morra, B."
CHM247H1,Fall,2018,4.1,4.2,4.2,3.7,3.8,3.7,4.3,4.2,2.9,36,9,"Yudin, A."
CHM220H1,Fall,2018,3.5,3.5,3.4,3.2,3.4,2.9,3.4,3.4,2.5,195,72,"Woolley, G."
CHM326H1,Fall,2018,4.5,4.5,4.8,4.6,4.6,4.3,4.8,3.3,4.3,20,12,"Wilson, M."
CHM426H1,Fall,2018,4.3,4.4,4.1,4.1,4.1,4.3,4.3,3.2,4.1,28,13,"Winnik, M."
CHM135H1,Fall,2018,3.7,3.9,3.9,3.6,3.5,3.2,3.9,4.1,3.5,361,209,"Walker, G."
CHM135H1,Fall,2018,3.8,3.9,3.8,3.8,3.8,3.4,3.8,4,3.5,451,229,"Walker, G."
CHM441H1,Fall,2018,4.6,4.9,5,4.6,4.8,4.8,4.6,3.8,4.6,14,8,"Taylor, M."
CHM414H1,Fall,2018,4.1,4.4,4.4,4.3,3.9,4,4.9,3,3.6,24,7,"Thompson, M."
CHM338H1,Fall,2018,3.8,4.1,4.1,3.7,3.8,3.7,4.1,3.9,3.5,32,19,"Stephan, D."
CHM217H1,Fall,2018,3.5,3.6,3.6,3.3,3.2,3,4,4.3,2.9,81,34,"Stone, D."
CHM432H1,Fall,2018,3.8,3.7,3.8,3.5,3.3,3.1,3.6,3.3,3.3,22,11,"Song, D."
CHM136H1,Fall,2018,3.9,4,3.9,3.5,3.4,3.2,3.9,4.2,3.1,324,173,"Seferos, D."
CHM136H1,Fall,2018,4,4.1,3.8,3.6,3.4,3.3,3.9,4.1,3.1,239,134,"Seferos, D."
CHM222H1,Fall,2018,4,4,4.3,3.9,3.7,3.8,4.3,2.9,3.8,40,24,"Schofield, J."
CHM135H1,Fall,2018,3.7,3.9,4.1,3.6,3.5,3.2,4.2,4.1,3.5,361,209,"Quinlan, K."
CHM135H1,Fall,2018,3.8,3.9,4.2,3.8,3.8,3.4,4.3,4,3.5,451,229,"Quinlan, K."
CHM434H1,Fall,2018,4.7,4.7,4.7,4.3,4.5,4.7,4.9,3.3,4.5,18,10,"Ozin, G."
CHM410H1,Fall,2018,4.3,4.5,4.2,4.3,4.4,4.2,4.1,4.1,4.1,23,9,"Peng, H."
CHM136H1,Fall,2018,3.7,4.1,4.3,3.1,2.9,2.9,4.5,4,3,66,32,"Perruchoud, L."
CHM136H1,Fall,2018,3.9,4,3.4,3.5,3.4,3.2,3.5,4.2,3.1,324,173,"Nitz, M."
CHM136H1,Fall,2018,4,4.1,3.5,3.6,3.4,3.3,3.6,4.1,3.1,239,134,"Nitz, M."
CHM210H1,Winter,2019,4.38,4.6,4.4,4.2,4.2,4.1,4.6,3.2,4.2,95,47,"Abbatt, J."
CHM151Y1,Winter,2019,4.19,4.4,4.2,3.8,3.8,3.8,4.3,3.8,3.8,100,60,"Browning, C."
CHM136H1,Winter,2019,4.08,4.2,4,3.7,3.5,3.5,4.2,4,3.4,370,260,"Browning, C."
CHM136H1,Winter,2019,4.08,4.2,4.2,3.7,3.6,3.6,4.4,4,3.4,446,296,"Browning, C."
CHM437H1,Winter,2019,3.5,3.8,3.8,4.2,4.2,3.7,3.8,2.2,4.2,24,7,"Chin, J."
CHM135H1,Winter,2019,3.68,3.7,4.1,3.7,3.7,3.3,4.2,3.9,3.4,241,149,"D'eon, J."
CHM135H1,Winter,2019,3.68,3.8,4.2,3.7,3.7,3.3,4.2,3.8,3.3,246,149,"D'eon, J."
CHM247H1,Winter,2019,4.28,4.3,4.7,3.9,3.8,3.8,4.7,4.1,3.2,266,190,"Dicks, A."
CHM247H1,Winter,2019,4.32,4.2,4.6,3.6,3.6,3.5,4.7,4.2,3,77,49,"Dicks, A."
CHM135H1,Winter,2019,3.68,3.7,3.6,3.7,3.7,3.3,3.7,3.9,3.4,241,149,"Jockusch, R."
CHM135H1,Winter,2019,3.68,3.8,3.8,3.7,3.7,3.3,3.9,3.8,3.3,246,149,"Jockusch, R."
CHM325H1,Winter,2019,3.46,3.5,3.7,3.2,3.4,3.2,3.8,2.5,3.5,35,13,"Kumacheva, E."
CHM135H1,Winter,2019,3.85,3.9,4,3.6,3.4,3,4.2,3.7,3.2,46,20,"Mirkovic, T."
CHM415H1,Winter,2019,4.5,4.8,4.8,4.5,4.5,4.1,4.6,3.9,4.4,24,8,"Murphy, J."
CHM447H1,Winter,2019,3.75,3.8,4,3.4,3.4,3.3,4,2.9,3.3,14,8,"Nitz, M."
CHM238Y1,Winter,2019,4,4,3.9,3.4,3.6,3.1,4.4,3.9,3,58,28,"Ozin, G."
CHM325H1,Winter,2019,3.46,3.5,3.6,3.2,3.4,3.2,4.3,2.5,3.5,35,13,"Ozin, G."
CHM136H1,Winter,2019,4.08,4.2,4.4,3.7,3.5,3.5,4.4,4,3.4,370,260,"Quinlan, K."
CHM136H1,Winter,2019,4.08,4.2,4.4,3.7,3.6,3.6,4.4,4,3.4,446,296,"Quinlan, K."
CHM343H1,Winter,2019,3.64,4,4.3,4.1,4,3.6,4.5,4.4,3.2,32,23,"Rousseaux, S."
CHM328H1,Winter,2019,3.73,4.1,3.7,3.6,3.8,3.3,3.9,2.8,3.2,17,12,"Schofield, J."
CHM446H1,Winter,2019,4,3.6,3.4,3.1,3,3.1,3.7,3.6,3.1,19,7,"Seferos, D."
CHM135H1,Winter,2019,3.85,3.9,2.7,3.6,3.4,3,3,3.7,3.2,46,20,"Segal, D."
CHM223H1,Winter,2019,3.84,4.1,4.1,3.8,3.8,3.5,4.2,3.2,3.3,67,33,"Segal, D."
CHM238Y1,Winter,2019,4,4,3.5,3.4,3.6,3.1,3.3,3.9,3,58,28,"Song, D."
CHM443H1,Winter,2019,4.82,4.8,4.6,4.3,4.1,4.2,4.5,4.1,4.1,18,12,"Taylor, M."
CHM317H1,Winter,2019,4.5,4.6,4.8,4.6,4.4,4.4,4.9,4.2,4.1,38,20,"Wheeler, A."
CHM416H1,Winter,2019,4.38,4.6,4.7,4.4,4.4,4.5,4.5,2.9,4.2,23,13,"Wheeler, A."
CHM135H1,Winter,2019,3.68,3.7,3.7,3.7,3.7,3.3,3.8,3.9,3.4,241,149,"Wilson, M."
CHM135H1,Winter,2019,3.68,3.8,3.7,3.7,3.7,3.3,3.9,3.8,3.3,246,149,"Wilson, M."
CHM247H1,Winter,2019,4.28,4.3,4.3,3.9,3.8,3.8,4.4,4.1,3.2,266,190,"Winnik, M."
CHM247H1,Winter,2019,4.32,4.2,3.8,3.6,3.6,3.5,4.2,4.2,3,77,49,"Winnik, M."
CHM379H1,Winter,2019,4,4.6,4.6,4.2,4.4,4.2,4.2,3.4,4,9,5,"Woolley, G."
CHM249H1,Winter,2019,4.5,4.7,4.3,4.2,4.3,4.4,4.4,4,4.3,45,24,"Yudin, A."
CHM479H1,Winter,2019,4.18,4.2,4.2,3.6,3.8,3.9,4.2,3,3.7,15,11,"Zamble, D."
CHM209H1,Winter,2019,4.25,4.1,4.6,4.1,4.1,4.3,4.5,2.6,4.4,43,20,"Zamble, D."
CHM342H1,Fall,2018,4,4.2,4.1,3.9,3.8,3.6,4.1,3.9,3.3,47,22,"Batey, R."
CHM347H1,Fall,2018,4.1,4.3,4.1,3.9,4,3.6,4.1,3.2,3.9,42,14,"Chin, J."
CHM136H1,Fall,2018,3.9,4,4.4,3.5,3.4,3.2,4.5,4.2,3.1,324,173,"Browning, C."
CHM136H1,Fall,2018,4,4.1,4.4,3.6,3.4,3.3,4.5,4.1,3.1,239,134,"Browning, C."
CHM135H1,Summer,2019,3.5,3.6,2.9,3.2,3.2,2.8,2.8,3.7,2.7,91,36,"Staikova, M."
CHM136H1,Summer,2019,4.0,4.1,4.1,3.6,3.6,3.6,4.4,4.0,3.1,196,89,"Perruchoud, L."
CHM247H1,Summer,2019,3.8,4.1,3.8,4.3,4.2,3.4,4.0,4.1,3.3,50,12,"Kutas, C."
CHM348H1,Fall,2018,3.6,3.7,3.2,3.2,3.6,3.1,3.5,3.6,3.1,42,17,"Kluger, R."
CHM135H1,Fall,2018,3.7,3.9,3.6,3.6,3.5,3.2,3.5,4.1,3.5,361,209,"Kumacheva, E."
CHM135H1,Fall,2018,3.8,3.9,3.5,3.8,3.8,3.4,3.3,4,3.5,451,229,"Kumacheva, E."
CHM426H1,Fall,2018,4.3,4.4,3.9,4.1,4.1,4.3,4.1,3.2,4.1,28,13,"Kumacheva, E."
CHM247H1,Fall,2018,4.1,4.2,3.8,3.7,3.8,3.7,3.4,4.2,2.9,36,9,"Kutas, C."
CHM151Y1,Fall,2018,4.3,4.5,4.2,3.9,3.9,3.8,4.4,3.9,3.6,115,58,"Lautens, M."
CHM440H1,Fall,2018,4.5,4.7,4.4,4.4,4.2,4,4.8,3.5,3.9,18,10,"Lautens, M."
CHM417H1,Fall,2018,3.8,3.6,3.6,3.5,3.5,3.4,3.9,3.1,3.4,35,9,"Jockusch, R."
CHM441H1,Fall,2018,4.6,4.9,4.9,4.6,4.8,4.8,4.6,3.8,4.6,14,8,"Morra, B."
CHM310H1,Fall,2018,4.2,4.4,4.8,4.3,4.4,4.5,4.8,3.3,4.3,50,32,"D'eon, J."
CHM327H1,Fall,2018,3.9,3.6,3.9,4,4,3.6,4.1,3.1,3.7,30,17,"Goh, M."
CIN105Y1,Winter,2018,4.1,4.3,4,3.9,4,3.9,4,3.1,3.9,300,99,"Wright, B."
CIN201Y1,Winter,2018,4.3,4.6,4.3,4,4,4,4.4,3.5,3.9,120,41,"Jacobson, B."
CIN210H1,Winter,2018,4.3,4.5,4.3,4.2,4.2,4.2,4.4,3.1,4.4,175,46,"Chabot, K."
CIN230H1,Winter,2018,4.2,4.6,4.6,4.4,4.4,4.3,4.5,3.3,4.2,42,15,"Nayman, A."
CIN314Y1,Winter,2018,4.4,4.3,3.7,3.4,3.6,3.6,3.6,4.6,3.1,29,8,"Testa, B."
CIN320H1,Winter,2018,4.5,4.5,4.1,3.9,4,4.1,4.7,3.5,4,33,22,"Zambenedetti, A."
CIN332Y1,Winter,2018,4.7,4.8,4.8,4.6,4.8,4.6,4.8,3.2,4.7,30,24,"Chew, M."
CIN340H1,Winter,2018,4.5,4.1,4,3.6,4,3.9,4.9,3.4,4.1,27,17,"Richmond, S."
CIN370H1,Winter,2018,3.5,4,3,3.7,3.5,3.2,3.8,3.5,3,28,15,"Testa, B."
CIN378H1,Winter,2018,4.4,4.6,4.4,4.6,4.6,4.1,4.4,3,4.3,29,15,"Russell, T."
CIN380H1,Winter,2018,4.6,4.8,4.8,4.8,4.5,4.8,4.9,3.1,4.4,34,17,"Wright, B."
CIN430H1,Winter,2018,4.8,4.8,4.9,4.6,4.5,4.7,4.9,3.4,4.6,19,16,"Columpar, C."
CIN431H1,Winter,2018,4.7,4.6,4.6,4.2,4.4,4.2,4.5,3.3,4.2,16,11,"Fenner, A."
CIN451H1,Winter,2018,4.6,4.9,5,4.6,4.6,4.4,4.9,3,4.6,18,8,"Wright, B."
CIN320H1,Fall,2017,4.4,4.6,4.3,4.2,4.3,4.1,4.2,3.1,4.1,39,28,"Bell, C."
CIN340H1,Fall,2017,4.2,4.6,4.4,4.3,4.2,4.3,4.5,3.7,4.2,35,25,"Morris, J."
CIN450H1,Fall,2017,4.8,4.8,4.8,4.5,4.8,4.8,4.7,3.8,4.5,19,8,"Testa, B."
CIN211H1,Fall,2017,3.9,4.2,3.8,3.4,3.7,3.6,3.8,3.3,3.6,154,47,"Testa, B."
CIN411H1,Fall,2017,4.2,4.1,4.1,4,4.2,4.1,4.2,3.2,4.1,19,15,"Williams, B."
CIN322H1,Fall,2017,4.6,4.9,4.8,4.6,4.8,4.5,4.9,3.1,4.8,39,14,"Wright, B."
CIN378Y0,Summer,2018,3.7,4,3.6,3.6,3.8,3.4,3.9,3.9,2.9,20,18,"Banning, K."
CIN376Y0,Summer,2018,4.2,4.3,4.2,4.1,4,3.9,4.3,3.8,3.5,35,23,"Testa, B."
CIN380H1,Summer,2017,3.9,4,4.5,4.1,4.2,3.8,4.5,3.1,3.8,26,17,"Reese, C."
CIN240H1,Summer,2017,3.6,4,3.8,3.9,4,3.7,3.7,2.8,3.6,33,19,"Shaw, N."
CIN378Y0,Summer,2017,4.1,4.1,4.1,4.3,4.1,3.8,4.1,3.4,3.6,29,15,"Banning, K."
CIN352H1,Summer,2018,4.2,4.5,4,4,4.2,3.8,4.3,3.5,3.9,20,11,"Fernandes, N."
CIN105Y1,Summer,2018,4.4,4.7,4.7,4.4,4.3,4.4,4.7,3.1,4.5,39,18,"Wright, B."
CIN105Y1,Summer,2017,4.7,4.9,4.8,4.8,4.5,4.8,4.8,2.8,4.8,37,12,"Wright, B."
CIN340H1,Summer,2017,4.6,4.6,4.8,4.3,4.5,4.4,4.7,3,4.2,17,14,"Thompson, M."
CIN260H1,Summer,2017,4.1,4.3,4.6,4,4.4,4.4,4.8,2.6,4.2,23,20,"Laurin, D."
CIN105Y1,Winter,2017,3.9,4.3,3.9,3.8,3.9,3.6,3.8,3,3.8,307,94,"Wright, B."
CIN201Y1,Winter,2017,4.1,4.3,4.4,4.1,4.2,4.1,4.3,3.4,3.9,108,45,"Keil, C."
CIN210H1,Winter,2017,4.3,4.5,4.6,4.3,4.4,4.2,4.7,3.1,4.3,160,64,"Semley, J."
CIN213H1,Winter,2017,4.5,4.6,4.9,4.2,4.3,4.4,4.9,2.8,4.5,183,101,"Joynt, C."
CIN312Y1,Winter,2017,4.8,4.9,4.7,4.4,4.6,4.7,4.5,2.9,4.6,23,14,"Meneghetti, M."
CIN330Y1,Winter,2017,4.9,4.7,4.7,4.3,4.3,4.5,4.9,3.2,4.7,38,28,"Columpar, C."
CIN340H1,Winter,2017,4.2,4.3,4.2,4.1,4.2,4.1,4.6,3.5,3.8,29,14,"Richmond, S."
CIN349H1,Winter,2017,4.3,3.9,4.3,3.7,4.1,4,4.7,3.7,4.6,14,7,"Veninger, I."
CIN353H1,Winter,2017,4.2,4.2,3.9,4,4,3.6,4.1,3.8,3.5,34,12,"Testa, B."
CIN360H1,Winter,2017,4.8,4.5,4.5,4.3,4.3,4.3,4.7,4.1,4.1,25,15,"Richmond, S."
CIN374Y1,Winter,2017,4.8,4.7,4.8,4.6,4.6,4.3,4.7,3.5,4.4,34,10,"Wright, B."
CIN376Y1,Winter,2017,4.5,4.9,4.5,4.5,4.5,4.2,4.3,3.2,4.3,35,13,"Testa, B."
CIN430H1,Winter,2017,4.5,4.8,5,4.1,4.2,4.4,4.8,3.3,4.8,19,12,"Wright, B."
CIN431H1,Winter,2017,4.3,4.3,4.2,4.1,4.2,3.9,4.5,3.2,4.2,18,13,"Sammond, N."
CIN105Y1,Summer,2016,4.7,4.8,5,4.2,4.2,4.6,4.9,3.2,4.3,33,9,"Wright, B."
CIN211H1,Summer,2016,4,4.3,3.9,3.7,3.7,3.7,3.8,3.3,3.8,33,32,"Williams, B."
CIN320H1,Summer,2016,4.9,4.6,4.8,4.6,4.6,4.8,5,3.2,4.5,21,11,"Chabot, K."
CIN230H1,Winter,2016,4.2,4.4,4.1,3.8,3.8,4.1,4,3.3,4.3,48,16,"Nayman, A."
CIN310Y1,Winter,2016,3.8,4,2.7,2.9,3.3,2.8,3.8,4.8,2.5,25,14,"Testa, B."
CIN270Y1,Winter,2016,4.2,4.4,4.2,4.1,4.3,4.1,4.5,3.2,4.5,102,33,"Sammond, N."
CIN374Y1,Winter,2016,4.7,4.8,4.7,4.3,4.6,4.7,4.7,3.7,4.7,39,15,"Wright, B."
CIN432H1,Winter,2016,4.6,4.6,4.8,4.6,4.7,4.6,4.9,2.8,4.9,20,11,"Bailey, C."
CIN451H1,Winter,2016,4,4.2,4.1,3.8,3.7,3.6,4.1,3.4,3.6,20,12,"Jacobson, B."
CIN212H1,Fall,2016,3.7,3.9,3.3,3.6,3.7,3.5,3.3,3,3.4,161,50,"Testa, B."
CIN260H1,Fall,2016,4.2,4.1,4.1,3.8,4,3.9,4.4,3.2,3.9,96,31,"Richmond, S."
CIN334H1,Fall,2016,4.5,4.8,4.9,4.4,4.5,4.3,4.7,3.6,4.4,35,14,"Sammond, N."
CIN340H1,Fall,2016,3.7,4,4,3.9,4.3,3.7,4,3.3,3.5,18,10,"Morris, J."
CIN369H1,Fall,2016,2.9,3.4,3.7,3.7,3.7,2.9,4.2,4,3.2,18,10,"Anderson, J."
CIN410H1,Fall,2016,4.9,4.6,4.1,4.3,4.5,4,3.9,4.3,4,19,8,"Testa, B."
CIN450H1,Fall,2016,4.3,4.3,3.9,4.3,4.1,3.8,4.1,3.9,3.4,14,7,"Richmond, S."
CIN470H1,Fall,2016,4.6,4.4,4.7,4.3,4.4,4.6,5,3.6,4.2,13,9,"Zambenedetti, A."
CIN105Y1,Summer,2014,3.6,3.8,3.5,3.7,3.9,3.5,3.8,3.8,3.4,26,11,"Babey, C."
CIN320H1,Summer,2014,4.2,4.5,4.4,4.1,4.1,4.1,4.7,3.2,4.4,42,22,"Nayman, A."
