course,term,year,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,num_invited,num_responded,instructor
MGY445H1,Fall,2013,4.3,4.4,4.3,4,4.1,4,4,4.1,4,13,7,"Cochrane, A."
MGY445H1,Fall,2013,4.3,4.4,3.7,4,4.1,4,4.3,4.1,4,13,7,"Joshi-Sukhwal, S."
MGY314H1,Fall,2014,4.5,4.3,3.8,4.2,4.1,4.1,3.6,3.3,4.4,43,21,"Funnell, B."
MGY377H1,Fall,2014,3.5,3.8,3.7,3.2,3.3,3,3.7,3.5,3.3,349,116,"Brumell, J."
MGY377H1,Fall,2014,3.5,3.8,3.1,3.2,3.3,3,3.1,3.5,3.3,349,116,"Davidson, A."
MGY377H1,Fall,2014,3.5,3.8,3.5,3.2,3.3,3,3.5,3.5,3.3,349,116,"Liu, J."
MGY420H1,Fall,2014,4.6,4.6,4.7,4.7,4.4,4.5,4.7,3.7,4.5,21,15,"Ellis, J."
MGY420H1,Fall,2014,4.6,4.6,4.7,4.7,4.4,4.5,4.7,3.7,4.5,21,15,"Greenblatt, J."
MGY428H1,Fall,2014,4.2,4.2,4.4,4.1,4.2,4,4.5,3.1,4,39,18,"Emili, A."
MGY428H1,Fall,2014,4.2,4.2,4.4,4.1,4.2,4,4.6,3.1,4,39,18,"Fraser, A."
MGY428H1,Fall,2014,4.2,4.2,4.6,4.1,4.2,4,4.4,3.1,4,39,18,"Hughes, T."
MGY428H1,Fall,2014,4.2,4.2,4.3,4.1,4.2,4,4.3,3.1,4,39,18,"Parkinson, J."
MGY440H1,Fall,2014,4.7,4.7,4.7,4.2,3.5,4.3,4.7,3.5,4.2,14,6,"Brown, M."
MGY451H1,Fall,2014,4,4,4.2,3.5,3.7,3.3,4.3,3.5,3.7,12,7,"Lavoie, B."
MGY340H1,Fall,2018,3.7,3.8,4.2,3,3.3,3.1,4.2,3.6,2.6,58,19,"Spence, A."
MGY377H1,Fall,2018,4.2,4.4,4.6,3.8,3.9,4.1,4.6,3.2,4.1,180,72,"Navarre, W."
MGY428H1,Fall,2018,4.2,4.4,3.9,4.1,4.1,4.1,3.7,3.7,3.9,50,15,"Blencowe, B."
MGY420H1,Fall,2018,3.4,3.6,3.7,3.3,3.3,2.9,3.7,3.4,3,37,9,"Campos, E."
MGY440H1,Fall,2018,4,4.7,4.5,4.2,4.3,4,4.8,3.3,4,11,6,"Brown, M."
MGY428H1,Fall,2018,4.2,4.4,4.5,4.1,4.1,4.1,4.4,3.7,3.9,50,15,"Fraser, A."
MGY314H1,Fall,2018,4,4.1,3.9,3.7,3.5,3.5,3.4,3.6,3.5,52,22,"Funnell, B."
MGY420H1,Fall,2018,3.4,3.6,3.4,3.3,3.3,2.9,3.6,3.4,3,37,9,"Greenblatt, J."
MGY377H1,Fall,2018,4.2,4.4,4,3.8,3.9,4.1,4,3.2,4.1,180,72,"Davidson, A."
MGY420H1,Fall,2018,3.4,3.6,3.3,3.3,3.3,2.9,3.6,3.4,3,37,9,"Meneghini, M."
MGY428H1,Fall,2018,4.2,4.4,4.4,4.1,4.1,4.1,4.4,3.7,3.9,50,15,"Hughes, T."
MGY340H1,Fall,2018,3.7,3.8,2.6,3,3.3,3.1,3,3.6,2.6,58,19,"Lavoie, B."
MGY470H1,Winter,2019,4.24,4.2,4.1,3.8,4.1,3.8,4.2,3.1,4.2,73,22,"Awadalla, P."
MGY315H1,Winter,2019,3.96,4,4.6,3.8,3.8,3.7,4.8,3.5,3.6,29,25,"Brill, J."
MGY378H1,Winter,2019,3.94,4.3,4.1,3.3,3.5,3.2,4.1,4,3,105,36,"Brown, M."
MGY360H1,Winter,2019,4.13,4.3,4.3,3.6,3.8,3.9,4.3,3.8,3.9,32,15,"Cote, A."
MGY350H1,Winter,2019,3.94,4,4.4,3.5,3.3,3.4,4.5,3.4,3.5,42,17,"Derry, W."
MGY470H1,Winter,2019,4.24,4.2,4.5,3.8,4.1,3.8,4.2,3.1,4.2,73,22,"Dowling, J."
MGY425H1,Winter,2019,3.2,3.6,4,2.8,2.4,2.6,4,3.6,2.4,34,5,"Durocher, D."
MGY425H1,Winter,2019,3.2,3.6,3.2,2.8,2.4,2.6,3.2,3.6,2.4,34,5,"Egan, S."
MGY378H1,Winter,2019,3.94,4.3,3.1,3.3,3.5,3.2,3.1,4,3,105,36,"Frappier, L."
MGY250H1,Winter,2019,3.5,3.6,3.6,3.5,3.5,3.3,3.7,3.4,3.3,394,95,"Hill, J."
MGY315H1,Winter,2019,3.96,4,3.6,3.8,3.8,3.7,4.1,3.5,3.6,29,25,"Lavoie, B."
MGY350H1,Winter,2019,3.94,4,4.3,3.5,3.3,3.4,4.4,3.4,3.5,42,17,"Moffat, J."
MGY280H1,Winter,2019,4.86,4.9,5,4.9,4.9,5,4.9,2.1,4.6,23,7,"Navarre, W."
MIJ485H1,Winter,2019,3.89,4.1,3.7,3.9,3.8,3.4,3.9,3.4,3.4,30,9,"Ostrowski, M."
MIJ485H1,Winter,2019,3.89,4.1,4,3.9,3.8,3.4,4.2,3.4,3.4,30,9,"Gray-Owen, S."
MGY470H1,Winter,2019,4.24,4.2,4.5,3.8,4.1,3.8,4.7,3.1,4.2,73,22,"Pearson, C."
MGY425H1,Winter,2019,3.2,3.6,3.6,2.8,2.4,2.6,3.6,3.6,2.4,34,5,"Pelletier, L."
MGY360H1,Winter,2019,4.13,4.3,3.9,3.6,3.8,3.9,3.7,3.8,3.9,32,15,"Roth, F."
MGY200H1,Winter,2019,3.83,3.9,3.8,3.5,3.4,3.5,4.2,3.4,3.4,87,35,"Roy, P."
MGY350H1,Winter,2019,3.94,4,4.1,3.5,3.3,3.4,4.3,3.4,3.5,42,17,"Scott, I."
MGY200H1,Winter,2019,3.83,3.9,4.1,3.5,3.4,3.5,4.3,3.4,3.4,87,35,"Taipale, M."
MGY470H1,Winter,2019,4.24,4.2,4.1,3.8,4.1,3.8,4.2,3.1,4.2,73,22,"Wilson, M."
MGY425H1,Winter,2019,3.2,3.6,3.6,2.8,2.4,2.6,4,3.6,2.4,34,5,"Wrana, J."
MST201H1,Fall,2017,4.6,4.8,4.8,4.4,4.4,4.6,4.9,3,4.4,18,16,"Bolintineanu, I."
MST202H1,Winter,2018,4.4,4.5,4.8,4.2,4.2,4.3,4.7,2.8,4.5,41,27,"Bolintineanu, I."
MST200Y1,Winter,2017,4.5,4.7,4.8,4.6,4.5,4.6,4.9,2.9,4.6,36,23,"Akbari, S."
MST200Y1,Winter,2017,4.5,4.7,4.9,4.6,4.5,4.6,4.9,2.9,4.6,36,23,"Bolintineanu, I."
MST202H1,Winter,2019,4.59,4.8,4.8,4.6,4.6,4.7,4.9,2.9,4.8,52,30,"Bolintineanu, I."
MST201H1,Fall,2018,4.3,4.4,4.7,4.2,4.2,4.2,4.9,2.9,4.2,65,42,"Bolintineanu, I."
MUS111H1,Winter,2018,3.6,3.9,3.9,3.7,3.9,3.6,3.9,3,3.4,131,61,"Donaldson, H."
MUS212H1,Winter,2018,3.6,3.9,4.1,3.6,3.5,3.6,4.1,3.3,3.3,54,16,"Hemmasi, F."
MUS302H1,Winter,2018,3.6,4,3.8,3.5,3.5,3.5,3.8,3.3,3.3,137,70,"Jones, L."
MUS306H1,Fall,2017,4.2,4.3,4.3,3.9,4,4.1,4.6,3,4.3,244,71,"Hemmasi, F."
MUS200H1,Fall,2017,4,4.3,4.2,4,4.1,3.9,4.2,2.9,4,107,49,"Kippen, J."
MUS204H1,Fall,2017,4.3,4.5,4.8,4.3,4.2,4.4,4.8,2.7,4.4,75,27,"Parker, M."
MUS211H1,Summer,2017,3.7,4,3.9,3.6,3.7,3.6,3.9,3,3.7,84,28,"Younan, N."
MUS110H1,Winter,2017,3.9,4,4.2,3.6,3.7,3.8,4.3,2.8,3.9,213,121,"Nickleson, P."
MUS211H1,Winter,2017,4.1,4.3,4.2,4.1,4.2,4,4.2,2.8,4.2,248,88,"Jimenez, G."
MUS240H1,Winter,2017,3.6,3.8,3.7,3.6,3.9,3.3,3.8,3,3.5,145,70,"O'Brien, A."
MUS302H1,Summer,2017,3.9,4.2,4.3,4,4,3.8,4.1,3.7,3.7,53,27,"Neufeldt, T."
MUS210H1,Summer,2018,3.7,4,3.7,3.8,3.7,3.5,3.9,3.3,3.5,75,35,"Haines, J."
MUS211H1,Summer,2018,3.1,3.4,3.2,3.1,3.3,2.7,3.4,3.4,2.8,35,17,"Basdurak, N."
MUS210H1,Summer,2016,4.1,4.4,4.3,3.8,3.8,3.7,4.4,3.1,4,70,24,"Haines, J."
MUS211H1,Summer,2016,4.4,4.6,4.7,4.1,4.5,4.4,4.7,2.7,4.4,61,19,"Packman, J."
MUS209H1,Fall,2016,4.1,4.2,4.4,4.2,3.9,4.3,4.1,2.9,3.9,51,16,"Kippen, J."
MUS308H1,Fall,2016,4.2,4.5,4.4,4.4,4.5,4.4,4.5,2.7,4.1,63,34,"Parker, M."
MUS335H1,Fall,2016,3.4,3.7,3.4,2.9,3,3.1,3.5,3,2.9,72,34,"Clark, C."
MUS111H1,Fall,2013,3.7,4,3.9,3.6,3.6,3.4,4.1,2.9,3.6,165,61,"Johnston, G."
MUS211H1,Fall,2013,3.8,4,4,3.5,3.6,3.4,4.4,3,3.6,242,68,"Packman, J."
MUS408H1,Fall,2013,4,4.2,4,4.6,4.4,3.8,4.1,3.2,3.7,54,23,"Lalonde, A."
MUS215H1,Winter,2014,4,4,4.2,3.8,3.7,3.7,4.4,2.8,3.9,260,100,"Pilzer, J."
MUS321H1,Winter,2014,4.4,4.8,4.6,4.2,4.2,4.4,4.7,2.9,4.7,284,153,"Kippen, J."
MUS340H1,Winter,2014,3.6,3.8,3.5,3.7,3.8,3.4,3.7,3,3.4,118,54,"Gutsche-Miller, S."
MUS202H1,Summer,2015,4.3,4.7,4.9,4.4,4.5,4.6,4.9,2.8,4.7,85,41,"Elliott, R."
MUS111H1,Winter,2016,3.7,3.9,4,3.5,3.6,3.6,4.2,3,3.7,155,51,"Johnston, G."
MUS321H1,Winter,2016,4.4,4.7,4.6,4.3,4.3,4.4,4.7,2.8,4.6,270,115,"Kippen, J."
MUS210H1,Summer,2014,4.2,4.3,4.2,4.2,4.2,4.1,4.6,3,4.3,70,25,"Haines, J."
MUS211H1,Summer,2014,3.9,4.1,4.4,3.6,3.6,3.8,4.6,2.8,4.1,54,12,"Packman, J."
MUS200H1,Winter,2016,3.2,3.4,3.2,3.1,3.2,2.9,3.2,3,3,219,76,"Thacker, V."
MUS206H1,Fall,2015,3.3,3.3,3.1,2.9,2.9,2.8,3.7,3.1,2.9,82,37,"Clark, C."
MUS212H1,Fall,2015,3.9,4,4.2,3.6,3.6,3.8,4.4,3.1,3.7,40,23,"Hemmasi, F."
MUS325H1,Fall,2015,3.8,4.2,4.2,3.7,3.8,3.6,4,2.8,3.7,146,72,"Parker, M."
MUS204H1,Winter,2015,3.9,4.1,4,3.8,3.8,3.8,4.3,2.8,3.8,183,60,"Parker, M."
MUS235H1,Winter,2015,3.9,3.9,4.1,3.8,3.7,3.6,4.4,3.3,3.7,184,52,"Pilzer, J."
MUS306H1,Winter,2015,4.4,4.4,4.5,4.1,4.2,4.4,4.7,3,4.7,249,84,"Hemmasi, F."
MUS110H1,Fall,2014,3.6,3.7,4,3.5,3.7,3.5,3.8,2.6,3.6,193,87,"Gutsche-Miller, S."
MUS305H1,Fall,2014,3.8,3.8,3.9,3.5,3.4,3.7,4.5,3.4,3.5,68,26,"Packman, J."
MUS335H1,Fall,2014,3.6,3.8,3.7,3.6,3.8,3.4,3.9,2.9,3.4,98,50,"Clark, C."
MUS211H1,Summer,2015,4.3,4.3,4.5,4.1,4.1,4.1,4.6,3.2,4.2,72,23,"Packman, J."
MUS215H1,Fall,2018,4,4.1,4.2,3.9,4,3.9,4.3,2.9,4.1,133,53,"Pilzer, J."
MUS211H1,Summer,2019,2.4,2.7,2.3,2.6,2.8,2.3,2.7,3.6,1.8,78,21,"Basdurak, N."
MUS206H1,Summer,2019,4.1,4.5,4.5,4.3,4.3,4.3,4.9,2.9,4.6,26,10,"Hsieh, A."
MUS321H1,Fall,2018,4.4,4.7,4.6,4.2,4.3,4.4,4.6,2.7,4.6,262,122,"Kippen, J."
MUS325H1,Fall,2018,3.3,3.8,3.6,3.3,3.4,3.3,4,2.5,3.2,82,43,"Clark, C."
MUS202H1,Winter,2019,3.96,4.2,4.2,3.9,4,3.9,4.2,2.6,4.1,222,77,"Chiu, R."
MUS305H1,Winter,2019,4.38,4.6,4.6,4,4.1,4.3,4.8,3.2,4.2,110,33,"Packman, J."
NEW103H1,Fall,2017,3.2,2.6,3.8,3.4,3.2,3.2,4.8,3,3,14,5,"Buiani, R."
NEW340H1,Fall,2017,4.4,4.4,4.6,4.1,4.1,4.1,4.8,3.6,4.3,36,30,"Desai, C."
NEW316H1,Fall,2017,4.9,4.9,4.9,4.9,4.9,4.8,4.9,3,5,13,9,"Garcia-Dominguez, B."
NEW325H1,Fall,2017,4.4,4.5,3.1,4.5,4.6,4.3,2.6,3.5,4.6,20,12,"Espinet, R."
NEW345H1,Fall,2017,4.5,4.8,5,4.7,4.8,4.8,5,3.2,4.8,35,13,"Goldstein, T."
NEW102H1,Fall,2017,4.5,4.3,4.6,4,4,4.3,4.9,2.5,4.4,12,11,"Ivkovic, D."
NEW349H1,Fall,2017,4.6,4.2,4.8,4.4,4.3,4.6,4.9,3.2,4.4,30,9,"Jones, C."
JNH350H1,Fall,2017,3.8,4.1,3.9,3.7,3.7,3.6,4.1,3.1,3.6,65,29,"Lee, R."
NEW454H1,Fall,2017,5,5,5,5,4.8,5,5,3.4,5,16,5,"Lo, M."
NEW220H1,Fall,2017,4.5,4.3,4.8,4,4.2,4.3,5,2.8,4.5,11,6,"Victoriano-Martinez, R."
NEW448H1,Fall,2017,4.7,4.6,4.8,4.6,4.5,4.7,4.7,3.1,4.7,22,11,"McGuire, A."
NEW337H1,Fall,2017,3.7,4,4.3,3.8,4.3,3.7,4.2,3,3.7,20,6,"Motha, J."
NEW348H1,Fall,2017,4.8,4.6,4.6,4.7,4.8,4.6,4.6,3.2,4.7,29,12,"Shanouda, F."
NEW339H1,Fall,2017,4.2,4,3.9,3.6,3.6,3.7,4.2,3.3,3.7,34,9,"Shiu, H."
NEW101H1,Fall,2017,4.3,4.8,4.9,4.3,4.4,4.7,4.9,2.6,4.5,18,15,"Soma, T."
NEW325H1,Fall,2017,4.4,4.5,4.6,4.5,4.6,4.3,4.8,3.5,4.6,20,12,"Thomas, L."
NEW232Y1,Fall,2017,4.4,4.6,4.6,3.9,4.2,4.3,4.8,2.6,4.5,174,53,"Toneatto, A."
NEW333H1,Fall,2017,4.7,4.8,4.7,4.4,4.4,4.6,4.9,3.4,4.6,77,29,"Vervaeke, J."
NEW358H1,Fall,2017,4.5,4.8,4.9,4.8,4.7,4.7,4.9,3.1,4.6,18,12,"Wasike, A."
NEW105H1,Fall,2017,4.3,4.4,4.6,4,4.3,4.2,4.5,2.9,4.1,25,20,"Whissell, P."
NEW335H1,Fall,2017,4.3,4.5,4.7,4.3,4.3,4.4,4.6,3,4.5,137,52,"Whissell, P."
NEW270H1,Fall,2017,4.4,4.4,4.4,4.5,4.6,4.3,4.8,3.4,4.2,69,24,"Doyle-Wood, S."
IFP100Y1,Winter,2018,3.9,4.3,4.6,4.2,4.2,4,4.6,3.3,3.9,287,134,"Guerson De Oliveira, A."
IFP101Y1,Winter,2018,3,3.7,4.3,3.8,3.8,3.8,4.5,3.2,3.3,8,6,"Guerson De Oliveira, A."
JQR360H1,Winter,2018,3.6,3.9,4.3,4,4.1,3.6,4.2,3.3,3.5,103,37,"Majeed, M."
NEW112H1,Winter,2018,4.4,4.4,4.8,4.4,4.4,4.6,4.9,3.3,4.5,12,11,"Ivkovic, D."
NEW115H1,Winter,2018,4.8,4.9,4.9,4.5,4.8,4.8,4.9,2.6,4.7,18,10,"Whissell, P."
NEW120Y1,Winter,2018,4.5,4.8,4.6,4.6,4.3,4.4,4.4,3.3,4.6,18,8,"Newton, M."
NEW150Y1,Winter,2018,4.4,4.4,4.6,4,4.1,4.4,4.5,2.6,4.3,34,8,"Levin, M."
NEW214Y1,Winter,2018,4.3,4.5,4.5,4.3,4.3,4.1,4.4,2.8,4.2,44,15,"Shiu, H."
NEW221H1,Winter,2018,4.8,4.8,4.6,4.8,4.8,4.6,4.8,2.8,5,16,5,"Victoriano-Martinez, R."
NEW226H1,Winter,2018,4.7,4.6,4.7,5,5,4.6,4.7,2.8,4.7,26,9,"Itwaru, A."
NEW232Y1,Winter,2018,3.5,3.8,3.4,3.2,3.3,3,3.3,2.8,3.2,146,41,"Shiu, H."
NEW240Y1,Winter,2018,4.2,4.4,3.8,4.2,4.2,3.9,4.4,3.2,4,176,73,"Doyle-Wood, S."
NEW240Y1,Winter,2018,5,5,5,4.8,5,4.8,5,3.5,4.8,12,6,"Doyle-Wood, S."
NEW241Y1,Winter,2018,4.6,4.8,4.7,4.4,4.5,4.4,4.8,3,4.6,76,27,"McGuire, A."
NEW250Y1,Winter,2018,4.6,4.8,4.9,4.7,4.6,4.5,4.9,2.9,4.6,44,15,"Levin, M."
NEW280Y1,Winter,2018,4.6,4.6,4.7,4.7,4.6,4.6,4.7,3.1,4.7,34,20,"Almasi, O."
NEW280Y1,Winter,2018,4.8,4.9,4.9,4.9,4.9,4.8,4.8,3.2,4.7,38,18,"Almasi, O."
NEW302Y1,Winter,2018,4.8,5,4.8,5,5,4.8,4.5,2.8,5,13,5,"Pilgrim, T."
NEW303H1,Winter,2018,4.5,4.4,4.6,3.8,4,4.3,4.8,3.6,4.2,32,19,"Todd, A."
NEW315H1,Winter,2018,4.7,4.9,4.8,4.8,4.7,4.7,4.8,3.1,4.8,37,23,"Edmonds, K."
NEW322H1,Winter,2018,4,4,4.3,4,3.9,3.8,4,3.3,3.8,35,12,"Levin, M."
NEW328H1,Winter,2018,4.8,5,5,5,5,4.8,5,3.3,4.8,8,5,"Arasu, P."
NEW329H1,Winter,2018,5,5,5,5,5,5,5,3,5,16,7,"Trotz, A."
NEW330H1,Winter,2018,4.6,4.8,4.9,4.7,4.9,4.7,4.7,3,4.7,37,14,"Katz, E."
NEW332H1,Winter,2018,4.3,4.5,4.4,4.1,4.1,4.2,4.6,3,4,88,24,"Toneatto, A."
NEW334H1,Winter,2018,3.7,3.8,3.3,3.7,3.8,3,3.5,3.8,2.8,27,6,"Ferrari, M."
NEW338H1,Winter,2018,3.8,3.8,4.3,3.7,3.8,4,4.6,3.3,4.3,26,13,"Viglas, M."
NEW341H1,Winter,2018,2.6,2.5,2.1,2,2.1,1.7,2.7,4.2,1.5,69,35,"Durish, P."
NEW344H1,Winter,2018,4.4,4.5,4.7,4.3,4.4,4.4,4.6,3.2,4.4,37,13,"McGuire, A."
NEW346H1,Winter,2018,4.6,4.7,4.6,4.6,4.6,4.6,4.7,4,4.4,28,11,"Curnow, J."
NEW351Y1,Winter,2018,4.6,4.8,5,4.7,4.8,4.8,4.9,2.9,4.7,26,15,"Wasike, A."
NEW353H1,Winter,2018,5,5,4.6,4.8,4.6,4.7,5,4.1,4.7,15,9,"Ahmed, K."
NEW358H1,Winter,2018,4.4,4.6,4.7,4.7,4.6,4.6,4.7,3.1,4.7,19,11,"Wasike, A."
NEW380Y1,Winter,2018,4.4,4.7,4.9,4.7,4.7,4.6,4.9,3,4.9,23,13,"Almasi, O."
NEW430H1,Winter,2018,5,4.6,4.8,4.6,4.6,4.6,4.8,3,4.2,29,6,"Toneatto, A."
NEW438H1,Winter,2018,4.4,4.4,4.2,3.8,4,4.2,4.4,3,4.2,24,5,"Toneatto, A."
NEW441H1,Winter,2018,4.9,4.9,4.8,4.8,4.8,4.8,4.8,3.1,4.9,17,16,"Desai, C."
NEW444H1,Winter,2018,4.9,4.8,4.8,4.7,4.9,4.7,4.9,3.3,4.7,25,15,"Doyle-Wood, S."
NEW449H1,Winter,2018,4.7,4.8,4.8,4.7,4.7,4.8,4.8,3.2,4.8,20,6,"McGuire, A."
NEW450Y1,Winter,2018,4.7,4.7,4.7,3.8,4.2,4.5,4.3,4,4.5,14,6,"Eyoh, D."
NEW453Y1,Winter,2018,4.6,4.7,5,4.7,5,4.9,4.9,2.7,4.7,17,7,"Wasike, A."
NEW495Y1,Winter,2018,4.8,4.8,4.8,4.5,4.6,4.8,5,3.2,4.5,23,6,"Manicom, L."
NEW370Y0,Summer,2018,3.4,3.4,4,4,4.1,3.3,3.6,2.8,3.8,15,9,"Victoriano-Martinez, R."
JQR360H1,Summer,2018,3.6,4.2,4.5,4,3.8,3.8,4.5,3.4,3.7,50,19,"Majeed, M."
NEW232Y1,Summer,2018,4.4,4.6,4.2,3.4,3.8,3.6,4.4,3.2,3.8,19,5,"Shiu, H."
IFP100H1,Summer,2018,4.5,4.7,4.9,4.9,4.7,4.7,4.8,3.6,4.3,18,17,"Riviere, J."
UTP100H1,Summer,2018,4.4,4.4,4.4,4.2,4.1,4.1,4.3,3.7,3.9,10,10,"Riviere, J."
NEW333H1,Summer,2018,4.8,5,4.9,4.9,4.9,4.9,5,3.6,4.7,26,9,"Vervaeke, J."
NEW280Y1,Summer,2018,4.3,4.5,4.8,4.4,4.6,4.6,4.9,3.1,4.7,24,13,"Almasi, O."
NEW335H1,Summer,2018,4.4,4.6,4.9,4.6,4.5,4.6,4.7,2.5,4.7,86,31,"Whissell, P."
NEW341H1,Summer,2018,3.8,3.5,3.9,3.3,3.4,3.1,3.4,4,3.1,28,8,"Durish, P."
NEW441H1,Summer,2017,5,5,5,4.7,5,5,5,3.5,4.5,17,6,"Kwak, L."
NEW221H0,Summer,2017,4.6,4.5,3.9,4.2,4.3,3.8,4,2.8,4.1,17,12,"Victoriano-Martinez, R."
JQR360H1,Summer,2017,3.9,4.5,4.3,4.2,4.1,4.1,4.3,3.1,4.2,23,15,"Majeed, M."
NEW232Y1,Summer,2017,4,4.1,3.9,3.8,3.8,3.8,4,3,3.8,23,10,"Shiu, H."
NEW333H1,Summer,2017,4.7,4.4,4.9,4.1,4.3,4.4,5,3.4,4.6,33,8,"Vervaeke, J."
NEW322H1,Summer,2017,4.8,4.3,4.5,4.3,4.7,4,4.5,3.2,4.7,11,6,"Marques, I."
NEW111H1,Winter,2017,4,4.2,4.4,4,4.2,4.7,4.7,3,4.7,11,6,"Stahlbrand, L."
NEW120Y1,Winter,2017,4.2,4.2,4.5,4.2,4.4,4.3,4,3,4.2,10,5,"Newton, M."
NEW150Y1,Winter,2017,3.9,4.4,3.1,3.6,3.5,3.4,2.7,3.8,3.6,37,14,"Marques, I."
NEW214Y1,Winter,2017,4.1,4.5,3.9,4,4.3,3.7,3.5,3.1,3.6,62,18,"Shiu, H."
NEW221H1,Winter,2017,4.7,4.8,5,4.7,4.8,4.6,5,2.9,4.6,19,10,"Victoriano-Martinez, R."
NEW224Y1,Winter,2017,4.8,4.5,4.5,4.5,4.8,4.7,4.8,3.2,4.6,12,5,"Itwaru, A."
NEW232Y1,Winter,2017,3.9,4.2,4.1,3.9,3.9,3.7,4.3,2.7,3.9,170,49,"Toneatto, A."
NEW240Y1,Winter,2017,4.1,4.2,3.7,3.7,3.8,3.5,4.2,3.3,3.7,168,60,"Doyle-Wood, S."
NEW240Y1,Winter,2017,4.6,4.4,4.8,4.6,4.6,4.3,4.8,4,4.7,16,6,"Doyle-Wood, S."
NEW241Y1,Winter,2017,4.6,4.8,4.8,4.5,4.6,4.5,4.8,3,4.4,71,24,"McGuire, A."
NEW250Y1,Winter,2017,4.3,4.4,4.5,4.3,4.4,4.4,4.7,3.1,4.5,40,17,"Levin, M."
NEW280Y1,Winter,2017,4.7,4.8,4.8,4.9,4.9,4.7,4.8,3,4.7,34,18,"Almasi, O."
NEW280Y1,Winter,2017,4.7,4.9,4.9,4.8,4.8,4.8,4.9,3,4.8,38,23,"Almasi, O."
NEW302Y1,Winter,2017,4.4,4.2,4.9,4.3,4.5,4.6,4.9,3.9,4.3,17,10,"Pilgrim, T."
NEW315H1,Winter,2017,2.8,3.3,2.4,2.6,2.5,2.1,2.8,3.3,1.9,33,16,"Mandelblatt, B."
NEW322H1,Winter,2017,4.4,4.7,4.7,4.2,4.5,4.2,4.8,3.3,4.3,32,12,"Levin, M."
NEW324H1,Winter,2017,5,5,5,4.8,4.9,4.8,5,3.1,4.9,16,10,"Edmonds, K."
NEW332H1,Winter,2017,4.3,4.3,4.3,4.1,4.2,4.1,4.2,2.9,4,84,28,"Toneatto, A."
NEW334H1,Winter,2017,4.5,4.5,4,4.3,4.5,3.8,3.8,3,3.8,30,6,"Ferrari, M."
NEW338H1,Winter,2017,4.7,4.7,4.6,4.5,4.4,4.6,4.7,3,4.5,27,15,"Viglas, M."
NEW339H1,Winter,2017,4.1,4.1,4.4,4.2,4.3,3.9,4.3,3.1,3.7,39,10,"Shiu, H."
NEW341H1,Winter,2017,3,3.2,2.8,2.9,3.2,2.5,2.9,3.7,2.2,80,34,"Durish, P."
NEW346H1,Winter,2017,4,4.2,3.7,4.1,4,3.7,3.9,4.4,2.9,32,15,"Curnow, J."
NEW351Y1,Winter,2017,4.5,4.7,4.9,4.9,4.7,4.3,4.8,3.1,4.9,19,14,"Wasike, A."
NEW353H1,Winter,2017,4.8,4.8,4.6,4.7,4.7,4.8,4.8,3.8,4.7,29,18,"Ahmed, K."
NEW357H1,Winter,2017,4.6,4.8,5,4.8,4.6,4.75,5,3.2,4.8,9,5,"Crooks, J."
NEW380Y1,Winter,2017,4.4,4.5,4.7,4.6,4.5,4.4,4.6,3,4.6,12,11,"Almasi, O."
NEW429H1,Winter,2017,4.6,4.8,5,4.6,4.6,4.8,5,3.2,4.8,16,5,"Trotz, A."
NEW444H1,Winter,2017,4.6,4.7,4.7,4.6,4.7,4.6,4.9,3.3,4.3,22,7,"Doyle-Wood, S."
NEW449H1,Winter,2017,4.9,4.6,4.9,4.8,4.8,4.9,5,3,4.8,24,8,"McGuire, A."
NEW471H1,Winter,2017,3.4,3.3,4,3.3,3.4,3.5,4,2.6,3.4,14,7,"Guerson De Oliveira, A."
NEW495Y1,Winter,2017,3.6,3.7,4,3.2,4.1,3.7,4.3,3.3,3.9,23,10,"Stewart, S."
IFP100Y1,Winter,2017,4.3,4.4,4.5,4.2,4.3,4,4.6,3.3,3.7,210,139,"Guerson De Oliveira, A."
IFP101Y1,Winter,2017,3.25,3,4,3.5,3.25,2.75,4.2,3.6,2.6,9,5,"Guerson De Oliveira, A."
JLN427H1,Winter,2017,5,4.9,4.9,4.8,4.9,5,5,3.2,5,17,9,"Garcia-Dominguez, B."
NEW335H1,Summer,2017,4.5,4.5,4.7,4.5,4.5,4.4,4.7,2.7,4.5,63,34,"Whissell, P."
NEW280Y1,Summer,2017,4.4,4.5,4.6,4.5,4.6,4.5,4.8,2.8,4.6,37,26,"Almasi, O."
IFP100H1,Summer,2017,4.2,4.4,4.5,4.6,4.4,4.1,4.6,3.3,3.7,23,19,"Riviere, J."
UTP100H1,Summer,2017,4.3,4.7,4.6,4.2,4,3.7,4.7,4,3.7,11,11,"Riviere, J."
NEW341H1,Summer,2017,3.9,3.8,4,4,4.1,3.5,3.8,3.4,3.9,18,9,"Durish, P."
JLN327H1,Fall,2016,4.8,4.8,4.8,4.4,4.6,4.6,4.8,2.6,4.4,10,5,"Victoriano-Martinez, R."
JNH350H1,Fall,2016,4.2,4.6,4.2,3.7,3.7,3.7,4.4,3,3.9,69,32,"Lee, R."
NEW101H1,Fall,2016,3.6,3.9,4.1,3.4,3.4,3.3,4.3,3.1,3.7,17,14,"Stahlbrand, L."
NEW102H1,Fall,2016,3.3,3.5,4,3.3,3,3.7,3.4,3.2,2.6,10,5,"Taylor, J."
