course,instructor,term,year,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,num_invited,num_responded
ANT341H1,Yiching Wu,Fall,2013,3.2,3,2.7,3.2,3.2,2.3,3.4,3.5,2.3,32,12
ANT347Y1,Joshua Barker,Fall,2013,3.4,3.6,3.3,3.4,3.3,3.1,3.3,3.3,3.4,76,26
ANT348H1,Krista Maxwell,Fall,2013,4.1,4.1,3.8,3.9,3.9,3.7,3.9,3.4,3.7,61,35
ANT374H1,Tania Li,Fall,2013,4,3.9,3.8,3.7,3.6,3.6,4.1,3.8,3.8,73,27
ANT407H1,Matthew Mosher,Fall,2013,3.8,3.7,4.3,3.8,3.7,3.5,4.2,3.8,3.7,13,6
ANT426H1,Ivan Kalmar,Fall,2013,4.6,4.8,4.7,4.3,4.5,4.4,4.8,3.2,4.6,22,13
ANT430H1,Shawn Lehman,Fall,2013,4.6,4.5,4.9,4.1,4.2,4.3,4.9,2.7,4.4,24,9
ANT452H1,Michael Levin,Fall,2013,4.3,4.3,3.7,3.5,3.5,3.7,4,3.3,4,16,6
ANT462H1,Prakruti Dave,Fall,2013,4.9,4.5,4.4,4.6,4.6,4.2,4.6,3.3,4.5,24,13
ANT473H1,Tania Li,Fall,2013,4.4,4.4,4.6,5,5,4.6,5,3.6,4.6,8,5
ANT475H1,Valentina Napolitano,Fall,2013,4.5,4.4,4.1,4,4.3,4.1,4.3,4.1,4.3,16,8
ANT477H1,Jesook Song,Fall,2013,3.9,3.7,3.6,3.6,3.4,3.3,3.4,3.4,3.4,14,9
ANT480H1,Janice Boddy,Fall,2013,4.6,4.7,4.4,4.7,4.5,4.4,4.6,3.9,4.5,22,15
ANT486H1,Krista Maxwell,Fall,2013,4.5,4.5,4.2,4.2,4.4,4.1,3.8,3.5,4.2,13,10
ARH305H1,Gary Coupland,Fall,2013,3.7,4.3,3.9,4,4.2,3.5,3.8,3.4,3.5,67,27
ARH309H1,Justin Jennings,Fall,2013,4.3,4.2,4.7,3.6,3.7,4.1,4.7,2.9,4.4,59,24
ARH482H1,Peter Bikoulis,Fall,2013,4.3,4.3,4.2,4.7,4.8,4,4.5,3,4,17,6
JAL355H1,Diane Riskedahl,Fall,2013,3.7,3.8,3.8,3.8,4.1,3.3,3.8,3.2,3.5,36,18
ANT100Y1,T Friesen,Winter,2015,3.7,3.9,3.2,3.4,3.4,3.5,3.2,2.8,3.6,773,202
ANT100Y1,Ivan Kalmar,Winter,2015,3.7,3.9,4.3,3.4,3.4,3.5,4.4,2.8,3.6,773,202
ANT100Y1,Shawn Lehman,Winter,2015,3.7,3.9,4.3,3.4,3.4,3.5,4.5,2.8,3.6,773,202
ANT200Y1,Anna Patton,Winter,2015,3.4,3.9,3.1,3.7,3.7,3.3,3.3,2.9,3.4,188,41
ANT203Y1,Michael Reid,Winter,2015,4.2,4.4,4.7,4.2,4.1,4.3,4.8,2.9,4.3,151,50
ANT253H1,Marcel Danesi,Winter,2015,4.1,4.2,4.5,3.9,4,4.1,4.5,2.5,4.3,447,109
ANT317H1,Anna Patton,Winter,2015,4.2,4.5,4.6,4,4.1,4.5,4.3,3.1,4.2,41,11
ANT333Y1,Michael Reid,Winter,2015,3.9,4.1,4.7,3.7,3.4,3.8,4.7,3.1,3.9,53,29
ANT341H1,Wen Sung,Winter,2015,4.1,4.5,4,3.9,3.9,3.6,4,3.5,3.6,58,25
ANT343H1,Christopher Little,Winter,2015,4.1,4.1,3.7,4,3.9,3.5,3.4,3.3,3.8,54,16
ANT370H1,Holly Wardlow,Winter,2015,4.2,4.5,4.2,3.6,3.6,3.9,4.3,3,3.9,73,21
ANT372H1,Cara Krmpotich,Winter,2015,4.6,4.5,4.6,4.5,4.5,4.6,4.7,3,4.5,55,17
ANT378H1,Stephen Campbell,Winter,2015,4.1,4.2,4.6,4,3.7,3.7,4.5,3.1,4.3,64,18
ANT380H1,Shiho Satsuka,Winter,2015,4,4.8,4.2,4.4,4.2,4.2,4.8,3.6,4.6,14,5
ANT419H1,Michael Chazan,Winter,2015,4.7,4.7,4.5,4.7,4.7,4.5,4.8,3.3,4.8,21,7
ANT420H1,Gary Coupland,Winter,2015,4.4,4.4,4.5,4.6,4.7,4.2,4.6,3,4.5,23,11
ANT425H1,Hy Luong,Winter,2015,4.2,4.6,4.8,4,4.2,4,4.4,3.2,3.8,15,5
ANT426H1,Ivan Kalmar,Winter,2015,4.5,4.5,4.3,4.5,4.3,4.5,4.7,3.2,4.8,24,6
ANT434H1,Susan Pfeiffer,Winter,2015,4.6,4.8,4.8,4.5,4.4,4.6,4.8,3.2,4.6,25,12
ANT435H1,Laura Sikstrom,Winter,2015,3.6,3.6,3.9,3.1,3.3,3.2,4.1,4.1,3.2,22,9
ANT438H1,Travis Steffens,Winter,2015,4.6,4.5,4.6,4.2,4.5,4,4.6,3.1,4.5,25,13
ANT445H1,Shiho Satsuka,Winter,2015,4.3,4,4.5,4.5,4.3,4,4,3,3.8,14,6
ANT458H1,Krista Maxwell,Winter,2015,5,5,5,5,4.9,5,4.9,3.5,4.9,15,13
ANT460H1,Holly Wardlow,Winter,2015,4.6,4.6,4.7,4.9,4.8,4.7,4.8,3.4,4.7,22,10
ARH309H1,Justin Jennings,Winter,2015,3.7,4.1,4.1,3.5,3.6,4,4.4,3.1,3.8,49,18
ARH312Y1,Anna Patton,Winter,2015,4.5,4.8,5,4.7,4.7,4.8,4.8,3.3,4.8,21,10
ANT371H1,Julia Gamble,Winter,2016,3.3,3.3,3.3,3.5,3.4,3.2,3.8,3.1,3.6,82,32
ANT378H1,Jesook Song,Winter,2016,3.5,3.3,3.3,3.3,3.2,2.9,3.6,3,3.1,32,17
ANT100Y1,T Friesen,Winter,2016,3.4,3.8,3.1,3.3,3.4,3.6,3.3,2.5,3.9,53,14
ANT100Y1,Ivan Kalmar,Winter,2016,3.4,3.8,3.9,3.3,3.4,3.6,3.8,2.5,3.9,53,14
ANT100Y1,Shawn Lehman,Winter,2016,3.4,3.8,4.5,3.3,3.4,3.6,4.4,2.5,3.9,53,14
ANT100Y1,T Friesen,Winter,2016,3.7,4,3.4,3.5,3.6,3.5,3.2,2.8,3.8,1001,287
ANT100Y1,Ivan Kalmar,Winter,2016,3.7,4,4.2,3.5,3.6,3.5,4.4,2.8,3.8,1001,287
ANT100Y1,Shawn Lehman,Winter,2016,3.7,4,4.3,3.5,3.6,3.5,4.5,2.8,3.8,1001,287
ANT200Y1,Anna Patton,Winter,2016,3.8,4.1,3.9,3.6,3.7,3.6,3.9,3.2,3.7,176,52
ANT370H1,Arie Molema,Winter,2016,4.1,4.4,4.5,4,4.1,4.2,4.6,3.5,4,55,21
ANT372H1,Cara Krmpotich,Winter,2016,4.4,4.7,4.8,4.4,4.4,4.3,4.7,2.9,4.6,53,21
ANT327H1,Bonnie McElhinny,Winter,2016,3.9,3.9,3.3,3.5,3.6,3.4,3.8,4.2,3.6,44,21
ARH494H1,Giles Spence Morrow,Winter,2016,5,4.8,5,5,5,4.8,5,3.5,4.8,6,6
ANT336H1,T. Viola,Winter,2016,4.5,4.2,4.4,4.1,3.8,4.1,4.7,3.7,4.3,57,19
ANT415Y1,T Friesen,Winter,2016,5,5,4.8,4.8,4.7,5,4.8,4.3,4.5,10,6
ANT425H1,Hy Luong,Winter,2016,4.9,4.7,4.3,4.4,4.3,4.3,4.3,3.7,4,21,8
ANT406H1,Sarah Stewart,Winter,2016,3.7,3.3,4.1,3.3,4,3.4,4.6,2.4,3.7,17,9
ANT441H1,Melinda Vandenbeld Giles,Winter,2016,4.6,4.8,4.3,4.4,4.6,4.3,4.6,3.3,4.1,19,9
ANT208H1,Julia Gamble,Winter,2016,4.1,4.3,4.1,4,4,4,4.3,3,4.3,305,114
ANT203Y1,Julia Gamble,Winter,2016,3.9,4,4.1,4,3.8,3.6,4.1,3,3.7,128,53
ANT436H1,Shawn Lehman,Winter,2016,4,3.8,4,3.3,3.3,3.6,4.3,2.9,3.8,25,9
ANT456H1,Prakruti Dave,Winter,2016,4.7,4.7,4.3,4.2,4.7,4.3,4.4,4.2,4.6,19,9
ANT458H1,Krista Maxwell,Winter,2016,4.7,4.7,4.1,4,4.1,4.1,4.4,4,4.4,14,9
ANT200Y1,Michael Chazan,Fall,2015,3.8,4.1,3.7,3.9,4,3.8,4,3.3,3.7,192,52
ANT203Y1,T. Viola,Fall,2015,4.2,4.5,4.4,4.4,4.3,4.1,4.6,3.1,4.1,142,44
ANT207H1,Tania Li,Fall,2015,3.7,3.8,3.7,3.5,3.7,3.4,3.9,3.5,3.4,172,71
ANT253H1,Marcel Danesi,Fall,2015,3.8,4,4.4,4,4,4.1,4.6,2.6,4.5,446,89
ANT318H1,Edward Swenson,Fall,2015,3.8,3.8,3.8,4.1,4.2,3.6,4.8,3.5,3.5,30,12
ANT320H1,Edward Swenson,Fall,2015,4.4,4.3,4.6,4.5,4.1,4.2,4.9,3.9,4.4,35,13
ANT329H1,Hy Luong,Fall,2015,3.7,3.6,3.3,3.2,3.4,3.1,3.7,3,3.1,50,15
ANT334H1,Susan Pfeiffer,Fall,2015,4.5,4.7,4.7,4.2,4.2,4.6,4.7,3.4,4.4,48,19
ANT335Y1,David Begun,Fall,2015,3.7,3.8,3.3,2.5,2.6,2.6,3.5,3.3,2.7,56,30
ANT349H1,Jessika Tremblay,Fall,2015,3.9,3.9,4.2,3.6,3.6,3.6,3.7,3.6,3.5,28,20
ANT358H1,Laura Sikstrom,Fall,2015,4.6,4.5,4.7,4.4,4.4,4.3,4.4,3.3,4.7,59,20
ANT374H1,James Stinson,Fall,2015,4.1,4.2,3.4,3.5,3.7,3.6,3.2,3.6,3.7,54,17
ANT380H1,Victor Barac,Fall,2015,4.3,4.6,4.7,4.6,4.7,4.5,4.4,3.2,4.5,22,12
ANT430H1,Shawn Lehman,Fall,2015,3.7,3.8,3.7,3.4,3.3,3.3,4.2,3.1,3.2,22,10
ANT434H1,Julia Gamble,Fall,2015,4.7,4.6,4.9,4.1,4.1,4.4,4.9,4,4.6,19,7
ANT435H1,Julia Gamble,Fall,2015,4.1,4.1,4.4,4.3,3.9,4,4.3,3.8,4.1,19,10
ANT452H1,Michael Levin,Fall,2015,4.2,4.5,3.8,4.2,4.2,3.7,3.7,3.3,3.8,19,6
ANT473H1,Tania Li,Fall,2015,5,5,5,4.9,4.9,5,5,4.1,4.9,7,7
ANT475H1,Janice Boddy,Fall,2015,4.8,4.8,4.6,4.4,4.4,4.6,4.2,3.8,4.4,14,5
ANT477H1,Jesook Song,Fall,2015,4.2,4.6,4.2,4.2,4,4.2,3.8,3.6,4,12,5
ANT486H1,Eugenia Kisin,Fall,2015,4.8,4.8,4.8,4.8,4.8,4.7,4.8,3.2,4.6,17,9
ARH305H1,Anna Patton,Fall,2015,4,4,4.3,4.1,4,3.9,4.1,3.1,3.6,51,18
JAL355H1,Diane Riskedahl,Fall,2015,3.8,4,4.2,3.7,3.7,3.5,4.1,3.4,3.5,45,21
ANT200Y1,Michael Chazan,Fall,2014,3.3,3.7,3.3,3.4,3.5,3.1,3.9,2.8,3.5,209,66
ANT203Y1,Andrew Wade,Fall,2014,3.7,3.9,3.8,3.8,3.8,3.5,3.6,2.9,3.7,165,97
ANT204H1,Prakruti Dave,Fall,2014,4.4,4.3,4.5,3.6,3.6,4,4.7,3.2,4.2,276,123
ANT207H1,Janice Boddy,Fall,2014,4.1,4.3,4,4.1,4.1,3.9,3.8,3.2,3.9,146,52
ANT208H1,Daniel Sellen,Fall,2014,3.8,4,3,3.7,3.8,3.4,3.1,2.9,3.5,182,85
ANT315H1,T Friesen,Fall,2014,4.2,4.5,4.6,4.2,4,4.1,4.5,3.1,4.1,42,20
ANT322H1,Marcel Danesi,Fall,2014,3.8,3.8,4.5,3.7,3.7,3.8,4.6,2.3,4.5,125,35
ANT324H1,James Stinson,Fall,2014,3.9,4.2,4.1,3.8,3.9,3.7,4,3.6,3.9,66,31
ANT329H1,Hy Luong,Fall,2014,3.7,3.8,3.5,2.9,3.3,3.2,3.5,2.8,3.3,36,13
ANT333Y1,Shawn Lehman,Fall,2014,4.3,4.3,4.7,3.8,3.6,4,4.7,3.3,4.3,58,20
ANT334H1,Susan Pfeiffer,Fall,2014,4.3,4.4,4.4,4,3.7,4,4.5,3.8,3.9,57,22
ANT335Y1,David Begun,Fall,2014,4.2,4.1,4.1,3.5,3.3,3.3,4,3.5,3.4,57,24
ANT336H1,Susan Pfeiffer,Fall,2014,4.4,4.3,4.6,3.9,4.1,4.1,4.7,3.6,4.3,52,23
ANT348H1,Krista Maxwell,Fall,2014,4.6,4.7,4.6,4.5,4.4,4.2,4.4,3.8,4.2,42,27
ANT351H1,James Stinson,Fall,2014,4.2,4.3,3.9,3.7,3.9,3.9,3.9,3.6,3.8,66,33
ANT358H1,Laura Sikstrom,Fall,2014,4.4,4.4,4.3,4,4,4,4.2,3.5,4.3,63,23
ANT410H1,Anna Patton,Fall,2014,4.5,4.6,4.7,4.5,4.5,4.5,4.5,3.6,4.5,17,13
ANT411H1,Anna Patton,Fall,2014,4.9,5,4.9,4.7,4.9,4.9,4.5,3.9,4.6,14,8
ANT412H1,Edward Banning,Fall,2014,4.8,4.9,5,4.9,4.8,4.5,5,3.9,4.8,14,8
ANT432H1,Jennifer Newton,Fall,2014,3.2,3.2,2.8,2.9,2.6,2.3,3.4,3.4,2.5,23,11
ANT440H1,Tania Li,Fall,2014,4.4,4.7,4.9,4.6,4.6,4.4,4.6,3.8,4.6,19,9
ANT451H1,Gillian Gillison,Fall,2014,5,5,4.6,4.2,4.2,4,4.2,3.6,4.4,7,5
ANT475H1,Valentina Napolitano,Fall,2014,3.7,3.6,4,3.6,3.4,3.6,3.9,4,3,10,7
ANT476H1,Janice Boddy,Fall,2014,4.9,4.5,4.8,4.3,4.8,4.6,4.4,3.9,4.5,11,8
ANT486H1,Holly Wardlow,Fall,2014,5,5,5,5,5,4.9,5,3.4,5,20,10
ARH305H1,Gary Coupland,Fall,2014,4.1,4.3,4,4.3,4.4,4,4.1,3.4,4.1,47,30
ANT411H1,Edward Swenson,Fall,2018,3.9,4.2,4.1,3.6,3.9,3.4,4.3,4,3.3,10,7
ANT338H1,T. Viola,Fall,2018,4.1,4.1,4.6,4,3.9,3.7,4.5,3.2,3.6,33,14
ANT485H1,Jacob Nerenberg,Fall,2018,3.8,4.1,4.5,4.5,4.5,3.9,4.6,3.5,3.6,16,11
ANT347H1,Edward Sammons,Fall,2018,4,4.2,4,4,4.1,3.9,4.1,3.3,3.9,61,22
ANT435H1,Laura Sikstrom,Fall,2018,4.3,4.2,4.3,4.3,4.2,4.2,4.5,3.7,3.8,15,6
ANT253H1,Marcel Danesi,Fall,2018,4,4.2,4.2,4,4,3.9,4.6,2.5,4.2,456,135
ANT484H1,Silvia Forni,Fall,2018,4.1,4.5,4.4,4.1,4.5,4.3,4.4,3.8,4.1,11,8
ANT374H1,Columba Gonzalez,Fall,2018,4.1,4.2,4.3,4.3,4,3.9,4.3,3.8,4,34,9
ARH309H1,Justin Jennings,Fall,2018,4.2,4.3,4.4,3.9,4.1,3.8,4.2,3.1,3.8,36,9
ANT372H1,Cara Krmpotich,Fall,2018,4.2,4.3,4.3,4.3,4.3,4.1,4.5,3,4,52,15
ANT207H1,Tania Li,Fall,2018,3.8,4,4,4,3.9,3.6,3.8,3.6,3.6,129,61
ANT425H1,Hy Luong,Fall,2018,4.7,4.7,4.6,5,4.6,4.6,4.7,3.1,4.4,21,7
ANT329H1,Hy Luong,Fall,2018,3.4,3.7,3.7,3.3,3.5,3.3,3.8,3,3.3,46,12
ANT348H1,Krista Maxwell,Fall,2018,4.5,4.6,4.3,4.1,4.3,4.1,4.3,3.8,3.9,39,20
ANT335Y1,David Begun,Fall,2018,4.5,4.4,4.1,4.1,4.2,4.1,4.2,3,3.9,39,14
ANT431H1,David Begun,Fall,2018,4.4,4.4,3.8,3.8,3.8,3.4,4.4,2.2,3.4,14,5
ANT334H1,Michelle Cameron,Fall,2018,4.3,4.4,4.4,3.5,3.7,3.7,4.7,4.2,3.6,33,27
ANT203Y1,Michelle Cameron,Fall,2018,4.3,4.4,4.7,3.9,4,4.1,4.8,2.7,4.4,144,74
ANT200Y1,Michael Chazan,Fall,2018,4.1,4.3,3.9,3.9,3.9,3.9,4.2,3.6,3.7,122,32
ANT348H1,Krista Maxwell,Summer,2019,4.2,4.2,4.2,4.0,4.1,3.9,4.4,3.6,4.1,18,13
ANT346H1,Dylan Clark,Summer,2019,4.3,4.4,4.4,3.7,3.9,4.0,4.8,3.4,4.1,51,18
ANT100Y1,Shawn Lehman,Summer,2019,3.9,3.9,4.0,3.4,3.5,3.5,4.3,3.1,3.5,62,15
ANT253H1,Marcel Danesi,Summer,2019,3.7,3.9,3.9,3.7,3.7,3.6,4.1,2.8,3.7,146,29
ANT434H1,Michelle Cameron,Winter,2019,4.81,4.8,4.9,4.6,4.6,4.8,4.9,3.4,4.8,21,16
ANT412H1,Craig Cipolla,Winter,2019,4.5,4.7,4.8,4.5,4.8,4.7,5,3.2,4.5,17,6
ANT314H1,Gary Coupland,Winter,2019,4.71,5,4.4,4.1,4.6,4.6,4.6,3,4.4,26,7
ANT322H1,Marcel Danesi,Winter,2019,3.76,3.7,4.1,3.4,3.3,3.6,4.4,2.5,3.9,123,42
ANT484H1,Prakruti Dave,Winter,2019,5,5,5,5,5,5,5,4.2,5,16,5
ANT362H1,Prakruti Dave,Winter,2019,4.45,4.6,4.6,4.4,4.5,4.3,4.8,3.5,4.6,62,20
ANT438H1,Kate Decter,Winter,2019,5,5,4.9,4.8,4.8,5,5,3.3,5,15,8
ANT100Y1,T Friesen,Winter,2019,4,4.6,4.2,3.6,3.6,4,3.8,1.6,4.4,37,6
ANT100Y1,T Friesen,Winter,2019,3.52,3.7,3.2,3.2,3.3,3.3,3.2,2.5,3.4,748,241
ANT356H1,Gillian Gillison,Winter,2019,4.5,4.4,3.4,3.4,3.4,3.4,4,3.3,3.4,25,8
ANT100Y1,Ivan Kalmar,Winter,2019,4,4.6,4.2,3.6,3.6,4,4.6,1.6,4.4,37,6
ANT100Y1,Ivan Kalmar,Winter,2019,3.52,3.7,3.9,3.2,3.3,3.3,3.9,2.5,3.4,748,241
ANT100Y1,Shawn Lehman,Winter,2019,4,4.6,4.6,3.6,3.6,4,4.8,1.6,4.4,37,6
ANT100Y1,Shawn Lehman,Winter,2019,3.52,3.7,4.3,3.2,3.3,3.3,4.4,2.5,3.4,748,241
ANT333Y1,Shawn Lehman,Winter,2019,3.89,4.2,4.1,3,3,3,4.3,3.4,3.1,24,9
ANT380H1,Heather Mellquist,Winter,2019,4.33,4.4,4.7,4.2,4.3,4.2,4.7,3.4,4.1,23,9
ANT200Y1,Anna Patton,Winter,2019,4.14,4.2,3.9,4,4.1,3.9,3.7,3.5,3.8,110,37
ANT370H1,Johanna Pokorny,Winter,2019,4.31,4.4,4.5,4.3,4.4,4.1,4.5,3.5,3.8,57,26
ANT386H1,Valentina Napolitano,Winter,2019,4.67,4.7,4.7,4.8,4.8,4.5,4.8,3.5,4.5,8,6
ANT472H1,Shiho Satsuka,Winter,2019,4,4.5,3.8,4.2,4.3,3.8,4.7,3.7,3.7,20,7
ANT208H1,Daniel Sellen,Winter,2019,3.85,4,3.5,3.9,4,3.7,3.8,2.6,4.1,312,89
ANT341H1,Wen-Ching Sung,Winter,2019,4.24,4.2,4.2,4.3,4.2,4.1,4.1,3.2,4.3,40,17
ANT336H1,T. Viola,Winter,2019,4.21,4.4,4.6,3.9,3.8,4.1,4.8,3.1,4.1,47,14
ANT203Y1,T. Viola,Winter,2019,4.05,4.2,4,3.9,3.8,3.7,4.3,3.3,3.6,133,41
ABS201Y1,Jill Carter,Fall,2013,4.1,4.3,4.2,3.9,4,4,4.6,3,3.9,128,43
ABS201Y1,Jill Carter,Fall,2013,4.2,4.2,4.5,4,4,4,4.8,3.5,4.2,15,6
ABS230H1,Alana Johns,Fall,2013,4.4,4.6,4.6,4.6,4.2,4.4,4.3,2.6,4.5,18,11
ABS250H1,Melanie Jeffrey,Fall,2013,3.9,4.1,4.4,4,4,4,4.4,3.1,4.1,37,16
ABS302H1,Jean-Paul Restoule,Fall,2013,4.6,4.8,4.7,4.5,4.7,4.7,4.8,3,4.8,26,13
ABS341H1,Jill Carter,Fall,2013,4.6,4.8,4.9,4.7,4.8,4.5,5,3.2,4.7,19,10
ABS352H1,Angela Mashford-Pringle,Fall,2013,4.9,5,5,4.6,4.8,4.8,4.9,3.6,4.9,16,8
ABS355H1,Angela Mashford-Pringle,Fall,2013,4.5,4.4,4.3,4.4,4.4,4.1,4.3,3.3,4.4,13,10
ABS390H1,Deborah McGregor,Fall,2013,4.2,4.6,4.7,4.4,4.6,4.4,4.4,3.9,4.2,17,14
ABS403H1,Angela Mashford-Pringle,Fall,2013,3.8,4.2,4.4,3.8,3.6,4,4.2,3.4,3.8,8,5
JFP450H1,David Burman,Fall,2013,4.7,5,4.7,4.6,4.6,5,5,3.1,5,17,7
ABS201Y1,Rauna Kuokkanen,Winter,2014,3.8,4.1,3,3.8,4,3.4,2.9,3,3.6,102,40
ABS201Y1,Rauna Kuokkanen,Winter,2014,3.8,4,3.5,3.8,3.8,3.5,3.3,4,3.5,14,6
ABS205H1,Angela Mashford-Pringle,Winter,2014,3.8,3.9,4.2,3.8,4,3.7,4.2,3.1,3.9,40,17
ABS210Y1,Alex McKay,Winter,2014,4.3,4.6,4.3,4.4,4.4,4.1,4.6,3.1,4.5,29,12
ABS300Y1,Lee Maracle,Winter,2014,4.7,4.8,4.3,4,3.8,4.3,4.7,3.4,4.5,30,10
ABS301Y1,Jill Carter,Winter,2014,4.6,4.4,4.4,4.2,4.5,4.5,4.8,3.2,4.6,26,14
ABS322H1,Lee Maracle,Winter,2014,4.5,4.2,4.7,4.5,4.5,4.3,4.8,3,4.5,18,6
ABS350H1,Angela Mashford-Pringle,Winter,2014,4.5,4.5,4.5,4.4,4.4,4.5,4.6,3.5,4.4,16,14
ABS402H1,Deborah McGregor,Winter,2014,4.9,5,5,4.7,4.7,4.9,4.9,4.1,4.9,11,7
ABS302H1,Jill Carter,Summer,2015,4.8,4.8,5,4.5,4.7,4.7,5,3.3,4.8,18,7
ABS300Y1,Lee Maracle,Summer,2015,4.2,4.4,4.6,4.4,4.4,4.4,4.6,3.5,4.4,12,5
ABS201Y1,Jason Kelly,Summer,2015,4.6,4.9,4.8,4.4,4.4,4.9,4.9,3.2,4.8,19,16
ABS261H1,Brenda Wastasecoot,Summer,2015,4.6,4.9,4.8,4.7,4.3,4.5,4.7,2.8,4.8,14,10
ABS261H1,Brenda Wastasecoot,Summer,2014,4.2,4.3,4.5,4.2,4.3,4.1,4.5,3.1,4.3,26,15
ABS403H1,Angela Mashford-Pringle,Summer,2014,4.5,4.5,4.5,4.8,4.5,4.3,4.5,3.5,4.8,6,5
ABS201Y1,Heather Shpuniarsky,Summer,2014,3.8,4,4.5,4.3,4.5,3.9,4.8,3.7,4.7,19,10
ABS261H1,Brenda Wastasecoot,Fall,2015,4.7,4.8,4.5,4.6,4.6,4.5,4.7,2.8,4.8,30,20
ABS350H1,Julie Bull,Fall,2015,3.8,4.3,4.2,4.4,4.6,4.2,4.3,3.1,4.2,12,11
ABS351Y1,Alex McKay,Fall,2015,2.6,2.6,2.3,2.3,2.8,2.1,2.9,3.4,2.6,19,9
ABS353H1,Rauna Kuokkanen,Fall,2015,4.3,4,3.7,3.5,3.2,4,4.2,3.7,3.8,22,6
ABS390H1,Gillian Austin,Fall,2015,4.3,4.6,4.7,4.3,4.3,4.4,4.7,4.1,4.6,20,10
JFP450H1,David Burman,Fall,2015,4.7,4.7,4.5,4,4,4.3,4.8,3.1,4.6,15,9
ABS300Y1,Lee Maracle,Winter,2016,4.8,4.8,5,4.3,4.5,4.8,4.8,3,5,15,5
ABS201Y1,Jill Carter,Winter,2016,4.6,4.8,4.7,4.5,4.7,4.5,4.9,3,4.8,87,21
ABS210Y1,Alex McKay,Winter,2016,4,3.7,2.7,3.1,3.2,2.4,2.9,3.9,2.7,14,8
ABS352H1,Christine Sy,Winter,2016,3.3,3.1,3.3,3.1,3.4,2.9,3.4,3.7,3,19,8
ABS205H1,Brenda Wastasecoot,Winter,2016,4.3,4.2,4.4,4.3,4.3,4.3,4.7,3,4.6,43,18
ABS201Y1,Angela Mashford-Pringle,Winter,2015,4.3,4.5,4.5,4.1,4,4.2,4.5,3.3,4.7,98,33
ABS205H1,Brenda Wastasecoot,Winter,2015,4.4,4.5,4.6,4.4,4.1,4.4,4.5,2.9,4.2,47,19
ABS210Y1,Alex McKay,Winter,2015,5,4.9,4.5,3.8,4,3.9,4.3,4,4.5,12,8
ABS220Y1,Dawn Antone,Winter,2015,3.8,4,4,4.2,4.5,3.5,3.7,2.8,3.5,9,6
ABS300Y1,Lee Maracle,Winter,2015,3.8,3.6,3.4,3.6,3.8,3.4,4.4,2.6,3.8,17,8
ABS301Y1,Alex McKay,Winter,2015,3.9,3.7,3.7,3.7,4.3,3.6,4.3,3.9,4,21,7
ABS322H1,Cheryl Suzack,Winter,2015,4.5,4.7,4,3.4,3.5,3.8,3.9,3.1,3.8,14,9
ABS352H1,Angela Mashford-Pringle,Winter,2015,5,4.8,5,4.8,4.6,4.6,5,3.1,4.9,18,9
ABS402H1,Jill Carter,Winter,2015,4.3,3.9,4.7,4,4.1,4.3,5,3.1,4.3,21,7
JFP450H1,David Burman,Fall,2017,4.1,4.2,4.1,4.1,3.8,4.2,4.6,3.5,4.1,17,11
INS250H1,Ryan DeCaire,Fall,2017,4.9,4.9,5,4.8,4.9,4.9,4.9,3.2,4.9,25,18
INS390H1,Melanie Jeffrey,Fall,2017,4.4,4.3,4.6,4.3,4.6,4.4,4.4,4,4.6,14,7
INS200H1,Amos Key,Fall,2017,4.4,4.5,4.7,4.4,4.6,4.4,4.8,2.5,4.6,43,18
INS322H1,Cheryl Suzack,Fall,2017,5,4.8,5,4.6,4.8,4.8,4.6,3.8,4.4,9,5
INS261H1,Brenda Wastasecoot,Fall,2017,4.8,5,4.9,4.8,4.8,4.9,5,3.1,5,33,16
INS403H1,Brenda Wastasecoot,Fall,2017,4,4.1,4.8,4.6,4.5,4.1,4.4,3.1,4.3,17,8
INS201Y1,Heather Shpuniarsky,Winter,2018,4.2,4.5,4.1,4.6,4.4,4.1,4.2,3.2,4.2,61,17
INS205H1,Brenda Wastasecoot,Winter,2018,4.6,4.6,4.9,4.3,4.6,4.6,4.9,3.1,4.6,37,14
INS210Y1,Alex McKay,Winter,2018,3.5,3.5,3.1,3.3,3.8,3.1,3.4,3.1,3.1,17,8
INS240Y1,Melanie Jeffrey,Winter,2018,5,5,5,4.8,5,5,4.7,3.5,5,8,6
INS300Y1,Lee Maracle,Winter,2018,4.4,4.4,4.4,4.4,4.4,4.1,4.3,2.9,4.3,26,8
INS331H1,Amos Key,Winter,2018,4.1,4.4,4.7,4.7,4.6,4.7,5,2.3,4.9,25,7
INS350H1,Melanie Jeffrey,Winter,2018,4.1,4.3,4.1,4.1,4.1,3.9,4.2,3.9,3.8,21,16
INS351Y1,Alex McKay,Winter,2018,2.3,2.3,2.1,2.4,2.3,2.1,2.4,3.3,2,16,7
INS352H1,Brenda Wastasecoot,Winter,2018,4.3,4,4.7,4,3.5,4,4,4.3,4,23,5
INS360Y1,Amos Key,Winter,2018,4.1,4.4,4.6,4.2,4.6,4.4,4.6,2.7,4.5,19,9
INS205H1,Brenda Wastasecoot,Summer,2017,4.6,4.8,4.8,4.6,4.6,4.6,4.7,2.6,4.6,17,14
INS201Y1,Safia Gahayr,Summer,2018,4,4.5,4.2,4.4,4.4,3.9,4.3,3.2,4.1,23,16
