dept,course,instructor,abbrev_instructor
EAS,EAS120Y1,Jotaro Arimori,"Arimori, J."
EAS,EAS460H1,Jotaro Arimori,"Arimori, J."
EAS,EAS354H1,Eric Cazdyn,"Cazdyn, E."
EAS,EAS211Y1,Yujeong Choi,"Choi, Y."
EAS,EAS210Y1,Yujeong Choi,"Choi, Y."
EAS,EAS416Y1,Yujeong Choi,"Choi, Y."
EAS,EAS496H1,Michelle Cho,"Cho, M."
EAS,EAS274H1,Michelle Cho,"Cho, M."
EAS,EAS308H1,Linda Feng,"Feng, L."
EAS,EAS496H1,Amanda Goodman,"Goodman, A."
EAS,EAS446H1,Ken Kawashima,"Kawashima, K."
EAS,EAS248H1,Ken Kawashima,"Kawashima, K."
EAS,EAS378H1,Thomas Keirstead,"Keirstead, T."
EAS,EAS245H1,Thomas Keirstead,"Keirstead, T."
EAS,EAS110Y1,Kyoungrok Ko,"Ko, K."
EAS,EAS110Y1,Kyoungrok Ko,"Ko, K."
EAS,EAS110Y1,Kyoungrok Ko,"Ko, K."
EAS,EAS372H1,Sunho Ko,"Ko, S."
EAS,EAS296H1,Jennifer Lau,"Lau, J."
EAS,EAS320Y1,Ikuko Komuro-Lee,"Komuro-Lee, I."
EAS,EAS310Y1,Na-Young Ryu,"Ryu, N."
EAS,EAS330H1,Atsuko Sakaki,"Sakaki, A."
EAS,EAS380H1,Graham Sanders,"Sanders, G."
EAS,EAS312H1,Chen Shen,"Shen, C."
EAS,EAS220Y1,Yasuyo Tomita,"Tomita, Y."
EAS,EAS200Y1,Yu Wen,"Wen, Y."
EAS,EAS105H1,Yiching Wu,"Wu, Y."
EAS,EAS100Y1,Suiyang Yin,"Yin, S."
EAS,EAS309H1,Jia-Raye Yo,"Yo, J."
EAS,EAS279H1,Yue Meng,"Meng, Y."
EAS,EAS300Y1,Ming Zheng,"Zheng, M."
EAS,EAS419H1,Yurou Zhong,"Zhong, Y."
EAS,EAS284H1,Yurou Zhong,"Zhong, Y."
EAS,EAS256H1,Graham Sanders,"Sanders, G."
EAS,EAS496H1,Alexandre Paquet,"Paquet, A."
EAS,EAS340H1,Victor Falkenheim,"Falkenheim, V."
EAS,EAS246H1,Caitilin Griffiths,"Griffiths, C."
EAS,EAS110Y1,Kyoungrok Ko,"Ko, K."
EAS,EAS110Y1,Kyoungrok Ko,"Ko, K."
EAS,EAS296H1,Sara Osenton,"Osenton, S."
EAS,EAS243H1,Eric Cazdyn,"Cazdyn, E."
EAS,EAS395Y0,Victor Falkenheim,"Falkenheim, V."
EAS,EAS395Y0,Richard Guisso,"Guisso, R."
EAS,EAS241H1,Zhonghu Yan,"Yan, Z."
EAS,EAS120Y1,Yasuyo Tomita,"Tomita, Y."
EAS,EAS384H1,Caitilin Griffiths,"Griffiths, C."
EAS,EAS361H1,Amanda Goodman,"Goodman, A."
EAS,EAS350H1,Ken Kawashima,"Kawashima, K."
EAS,EAS311H1,Thomas Keirstead,"Keirstead, T."
ECO,ECO101H1,Kieran Furlong,"Furlong, K."
ECO,ECO102H1,Loren Brandt,"Brandt, L."
ECO,ECO102H1,Loren Brandt,"Brandt, L."
ECO,ECO102H1,Robert Gazzale,"Gazzale, R."
ECO,ECO102H1,Robert Gazzale,"Gazzale, R."
ECO,ECO102H1,Peter Foltin,"Foltin, P."
ECO,ECO102H1,William Wolfson,"Wolfson, W."
ECO,ECO102H1,William Wolfson,"Wolfson, W."
ECO,ECO105Y1,Eric Kam,"Kam, E."
ECO,ECO105Y1,Avi Cohen,"Cohen, A."
ECO,ECO200Y1,John McNeill,"McNeill, J."
ECO,ECO200Y1,John McNeill,"McNeill, J."
ECO,ECO200Y1,William Wolfson,"Wolfson, W."
ECO,ECO202Y1,Robert McKeown,"McKeown, R."
ECO,ECO202Y1,Joseph Steinberg,"Steinberg, J."
ECO,ECO202Y1,Robert McKeown,"McKeown, R."
ECO,ECO204Y1,Sayed Hussain,"Hussain, S."
ECO,ECO204Y1,Sayed Hussain,"Hussain, S."
ECO,ECO204Y1,Sayed Hussain,"Hussain, S."
ECO,ECO204Y1,Sayed Hussain,"Hussain, S."
ECO,ECO204Y1,Peter Foltin,"Foltin, P."
ECO,ECO204Y1,Peter Foltin,"Foltin, P."
ECO,ECO206Y1,Kripa Freitas,"Freitas, K."
ECO,ECO206Y1,Kripa Freitas,"Freitas, K."
ECO,ECO206Y1,Kripa Freitas,"Freitas, K."
ECO,ECO208Y1,Robert McKeown,"McKeown, R."
ECO,ECO209Y1,Gustavo Indart,"Indart, G."
ECO,ECO209Y1,Gustavo Indart,"Indart, G."
ECO,ECO209Y1,Gustavo Indart,"Indart, G."
ECO,ECO209Y1,Gustavo Indart,"Indart, G."
ECO,ECO210H1,John McNeill,"McNeill, J."
ECO,ECO220Y1,Pui-Man Yu,"Yu, P."
ECO,ECO220Y1,Patrick Blanchenay,"Blanchenay, P."
ECO,ECO220Y1,Jennifer Murdock,"Murdock, J."
ECO,ECO220Y1,Jennifer Murdock,"Murdock, J."
ECO,ECO220Y1,Jennifer Murdock,"Murdock, J."
ECO,ECO227Y1,Ismael Mourifie,"Mourifie, I."
ECO,ECO230Y1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO305H1,Robert McKeown,"McKeown, R."
ECO,ECO310H1,Jan Dee,"Dee, J."
ECO,ECO313H1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO320H1,Robert Barber,"Barber, R."
ECO,ECO322H1,Kieran Furlong,"Furlong, K."
ECO,ECO325H1,Michelle Alexopoulos,"Alexopoulos, M."
ECO,ECO326H1,Marcin Peski,"Peski, M."
ECO,ECO331H1,Robert Gazzale,"Gazzale, R."
ECO,ECO331H1,Robert Gazzale,"Gazzale, R."
ECO,ECO334H1,Yosh Halberstam,"Halberstam, Y."
ECO,ECO340H1,Michael Baker,"Baker, M."
ECO,ECO342H1,Kieran Furlong,"Furlong, K."
ECO,ECO349H1,George Georgopoulos,"Georgopoulos, G."
ECO,ECO359H1,Ho Ho,"Ho, H."
ECO,ECO359H1,Ho Ho,"Ho, H."
ECO,ECO364H1,Peter Morrow,"Morrow, P."
ECO,ECO364H1,Kunal Dasgupta,"Dasgupta, K."
ECO,ECO365H1,Jordi Mondria,"Mondria, J."
ECO,ECO365H1,Kevin Lim,"Lim, K."
ECO,ECO368H1,Paola Salardi,"Salardi, P."
ECO,ECO372H1,Patrick Blanchenay,"Blanchenay, P."
ECO,ECO375H1,Martin Burda,"Burda, M."
ECO,ECO380H1,John McNeill,"McNeill, J."
ECO,ECO381H1,Arthur Hosios,"Hosios, A."
ECO,ECO401H1,Linda Wang,"Wang, L."
ECO,ECO402H1,Shari Eli,"Eli, S."
ECO,ECO404H1,Sayed Hussain,"Hussain, S."
ECO,ECO406H1,Gustavo Indart,"Indart, G."
ECO,ECO417H1,Kripa Freitas,"Freitas, K."
ECO,ECO421H1,Marcin Peski,"Peski, M."
ECO,ECO422H1,Yoram Halevy,"Halevy, Y."
ECO,ECO422H1,Karen Bernhardt-Walther,"Bernhardt-Walther, K."
ECO,ECO423H1,Jonathan Beauchamp,"Beauchamp, J."
ECO,ECO429H1,Kieran Furlong,"Furlong, K."
ECO,ECO461H1,Ataollah Mazaheri,"Mazaheri, A."
ECO,ECO475H1,Ismael Mourifie,"Mourifie, I."
ECO,ECO362H1,Stephen Ayerst,"Ayerst, S."
ECO,ECO339H1,Michael Baker,"Baker, M."
ECO,ECO320H1,Robert Barber,"Barber, R."
ECO,ECO375H1,Jonathan Beauchamp,"Beauchamp, J."
ECO,ECO375H1,Jonathan Beauchamp,"Beauchamp, J."
ECO,ECO372H1,Patrick Blanchenay,"Blanchenay, P."
ECO,ECO403H1,Gustavo Bobonis,"Bobonis, G."
ECO,ECO341H1,Jon Cohen,"Cohen, J."
ECO,ECO464H1,Peter Cziraki,"Cziraki, P."
ECO,ECO365H1,Kunal Dasgupta,"Dasgupta, K."
ECO,ECO365H1,Kunal Dasgupta,"Dasgupta, K."
ECO,ECO101H1,Peter Foltin,"Foltin, P."
ECO,ECO101H1,Peter Foltin,"Foltin, P."
ECO,ECO324H1,Kripa Freitas,"Freitas, K."
ECO,ECO428H1,Kieran Furlong,"Furlong, K."
ECO,ECO101H1,Robert Gazzale,"Gazzale, R."
ECO,ECO101H1,Robert Gazzale,"Gazzale, R."
ECO,ECO333H1,Jonathan Hall,"Hall, J."
ECO,ECO333H1,Jonathan Hall,"Hall, J."
ECO,ECO321H1,Gillian Hamilton,"Hamilton, G."
ECO,ECO407H1,Gustavo Indart,"Indart, G."
ECO,ECO364H1,Kevin Lim,"Lim, K."
ECO,ECO364H1,Kevin Lim,"Lim, K."
ECO,ECO358H1,Ekaterina Malinova,"Malinova, E."
ECO,ECO358H1,Ekaterina Malinova,"Malinova, E."
ECO,ECO305H1,Robert McKeown,"McKeown, R."
ECO,ECO380H1,John McNeill,"McNeill, J."
ECO,ECO380H1,John McNeill,"McNeill, J."
ECO,ECO349H1,Angelo Melino,"Melino, A."
ECO,ECO465H1,Jordi Mondria,"Mondria, J."
ECO,ECO410H1,Jennifer Murdock,"Murdock, J."
ECO,ECO316H1,Martin Osborne,"Osborne, M."
ECO,ECO316H1,Martin Osborne,"Osborne, M."
ECO,ECO101H1,James Pesando,"Pesando, J."
ECO,ECO326H1,Marcin Peski,"Peski, M."
ECO,ECO332H1,Aloysius Siow,"Siow, A."
ECO,ECO338H1,Aloysius Siow,"Siow, A."
ECO,ECO337H1,Michael Smart,"Smart, M."
ECO,ECO336H1,Michael Smart,"Smart, M."
ECO,ECO419H1,Joseph Steinberg,"Steinberg, J."
ECO,ECO422H1,Karen Bernhardt-Walther,"Bernhardt-Walther, K."
ECO,ECO101H1,William Wolfson,"Wolfson, W."
ECO,ECO101H1,William Wolfson,"Wolfson, W."
ECO,ECO359H1,Ataollah Mazaheri,"Mazaheri, A."
ECO,ECO320H1,Robert Barber,"Barber, R."
ECO,ECO313H1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO375H1,Martin Burda,"Burda, M."
ECO,ECO316H1,Christopher Dobronyi,"Dobronyi, C."
ECO,ECO365H1,Ho Ho,"Ho, H."
ECO,ECO358H1,Ataollah Mazaheri,"Mazaheri, A."
ECO,ECO362H1,Stephen Ayerst,"Ayerst, S."
ECO,ECO206Y1,Dhruv Sinha,"Sinha, D."
ECO,ECO349H1,George Georgopoulos,"Georgopoulos, G."
ECO,ECO380H1,John McNeill,"McNeill, J."
ECO,ECO101H1,Kieran Furlong,"Furlong, K."
ECO,ECO101H1,Kieran Furlong,"Furlong, K."
ECO,ECO101H1,Kieran Furlong,"Furlong, K."
ECO,ECO381H1,Jasmin Kantarevic,"Kantarevic, J."
ECO,ECO375H1,Martin Burda,"Burda, M."
ECO,ECO359H1,Daniel Chippin,"Chippin, D."
ECO,ECO359H1,Soomin Lee,"Lee, S."
ECO,ECO313H1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO320H1,Robert Barber,"Barber, R."
ECO,ECO407H1,Gustavo Indart,"Indart, G."
ECO,ECO220Y1,Pui-Man Yu,"Yu, P."
ECO,ECO220Y1,Pui-Man Yu,"Yu, P."
ECO,ECO333H1,Peter Tomlinson,"Tomlinson, P."
ECO,ECO200Y1,William Wolfson,"Wolfson, W."
ECO,ECO206Y1,David Walker-Jones,"Walker-Jones, D."
ECO,ECO349H1,George Georgopoulos,"Georgopoulos, G."
ECO,ECO102H1,Ho Ho,"Ho, H."
ECO,ECO101H1,Ho Ho,"Ho, H."
ECO,ECO220Y1,Pui-Man Yu,"Yu, P."
ECO,ECO220Y1,Pui-Man Yu,"Yu, P."
ECO,ECO208Y1,Robert McKeown,"McKeown, R."
ECO,ECO209Y1,Robert McKeown,"McKeown, R."
ECO,ECO202Y1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO333H1,Peter Tomlinson,"Tomlinson, P."
ECO,ECO358H1,Ataollah Mazaheri,"Mazaheri, A."
ECO,ECO365H1,Ho Ho,"Ho, H."
ECO,ECO209Y1,Gustavo Indart,"Indart, G."
ECO,ECO380H1,John McNeill,"McNeill, J."
ECO,ECO349H1,George Georgopoulos,"Georgopoulos, G."
ECO,ECO206Y1,Kripa Freitas,"Freitas, K."
ECO,ECO102H1,Kieran Furlong,"Furlong, K."
ECO,ECO102H1,Kieran Furlong,"Furlong, K."
ECO,ECO101H1,Robert Gazzale,"Gazzale, R."
ECO,ECO101H1,Robert Gazzale,"Gazzale, R."
ECO,ECO200Y1,William Wolfson,"Wolfson, W."
ECO,ECO206Y1,Jiaqi Zou,"Zou, J."
ECO,ECO349H1,George Georgopoulos,"Georgopoulos, G."
ECO,ECO209Y1,Gustavo Indart,"Indart, G."
ECO,ECO202Y1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO220Y1,Daniel Indacochea,"Indacochea, D."
ECO,ECO220Y1,Daniel Indacochea,"Indacochea, D."
ECO,ECO102H1,Kieran Furlong,"Furlong, K."
ECO,ECO102H1,Kieran Furlong,"Furlong, K."
ECO,ECO101H1,Kieran Furlong,"Furlong, K."
ECO,ECO100Y1,Loren Brandt,"Brandt, L."
ECO,ECO100Y1,Robert Gazzale,"Gazzale, R."
ECO,ECO100Y1,Robert Gazzale,"Gazzale, R."
ECO,ECO100Y1,Kieran Furlong,"Furlong, K."
ECO,ECO100Y1,William Wolfson,"Wolfson, W."
ECO,ECO100Y1,William Wolfson,"Wolfson, W."
ECO,ECO100Y1,Kieran Furlong,"Furlong, K."
ECO,ECO105Y1,Avi Cohen,"Cohen, A."
ECO,ECO105Y1,Avi Cohen,"Cohen, A."
ECO,ECO200Y1,John McNeill,"McNeill, J."
ECO,ECO200Y1,John McNeill,"McNeill, J."
ECO,ECO200Y1,William Wolfson,"Wolfson, W."
ECO,ECO202Y1,Peter Foltin,"Foltin, P."
ECO,ECO202Y1,Joseph Steinberg,"Steinberg, J."
ECO,ECO202Y1,Peter Foltin,"Foltin, P."
ECO,ECO204Y1,Sayed Hussain,"Hussain, S."
ECO,ECO204Y1,Sayed Hussain,"Hussain, S."
ECO,ECO204Y1,Sayed Hussain,"Hussain, S."
ECO,ECO204Y1,Sayed Hussain,"Hussain, S."
ECO,ECO204Y1,Peter Foltin,"Foltin, P."
ECO,ECO204Y1,Peter Foltin,"Foltin, P."
ECO,ECO204Y1,Patrick Blanchenay,"Blanchenay, P."
ECO,ECO206Y1,Kripa Freitas,"Freitas, K."
ECO,ECO206Y1,Kripa Freitas,"Freitas, K."
ECO,ECO206Y1,Kripa Freitas,"Freitas, K."
ECO,ECO208Y1,Michelle Alexopoulos,"Alexopoulos, M."
ECO,ECO208Y1,Murat Celik,"Celik, M."
ECO,ECO209Y1,Robert McKeown,"McKeown, R."
ECO,ECO209Y1,Robert McKeown,"McKeown, R."
ECO,ECO209Y1,Robert McKeown,"McKeown, R."
ECO,ECO209Y1,Robert McKeown,"McKeown, R."
ECO,ECO210H1,John McNeill,"McNeill, J."
ECO,ECO220Y1,Patrick Baude,"Baude, P."
ECO,ECO220Y1,Patrick Baude,"Baude, P."
ECO,ECO220Y1,Jennifer Murdock,"Murdock, J."
ECO,ECO220Y1,Jennifer Murdock,"Murdock, J."
ECO,ECO220Y1,Jennifer Murdock,"Murdock, J."
ECO,ECO220Y1,Pui-Man Yu,"Yu, P."
ECO,ECO227Y1,Ismael Mourifie,"Mourifie, I."
ECO,ECO230Y1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO310H1,Remi Daviet,"Daviet, R."
ECO,ECO313H1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO320H1,Robert Barber,"Barber, R."
ECO,ECO322H1,Kieran Furlong,"Furlong, K."
ECO,ECO325H1,Burhanettin Kuruscu,"Kuruscu, B."
ECO,ECO326H1,Marcin Peski,"Peski, M."
ECO,ECO331H1,Robert Gazzale,"Gazzale, R."
ECO,ECO331H1,Robert Gazzale,"Gazzale, R."
ECO,ECO332H1,Aloysius Siow,"Siow, A."
ECO,ECO334H1,Yosh Halberstam,"Halberstam, Y."
ECO,ECO338H1,Aloysius Siow,"Siow, A."
ECO,ECO340H1,Michael Baker,"Baker, M."
ECO,ECO342H1,Kieran Furlong,"Furlong, K."
ECO,ECO349H1,George Georgopoulos,"Georgopoulos, G."
ECO,ECO351H1,Patrick Baude,"Baude, P."
ECO,ECO359H1,Ilias Tsiakas,"Tsiakas, I."
ECO,ECO359H1,Ilias Tsiakas,"Tsiakas, I."
ECO,ECO364H1,Peter Morrow,"Morrow, P."
ECO,ECO364H1,Peter Morrow,"Morrow, P."
ECO,ECO365H1,Jordi Mondria,"Mondria, J."
ECO,ECO365H1,Jordi Mondria,"Mondria, J."
ECO,ECO374H1,Martin Burda,"Burda, M."
ECO,ECO375H1,Martin Burda,"Burda, M."
ECO,ECO380H1,John McNeill,"McNeill, J."
ECO,ECO381H1,Arthur Hosios,"Hosios, A."
ECO,ECO401H1,Kory Kroft,"Kroft, K."
ECO,ECO402H1,Courtney Ward,"Ward, C."
ECO,ECO404H1,Sayed Hussain,"Hussain, S."
ECO,ECO409H1,Ilias Tsiakas,"Tsiakas, I."
ECO,ECO414H1,Adonis Yatchew,"Yatchew, A."
ECO,ECO422H1,Jonathan Beauchamp,"Beauchamp, J."
ECO,ECO429H1,Kieran Furlong,"Furlong, K."
ECO,ECO437H1,Burhanettin Kuruscu,"Kuruscu, B."
ECO,ECO461H1,Ataollah Mazaheri,"Mazaheri, A."
ECO,ECO475H1,Ismael Mourifie,"Mourifie, I."
ECO,ECO100Y1,Kieran Furlong,"Furlong, K."
ECO,ECO100Y1,Kieran Furlong,"Furlong, K."
ECO,ECO100Y1,Kieran Furlong,"Furlong, K."
ECO,ECO200Y1,William Wolfson,"Wolfson, W."
ECO,ECO202Y1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO206Y1,Young Wu,"Wu, Y."
ECO,ECO208Y1,Christine Tewfik,"Tewfik, C."
ECO,ECO209Y1,Gustavo Indart,"Indart, G."
ECO,ECO220Y1,Mathieu Marcoux,"Marcoux, M."
ECO,ECO220Y1,Mathieu Marcoux,"Marcoux, M."
ECO,ECO313H1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO316H1,Erhao Xie,"Xie, E."
ECO,ECO333H1,Peter Tomlinson,"Tomlinson, P."
ECO,ECO349H1,George Georgopoulos,"Georgopoulos, G."
ECO,ECO359H1,Ataollah Mazaheri,"Mazaheri, A."
ECO,ECO365H1,Jordi Mondria,"Mondria, J."
ECO,ECO375H1,Martin Burda,"Burda, M."
ECO,ECO325H1,Burhanettin Kuruscu,"Kuruscu, B."
ECO,ECO326H1,Marcin Peski,"Peski, M."
ECO,ECO306H1,Shari Eli,"Eli, S."
ECO,ECO374H1,Yuanyuan Wan,"Wan, Y."
ECO,ECO375H1,Martin Burda,"Burda, M."
ECO,ECO475H1,Ismael Mourifie,"Mourifie, I."
ECO,ECO322H1,Kieran Furlong,"Furlong, K."
ECO,ECO100Y1,James Pesando,"Pesando, J."
ECO,ECO100Y1,Paola Salardi,"Salardi, P."
ECO,ECO227Y1,Patrick Baude,"Baude, P."
ECO,ECO314H1,Adonis Yatchew,"Yatchew, A."
ECO,ECO316H1,Martin Osborne,"Osborne, M."
ECO,ECO316H1,Martin Osborne,"Osborne, M."
ECO,ECO320H1,Robert Barber,"Barber, R."
ECO,ECO321H1,Gillian Hamilton,"Hamilton, G."
ECO,ECO325H1,Burhanettin Kuruscu,"Kuruscu, B."
ECO,ECO326H1,Marcin Peski,"Peski, M."
ECO,ECO333H1,Jonathan Hall,"Hall, J."
ECO,ECO333H1,Jonathan Hall,"Hall, J."
ECO,ECO338H1,Aloysius Siow,"Siow, A."
ECO,ECO339H1,Michael Baker,"Baker, M."
ECO,ECO341H1,Jon Cohen,"Cohen, J."
ECO,ECO349H1,George Georgopoulos,"Georgopoulos, G."
ECO,ECO351H1,Patrick Baude,"Baude, P."
ECO,ECO358H1,Ekaterina Malinova,"Malinova, E."
ECO,ECO358H1,Ekaterina Malinova,"Malinova, E."
ECO,ECO362H1,Chaoran Chen,"Chen, C."
ECO,ECO364H1,Kunal Dasgupta,"Dasgupta, K."
ECO,ECO364H1,Kunal Dasgupta,"Dasgupta, K."
ECO,ECO365H1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO365H1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO368H1,Paola Salardi,"Salardi, P."
ECO,ECO374H1,Yuanyuan Wan,"Wan, Y."
ECO,ECO375H1,Jonathan Beauchamp,"Beauchamp, J."
ECO,ECO375H1,Jonathan Beauchamp,"Beauchamp, J."
ECO,ECO380H1,John McNeill,"McNeill, J."
ECO,ECO380H1,John McNeill,"McNeill, J."
ECO,ECO404H1,Sayed Hussain,"Hussain, S."
ECO,ECO410H1,Jennifer Murdock,"Murdock, J."
ECO,ECO418H1,Yao Luo,"Luo, Y."
ECO,ECO426H1,Colin Stewart,"Stewart, C."
ECO,ECO428H1,Kieran Furlong,"Furlong, K."
ECO,ECO463H1,Ekaterina Malinova,"Malinova, E."
ECO,ECO464H1,Peter Cziraki,"Cziraki, P."
ECO,ECO465H1,Jordi Mondria,"Mondria, J."
ECO,ECO316H1,Erhao Xie,"Xie, E."
ECO,ECO321H1,Abraham Rotstein,"Rotstein, A."
ECO,ECO428H1,Kieran Furlong,"Furlong, K."
ECO,ECO302H1,Abraham Rotstein,"Rotstein, A."
ECO,ECO310H1,Dimitrios Dimitropoulos,"Dimitropoulos, D."
ECO,ECO358H1,Ataollah Mazaheri,"Mazaheri, A."
ECO,ECO359H1,Ataollah Mazaheri,"Mazaheri, A."
ECO,ECO365H1,Jordi Mondria,"Mondria, J."
ECO,ECO364H1,Leonid Karasik,"Karasik, L."
ECO,ECO100Y1,Jessica Burley,"Burley, J."
ECO,ECO100Y1,Gustavo Indart,"Indart, G."
ECO,ECO100Y1,Jessica Burley,"Burley, J."
ECO,ECO100Y1,Gustavo Indart,"Indart, G."
ECO,ECO100Y1,Kieran Furlong,"Furlong, K."
ECO,ECO100Y1,Kieran Furlong,"Furlong, K."
ECO,ECO208Y1,Helene Desgagnes,"Desgagnes, H."
ECO,ECO202Y1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO380H1,Zhe Yuan,"Yuan, Z."
ECO,ECO200Y1,William Wolfson,"Wolfson, W."
ECO,ECO206Y1,Kripa Freitas,"Freitas, K."
ECO,ECO206Y1,Jie Cao,"Cao, J."
ECO,ECO206Y1,Kirsten Cornelson,"Cornelson, K."
ECO,ECO349H1,George Georgopoulos,"Georgopoulos, G."
ECO,ECO349H1,George Georgopoulos,"Georgopoulos, G."
ECO,ECO381H1,Jasmin Kantarevic,"Kantarevic, J."
ECO,ECO220Y1,Jessie Lamontagne,"Lamontagne, J."
ECO,ECO220Y1,Migiwa Tanaka,"Tanaka, M."
ECO,ECO220Y1,Jessie Lamontagne,"Lamontagne, J."
ECO,ECO220Y1,Migiwa Tanaka,"Tanaka, M."
ECO,ECO333H1,Peter Tomlinson,"Tomlinson, P."
ECO,ECO333H1,Peter Tomlinson,"Tomlinson, P."
ECO,ECO349H1,George Georgopoulos,"Georgopoulos, G."
ECO,ECO349H1,George Georgopoulos,"Georgopoulos, G."
ECO,ECO381H1,Jasmin Kantarevic,"Kantarevic, J."
ECO,ECO220Y1,Jennifer Murdock,"Murdock, J."
ECO,ECO220Y1,Pui-Man Yu,"Yu, P."
ECO,ECO220Y1,Jennifer Murdock,"Murdock, J."
ECO,ECO220Y1,Pui-Man Yu,"Yu, P."
ECO,ECO200Y1,William Wolfson,"Wolfson, W."
ECO,ECO206Y1,Kripa Freitas,"Freitas, K."
ECO,ECO206Y1,Young Wu,"Wu, Y."
ECO,ECO206Y1,Kripa Freitas,"Freitas, K."
ECO,ECO206Y1,Young Wu,"Wu, Y."
ECO,ECO380H1,Zhe Yuan,"Yuan, Z."
ECO,ECO208Y1,Helene Desgagnes,"Desgagnes, H."
ECO,ECO208Y1,Christine Tewfik,"Tewfik, C."
ECO,ECO209Y1,Gustavo Indart,"Indart, G."
ECO,ECO209Y1,Brian Tavares,"Tavares, B."
ECO,ECO202Y1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO358H1,Ataollah Mazaheri,"Mazaheri, A."
ECO,ECO359H1,Ho Ho,"Ho, H."
ECO,ECO313H1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO362H1,Chaoran Chen,"Chen, C."
ECO,ECO100Y1,Kieran Furlong,"Furlong, K."
ECO,ECO100Y1,Kieran Furlong,"Furlong, K."
ECO,ECO100Y1,Ho Ho,"Ho, H."
ECO,ECO100Y1,Kieran Furlong,"Furlong, K."
ECO,ECO365H1,Jordi Mondria,"Mondria, J."
ECO,ECO364H1,Mengxiao Liu,"Liu, M."
ECO,ECO403H1,Gustavo Bobonis,"Bobonis, G."
ECO,ECO403H1,Arthur Blouin,"Blouin, A."
ECO,ECO403H1,Gustavo Indart,"Indart, G."
ECO,ECO402H1,Alfia Karimova,"Karimova, A."
ECO,ECO404H1,Sayed Hussain,"Hussain, S."
ECO,ECO342Y1,Shari Eli,"Eli, S."
ECO,ECO333H1,Peter Tomlinson,"Tomlinson, P."
ECO,ECO333H1,Peter Tomlinson,"Tomlinson, P."
ECO,ECO375H1,Martin Burda,"Burda, M."
ECO,ECO316H1,Erhao Xie,"Xie, E."
ECO,ECO100Y1,Gustavo Indart,"Indart, G."
ECO,ECO100Y1,Robert Gazzale,"Gazzale, R."
ECO,ECO100Y1,Robert Gazzale,"Gazzale, R."
ECO,ECO100Y1,Kieran Furlong,"Furlong, K."
ECO,ECO100Y1,William Wolfson,"Wolfson, W."
ECO,ECO100Y1,William Wolfson,"Wolfson, W."
ECO,ECO105Y1,Avi Cohen,"Cohen, A."
ECO,ECO200Y1,Robert Gazzale,"Gazzale, R."
ECO,ECO200Y1,William Wolfson,"Wolfson, W."
ECO,ECO202Y1,Joseph Steinberg,"Steinberg, J."
ECO,ECO202Y1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO204Y1,Sayed Hussain,"Hussain, S."
ECO,ECO204Y1,Sayed Hussain,"Hussain, S."
ECO,ECO204Y1,Sayed Hussain,"Hussain, S."
ECO,ECO204Y1,Sayed Hussain,"Hussain, S."
ECO,ECO206Y1,Loren Brandt,"Brandt, L."
ECO,ECO206Y1,Kripa Freitas,"Freitas, K."
ECO,ECO206Y1,Kripa Freitas,"Freitas, K."
ECO,ECO208Y1,Michelle Alexopoulos,"Alexopoulos, M."
ECO,ECO208Y1,Helene Desgagnes,"Desgagnes, H."
ECO,ECO209Y1,Gustavo Indart,"Indart, G."
ECO,ECO209Y1,Gustavo Indart,"Indart, G."
ECO,ECO209Y1,Gustavo Indart,"Indart, G."
ECO,ECO209Y1,Gustavo Indart,"Indart, G."
ECO,ECO209Y1,Reza Ghaeli,"Ghaeli, R."
ECO,ECO220Y1,Jennifer Murdock,"Murdock, J."
ECO,ECO220Y1,Migiwa Tanaka,"Tanaka, M."
ECO,ECO220Y1,Jennifer Murdock,"Murdock, J."
ECO,ECO220Y1,Jennifer Murdock,"Murdock, J."
ECO,ECO220Y1,Migiwa Tanaka,"Tanaka, M."
ECO,ECO227Y1,Ismael Mourifie,"Mourifie, I."
ECO,ECO230Y1,Masoud Anjomshoa,"Anjomshoa, M."
ECO,ECO313H1,Matthew Turner,"Turner, M."
ECO,ECO316H1,Ettore Damiano,"Damiano, E."
ECO,ECO321Y1,Kieran Furlong,"Furlong, K."
ECO,ECO324Y1,Kripa Freitas,"Freitas, K."
ECO,ECO325H1,Burhanettin Kuruscu,"Kuruscu, B."
ECO,ECO326H1,Marcin Peski,"Peski, M."
ECO,ECO331H1,Robert Gazzale,"Gazzale, R."
