dept,course,instructor,abbrev_instructor
PSL,PSL190H1,Michael Salter,"Salter, M."
PSL,PSL201Y1,William Ju,"Ju, W."
PSL,PSL201Y1,Jeff Kroetsch,"Kroetsch, J."
PSL,PSL201Y1,Christine Wong,"Wong, C."
PSL,PSL301H1,Michelle French,"French, M."
PSL,PSL301H1,Anthony Gramolini,"Gramolini, A."
PSL,PSL301H1,James Scholey,"Scholey, J."
PSL,PSL301H1,Christine Wong,"Wong, C."
PSL,PSL305H1,Patricia Brubaker,"Brubaker, P."
PSL,PSL305H1,William Ju,"Ju, W."
PSL,PSL350H1,Brian Cox,"Cox, B."
PSL,PSL350H1,Anthony Gramolini,"Gramolini, A."
PSL,PSL350H1,Zhengping Jia,"Jia, Z."
PSL,PSL350H1,Philippe Monnier,"Monnier, P."
PSL,PSL374H1,Chereen Collymore,"Collymore, C."
PSL,PSL374H1,Prasad Dalvi,"Dalvi, P."
PSL,PSL374H1,Ian Rogers,"Rogers, I."
PSL,PSL374H1,J. Wojtowicz,"Wojtowicz, J."
PSL,PSL421H1,Isabella Caniggia,"Caniggia, I."
PSL,PSL421H1,Mike Seed,"Seed, M."
PSL,PSL421H1,Neil Sweezey,"Sweezey, N."
PSL,PSL440Y1,Robert Harrison,"Harrison, R."
PSL,PSL470H1,Isabella Caniggia,"Caniggia, I."
PSL,PSL470H1,Jason Fish,"Fish, J."
PSL,PSL470H1,Edward Hickey,"Hickey, E."
PSL,PSL470H1,Carin Wittnich,"Wittnich, C."
PSL,PSL472H1,Richard Horner,"Horner, R."
PSL,PSL350H1,Brian Cox,"Cox, B."
PSL,PSL350H1,Zhengping Jia,"Jia, Z."
PSL,PSL350H1,Valerie Watt,"Watt, V."
PSL,PSL462H1,Steffen-Sebastian Bolz,"Bolz, S."
PSL,PSL462H1,Anthony Gramolini,"Gramolini, A."
PSL,PSL462H1,Scott Heximer,"Heximer, S."
PSL,PSL462H1,Ian Scott,"Scott, I."
PSL,PSL444Y1,Peter Carlen,"Carlen, P."
PSL,PSL444Y1,Liang Zhang,"Zhang, L."
PSL,PSL440Y1,Robert Harrison,"Harrison, R."
PSL,PSL421H1,Andrea Jurisicova,"Jurisicova, A."
PSL,PSL421H1,Stephen Matthews,"Matthews, S."
PSL,PSL421H1,Patrick McNamara,"McNamara, P."
PSL,PSL421H1,Neil Sweezey,"Sweezey, N."
PSL,PSL201Y1,William Ju,"Ju, W."
PSL,PSL201Y1,Nohjin Kee,"Kee, N."
PSL,PSL201Y1,Jeff Kroetsch,"Kroetsch, J."
PSL,PSL201Y1,Christine Wong,"Wong, C."
PSL,PSL472H1,Richard Horner,"Horner, R."
PSL,PSL495H1,Nohjin Kee,"Kee, N."
PSL,PSL495H1,Valerie Watt,"Watt, V."
PSL,PSL470H1,Isabella Caniggia,"Caniggia, I."
PSL,PSL470H1,John Coles,"Coles, J."
PSL,PSL470H1,Jason Fish,"Fish, J."
PSL,PSL470H1,Edward Hickey,"Hickey, E."
PSL,PSL301H1,Scott Heximer,"Heximer, S."
PSL,PSL301H1,Gaspard Montandon,"Montandon, G."
PSL,PSL301H1,James Scholey,"Scholey, J."
PSL,PSL301H1,Christine Wong,"Wong, C."
PSL,PSL201Y1,Christina Merkley,"Merkley, C."
PSL,PSL280H1,Michael Belanger,"Belanger, M."
PSL,PSL280H1,Carin Wittnich,"Wittnich, C."
PSL,PSL300H1,Brian Cox,"Cox, B."
PSL,PSL300H1,Sandeep Dhillon,"Dhillon, S."
PSL,PSL300H1,Nohjin Kee,"Kee, N."
PSL,PSL300H1,Douglas Tweed,"Tweed, D."
PSL,PSL304H1,Steffen-Sebastian Bolz,"Bolz, S."
PSL,PSL304H1,Wolfgang Kuebler,"Kuebler, W."
PSL,PSL304H1,Patrick McNamara,"McNamara, P."
PSL,PSL304H1,Douglas Tweed,"Tweed, D."
PSL,PSL372H1,Kaori Austin,"Austin, K."
PSL,PSL372H1,Nohjin Kee,"Kee, N."
PSL,PSL372H1,Natalya Shulyakova,"Shulyakova, N."
PSL,PSL420H1,Theodore Brown,"Brown, T."
PSL,PSL420H1,Robert Casper,"Casper, R."
PSL,PSL420H1,Andrea Jurisicova,"Jurisicova, A."
PSL,PSL420H1,Sergey Moskovtsev,"Moskovtsev, S."
PSL,PSL440Y1,Jeffrey Coull,"Coull, J."
PSL,PSL440Y1,William Hutchison,"Hutchison, W."
PSL,PSL440Y1,Jeremy Sivak,"Sivak, J."
PSL,PSL440Y1,Min Zhuo,"Zhuo, M."
PSL,PSL444Y1,James Eubanks,"Eubanks, J."
PSL,PSL444Y1,Linda Mills,"Mills, L."
PSL,PSL444Y1,Philippe Monnier,"Monnier, P."
PSL,PSL444Y1,Alexander Velumian,"Velumian, A."
PSL,PSL450H1,Denise Belsham,"Belsham, D."
PSL,PSL450H1,Amira Klip,"Klip, A."
PSL,PSL450H1,Shuzo Sugita,"Sugita, S."
PSL,PSL450H1,William Trimble,"Trimble, W."
PSL,PSL452H1,Peter Backx,"Backx, P."
PSL,PSL452H1,Zhong Feng,"Feng, Z."
PSL,PSL452H1,Hong-Shuo Sun,"Sun, H."
PSL,PSL452H1,Lu-Yang Wang,"Wang, L."
PSL,PSL480H1,Michael Belanger,"Belanger, M."
PSL,PSL480H1,Carin Wittnich,"Wittnich, C."
PSL,PSL190H1,Peter Backx,"Backx, P."
PSL,PSL190H1,Patricia Brubaker,"Brubaker, P."
PSL,PSL190H1,Michelle French,"French, M."
PSL,PSL201Y1,William Ju,"Ju, W."
PSL,PSL201Y1,Louie Mavrogiannis,"Mavrogiannis, L."
PSL,PSL201Y1,Jessica Yue,"Yue, J."
PSL,PSL301H1,Michelle French,"French, M."
PSL,PSL301H1,Anthony Gramolini,"Gramolini, A."
PSL,PSL301H1,Robert Richardson,"Richardson, R."
PSL,PSL301H1,Christine Wong,"Wong, C."
PSL,PSL305H1,Patricia Brubaker,"Brubaker, P."
PSL,PSL305H1,Evelyn Lambe,"Lambe, E."
PSL,PSL350H1,Anthony Gramolini,"Gramolini, A."
PSL,PSL350H1,Zhengping Jia,"Jia, Z."
PSL,PSL350H1,Jinrong Min,"Min, J."
PSL,PSL350H1,Philippe Monnier,"Monnier, P."
PSL,PSL374H1,Adria Giacca,"Giacca, A."
PSL,PSL374H1,Ian Rogers,"Rogers, I."
PSL,PSL374H1,J. Wojtowicz,"Wojtowicz, J."
PSL,PSL421H1,Kristin Connor,"Connor, K."
PSL,PSL421H1,Andrea Jurisicova,"Jurisicova, A."
PSL,PSL421H1,Stephen Lye,"Lye, S."
PSL,PSL421H1,Patrick McNamara,"McNamara, P."
PSL,PSL432H1,Douglas Tweed,"Tweed, D."
PSL,PSL440Y1,Robert Harrison,"Harrison, R."
PSL,PSL440Y1,William Hutchison,"Hutchison, W."
PSL,PSL440Y1,Steven Prescott,"Prescott, S."
PSL,PSL444Y1,James Eubanks,"Eubanks, J."
PSL,PSL444Y1,William Ju,"Ju, W."
PSL,PSL444Y1,David Kaplan,"Kaplan, D."
PSL,PSL444Y1,Linda Mills,"Mills, L."
PSL,PSL462H1,Peter Backx,"Backx, P."
PSL,PSL462H1,Steffen-Sebastian Bolz,"Bolz, S."
PSL,PSL462H1,Anthony Gramolini,"Gramolini, A."
PSL,PSL462H1,Scott Heximer,"Heximer, S."
PSL,PSL470H1,Jason Fish,"Fish, J."
PSL,PSL470H1,Edward Hickey,"Hickey, E."
PSL,PSL470H1,Ian Scott,"Scott, I."
PSL,PSL470H1,Carin Wittnich,"Wittnich, C."
PSL,PSL472H1,Richard Horner,"Horner, R."
PSL,PSL300H1,William Ju,"Ju, W."
PSL,PSL300H1,Nohjin Kee,"Kee, N."
PSL,PSL300H1,Christina Merkley,"Merkley, C."
PSL,PSL301H1,Jason Chung,"Chung, J."
PSL,PSL301H1,Gaspard Montandon,"Montandon, G."
PSL,PSL301H1,Christine Wong,"Wong, C."
PSL,PSL379H0,Carin Wittnich,"Wittnich, C."
PSL,PSL378H1,Carin Wittnich,"Wittnich, C."
PSL,PSL300H1,William Ju,"Ju, W."
PSL,PSL300H1,Nohjin Kee,"Kee, N."
PSL,PSL301H1,Melanie Audette,"Audette, M."
PSL,PSL301H1,Jeff Kroetsch,"Kroetsch, J."
PSL,PSL301H1,Gaspard Montandon,"Montandon, G."
PSL,PSL301H1,Christine Wong,"Wong, C."
PSL,PSL305H1,Patricia Brubaker,"Brubaker, P."
PSL,PSL305H1,Evelyn Lambe,"Lambe, E."
PSL,PSL201Y1,Michelle French,"French, M."
PSL,PSL201Y1,Scott Heximer,"Heximer, S."
PSL,PSL201Y1,Nohjin Kee,"Kee, N."
PSL,PSL280H1,Michael Belanger,"Belanger, M."
PSL,PSL280H1,Carin Wittnich,"Wittnich, C."
PSL,PSL300H1,Brian Cox,"Cox, B."
PSL,PSL300H1,Michelle French,"French, M."
PSL,PSL300H1,Nohjin Kee,"Kee, N."
PSL,PSL300H1,Douglas Tweed,"Tweed, D."
PSL,PSL304H1,Steffen-Sebastian Bolz,"Bolz, S."
PSL,PSL304H1,Wolfgang Kuebler,"Kuebler, W."
PSL,PSL304H1,Patrick McNamara,"McNamara, P."
PSL,PSL304H1,Douglas Tweed,"Tweed, D."
PSL,PSL404H1,Michelle French,"French, M."
PSL,PSL404H1,Derek Van Der Kooy,"Van Der Kooy, D."
PSL,PSL404H1,Kacey Prentice,"Prentice, K."
PSL,PSL404H1,Linda Wright,"Wright, L."
PSL,PSL425H1,Gerald Anderson,"Anderson, G."
PSL,PSL425H1,George Fantus,"Fantus, G."
PSL,PSL425H1,Adria Giacca,"Giacca, A."
PSL,PSL425H1,Mladen Vranic,"Vranic, M."
PSL,PSL440Y1,Jeffrey Coull,"Coull, J."
PSL,PSL440Y1,William Hutchison,"Hutchison, W."
PSL,PSL440Y1,Jeremy Sivak,"Sivak, J."
PSL,PSL440Y1,Min Zhuo,"Zhuo, M."
PSL,PSL452H1,Peter Backx,"Backx, P."
PSL,PSL452H1,Zhong Feng,"Feng, Z."
PSL,PSL452H1,Hong-Shuo Sun,"Sun, H."
PSL,PSL452H1,Lu-Yang Wang,"Wang, L."
PSL,PSL480H1,Michael Belanger,"Belanger, M."
PSL,PSL480H1,Carin Wittnich,"Wittnich, C."
PSL,PSL201Y1,Michelle French,"French, M."
PSL,PSL201Y1,Nohjin Kee,"Kee, N."
PSL,PSL201Y1,Christina Merkley,"Merkley, C."
PSL,PSL280H1,Michael Belanger,"Belanger, M."
PSL,PSL280H1,Steffen-Sebastian Bolz,"Bolz, S."
PSL,PSL280H1,Carin Wittnich,"Wittnich, C."
PSL,PSL300H1,Brian Cox,"Cox, B."
PSL,PSL300H1,Michelle French,"French, M."
PSL,PSL300H1,Nohjin Kee,"Kee, N."
PSL,PSL300H1,Douglas Tweed,"Tweed, D."
PSL,PSL304H1,Steffen-Sebastian Bolz,"Bolz, S."
PSL,PSL304H1,Wolfgang Kuebler,"Kuebler, W."
PSL,PSL304H1,Patrick McNamara,"McNamara, P."
PSL,PSL304H1,Douglas Tweed,"Tweed, D."
PSL,PSL372H1,Michelle French,"French, M."
PSL,PSL372H1,Nohjin Kee,"Kee, N."
PSL,PSL372H1,Carin Wittnich,"Wittnich, C."
PSL,PSL404H1,Michelle French,"French, M."
PSL,PSL404H1,Kacey Prentice,"Prentice, K."
PSL,PSL404H1,Sowmya Viswanathan,"Viswanathan, S."
PSL,PSL404H1,Valerie Wallace,"Wallace, V."
PSL,PSL420H1,Theodore Brown,"Brown, T."
PSL,PSL420H1,Robert Casper,"Casper, R."
PSL,PSL420H1,Andrea Jurisicova,"Jurisicova, A."
PSL,PSL420H1,Sergey Moskovtsev,"Moskovtsev, S."
PSL,PSL425H1,George Fantus,"Fantus, G."
PSL,PSL425H1,Adria Giacca,"Giacca, A."
PSL,PSL425H1,Mladen Vranic,"Vranic, M."
PSL,PSL440Y1,Jeffrey Coull,"Coull, J."
PSL,PSL440Y1,William Hutchison,"Hutchison, W."
PSL,PSL440Y1,Jeremy Sivak,"Sivak, J."
PSL,PSL440Y1,Min Zhuo,"Zhuo, M."
PSL,PSL450H1,Denise Belsham,"Belsham, D."
PSL,PSL450H1,Amira Klip,"Klip, A."
PSL,PSL450H1,Elise Stanley,"Stanley, E."
PSL,PSL450H1,Shuzo Sugita,"Sugita, S."
PSL,PSL452H1,Zhong Feng,"Feng, Z."
PSL,PSL452H1,Hong-Shuo Sun,"Sun, H."
PSL,PSL452H1,Paul Whissell,"Whissell, P."
PSL,PSL480H1,Michael Belanger,"Belanger, M."
PSL,PSL480H1,Joshua Blake,"Blake, J."
PSL,PSL480H1,Carin Wittnich,"Wittnich, C."
PSL,PSL280H1,Michael Belanger,"Belanger, M."
PSL,PSL450H1,Denise Belsham,"Belsham, D."
PSL,PSL372H1,Ankur Bodalia,"Bodalia, A."
PSL,PSL304H1,Steffen-Sebastian Bolz,"Bolz, S."
PSL,PSL420H1,Theodore Brown,"Brown, T."
PSL,PSL420H1,Crystal Chan,"Chan, C."
PSL,PSL301H1,Christine Wong,"Wong, C."
PSL,PSL300H1,Sandeep Dhillon,"Dhillon, S."
PSL,PSL301H1,Gaspard Montandon,"Montandon, G."
PSL,PSL379H0,Carin Wittnich,"Wittnich, C."
PSL,PSL378H1,Carin Wittnich,"Wittnich, C."
PSL,PSL300H1,Christine Wong,"Wong, C."
PSL,PSL301H1,Faisal Alibhai,"Alibhai, F."
PSL,PSL300H1,Kaori Austin,"Austin, K."
PSL,PSL420H1,Andrea Jurisicova,"Jurisicova, A."
PSL,PSL304H1,Richard Horner,"Horner, R."
PSL,PSL304H1,Amish Jain,"Jain, A."
PSL,PSL300H1,Nohjin Kee,"Kee, N."
PSL,PSL372H1,Nohjin Kee,"Kee, N."
PSL,PSL450H1,Amira Klip,"Klip, A."
PSL,PSL404H1,Derek Van Der Kooy,"Van Der Kooy, D."
PSL,PSL372H1,Melanie Markovic,"Markovic, M."
PSL,PSL201Y1,Helen Miliotis,"Miliotis, H."
PSL,PSL420H1,Sergey Moskovtsev,"Moskovtsev, S."
PSL,PSL440Y1,Massieh Moayedi,"Moayedi, M."
PSL,PSL201Y1,Michelle French,"French, M."
PSL,PSL404H1,Michelle French,"French, M."
PSL,PSL300H1,Sandeep Dhillon,"Dhillon, S."
PSL,PSL452H1,Zhong Feng,"Feng, Z."
PSL,PSL190H1,Patricia Brubaker,"Brubaker, P."
PSL,PSL470H1,Isabella Caniggia,"Caniggia, I."
PSL,PSL462H1,Kim Connelly,"Connelly, K."
PSL,PSL470H1,Jason Fish,"Fish, J."
PSL,PSL190H1,Michelle French,"French, M."
PSL,PSL301H1,Michelle French,"French, M."
PSL,PSL190H1,Michael Gollob,"Gollob, M."
PSL,PSL462H1,Anthony Gramolini,"Gramolini, A."
PSL,PSL462H1,Scott Heximer,"Heximer, S."
PSL,PSL470H1,Edward Hickey,"Hickey, E."
PSL,PSL472H1,Richard Horner,"Horner, R."
PSL,PSL421H1,Amish Jain,"Jain, A."
PSL,PSL201Y1,Nohjin Kee,"Kee, N."
PSL,PSL201Y1,Jeff Kroetsch,"Kroetsch, J."
PSL,PSL424H1,Clifford Librach,"Librach, C."
PSL,PSL421H1,Stephen Matthews,"Matthews, S."
PSL,PSL201Y1,Helen Miliotis,"Miliotis, H."
PSL,PSL301H1,Gaspard Montandon,"Montandon, G."
PSL,PSL424H1,Mark Palmert,"Palmert, M."
PSL,PSL301H1,James Scholey,"Scholey, J."
PSL,PSL462H1,Ian Scott,"Scott, I."
PSL,PSL470H1,Mike Seed,"Seed, M."
PSL,PSL421H1,Mike Seed,"Seed, M."
PSL,PSL421H1,Neil Sweezey,"Sweezey, N."
PSL,PSL432H1,Douglas Tweed,"Tweed, D."
PSL,PSL310H1,Valerie Watt,"Watt, V."
PSL,PSL350H1,Valerie Watt,"Watt, V."
PSL,PSL350H1,Anne Wheeler,"Wheeler, A."
PSL,PSL424H1,Michael Wheeler,"Wheeler, M."
PSL,PSL301H1,Christine Wong,"Wong, C."
PSL,PSL201Y1,Christine Wong,"Wong, C."
PSL,PSL280H1,Carin Wittnich,"Wittnich, C."
PSL,PSL404H1,Sowmya Viswanathan,"Viswanathan, S."
PSL,PSL452H1,Lu-Yang Wang,"Wang, L."
PSL,PSL450H1,William Trimble,"Trimble, W."
PSL,PSL300H1,Douglas Tweed,"Tweed, D."
PSL,PSL304H1,Douglas Tweed,"Tweed, D."
PSL,PSL452H1,Hong-Shuo Sun,"Sun, H."
PSL,PSL404H1,Cristina Nostro,"Nostro, C."
PSL,PSL440Y1,Jeremy Sivak,"Sivak, J."
PSL,PSL450H1,Shuzo Sugita,"Sugita, S."
PSY,PSY372H1,Nicholas Diamond,"Diamond, N."
PSY,PSY270H1,Christine Burton,"Burton, C."
PSY,PSY210H1,David O'Neill,"O'Neill, D."
PSY,PSY321H1,Amanda Sharples,"Sharples, A."
PSY,PSY201H1,Molly Metz,"Metz, M."
PSY,PSY311H1,Tanya Karam-Zanders,"Karam-Zanders, T."
PSY,PSY290H1,Suzanne Groppe,"Groppe, S."
PSY,PSY328H1,Will Huggon,"Huggon, W."
PSY,PSY424H1,Geoffrey MacDonald,"MacDonald, G."
PSY,PSY333H1,William Ryan,"Ryan, W."
PSY,PSY100H1,Paul Whissell,"Whissell, P."
PSY,PSY220H1,V. Fritzley,"Fritzley, V."
PSY,PSY493H1,Jessica Hughes,"Hughes, J."
PSY,PSY202H1,Maxwell Barranti,"Barranti, M."
PSY,PSY396H1,Adeoye Oyefiade,"Oyefiade, A."
PSY,PSY396H1,Veronica Yuk,"Yuk, V."
PSY,PSY424H1,Claire Midgley,"Midgley, C."
PSY,PSY260H1,Suzanne Groppe,"Groppe, S."
PSY,PSY372H1,Nicholas Diamond,"Diamond, N."
PSY,PSY321H1,Amanda Sharples,"Sharples, A."
PSY,PSY493H1,Eliyas Jeffay,"Jeffay, E."
PSY,PSY328H1,Jared Allen,"Allen, J."
PSY,PSY201H1,Amanda Sharples,"Sharples, A."
PSY,PSY311H1,Hali Kil,"Kil, H."
PSY,PSY329H1,Ashley Waggoner Denton,"Waggoner Denton, A."
PSY,PSY323H1,Monica Ghabrial,"Ghabrial, M."
PSY,PSY320H1,Claire Midgley,"Midgley, C."
PSY,PSY424H1,Geoffrey MacDonald,"MacDonald, G."
PSY,PSY306Y0,David Haley,"Haley, D."
PSY,PSY306Y0,Stuart Kamenetsky,"Kamenetsky, S."
PSY,PSY260H1,Daniela Bellicoso,"Bellicoso, D."
PSY,PSY220H1,Jason Plaks,"Plaks, J."
PSY,PSY100H1,Paul Whissell,"Whissell, P."
PSY,PSY290H1,Adeoye Oyefiade,"Oyefiade, A."
PSY,PSY202H1,Amanda Sharples,"Sharples, A."
PSY,PSY424H1,Jessica Maxwell,"Maxwell, J."
PSY,PSY270H1,Christine Burton,"Burton, C."
PSY,PSY210H1,David O'Neill,"O'Neill, D."
PSY,PSY100H1,Melissa Paquette-Smith,"Paquette-Smith, M."
PSY,PSY230H1,Victor Swift,"Swift, V."
PSY,PSY100H1,Dan Dolderman,"Dolderman, D."
PSY,PSY201H1,Ashley Waggoner Denton,"Waggoner Denton, A."
PSY,PSY201H1,Caitlin Burton,"Burton, C."
PSY,PSY210H1,David O'Neill,"O'Neill, D."
PSY,PSY220H1,Ashley Waggoner Denton,"Waggoner Denton, A."
PSY,PSY230H1,Dan Dolderman,"Dolderman, D."
PSY,PSY240H1,Caitlin Burton,"Burton, C."
PSY,PSY260H1,Suzanne Groppe,"Groppe, S."
PSY,PSY270H1,Susanne Ferber,"Ferber, S."
PSY,PSY280H1,Dirk Bernhardt-Walther,"Bernhardt-Walther, D."
PSY,PSY290H1,Junchul Kim,"Kim, J."
PSY,PSY307H1,Jonathan Downar,"Downar, J."
PSY,PSY311H1,Stacey Espinet,"Espinet, S."
PSY,PSY312H1,John Vervaeke,"Vervaeke, J."
PSY,PSY313H1,Taryn Grieder,"Grieder, T."
PSY,PSY319H1,Daphna Buchsbaum,"Buchsbaum, D."
PSY,PSY320H1,Caitlin Burton,"Burton, C."
PSY,PSY321H1,Amanda Sharples,"Sharples, A."
PSY,PSY322H1,Jonathan Cadieux,"Cadieux, J."
PSY,PSY323H1,Noreen Stuckless,"Stuckless, N."
PSY,PSY326H1,Ashley Waggoner Denton,"Waggoner Denton, A."
PSY,PSY328H1,Heidi Gordon,"Gordon, H."
PSY,PSY328H1,Heidi Gordon,"Gordon, H."
PSY,PSY329H1,Ashley Waggoner Denton,"Waggoner Denton, A."
PSY,PSY333H1,Meanne Chan,"Chan, M."
PSY,PSY336H1,Dan Dolderman,"Dolderman, D."
PSY,PSY339H1,Nicholas Rule,"Rule, N."
PSY,PSY343H1,Tali Boritz,"Boritz, T."
PSY,PSY370H1,John Vervaeke,"Vervaeke, J."
PSY,PSY380H1,Dirk Bernhardt-Walther,"Bernhardt-Walther, D."
PSY,PSY390H1,Paul Whissell,"Whissell, P."
PSY,PSY396H1,Suzanne Groppe,"Groppe, S."
PSY,PSY397H1,Martin Ralph,"Ralph, M."
PSY,PSY399H1,Suzanne Groppe,"Groppe, S."
PSY,PSY409H1,Charles Helwig,"Helwig, C."
PSY,PSY420H1,Geoffrey MacDonald,"MacDonald, G."
PSY,PSY420H1,Jonathan Cadieux,"Cadieux, J."
PSY,PSY424H1,Lisa Day,"Day, L."
PSY,PSY424H1,Geoffrey MacDonald,"MacDonald, G."
PSY,PSY426H1,Jason Plaks,"Plaks, J."
PSY,PSY427H1,Romin Tafarodi,"Tafarodi, R."
PSY,PSY435H1,Dan Dolderman,"Dolderman, D."
PSY,PSY440H1,C Hetherington,"Hetherington, C."
PSY,PSY470H1,Lynn Hasher,"Hasher, L."
PSY,PSY471H1,Amy Finn,"Finn, A."
PSY,PSY473H1,William Cunningham,"Cunningham, W."
PSY,PSY475H1,David Chan,"Chan, D."
PSY,PSY493H1,Alexander Barnett,"Barnett, A."
PSY,PSY495H1,Gillian Einstein,"Einstein, G."
PSY,PSY496H1,Katherine Duncan,"Duncan, K."
PSY,PSY100H1,Ashley Waggoner Denton,"Waggoner Denton, A."
PSY,PSY100H1,John Vervaeke,"Vervaeke, J."
PSY,PSY202H1,Caitlin Burton,"Burton, C."
PSY,PSY210H1,Amy Finn,"Finn, A."
PSY,PSY220H1,Jason Plaks,"Plaks, J."
PSY,PSY220H1,Ashley Waggoner Denton,"Waggoner Denton, A."
PSY,PSY220H1,Amanda Sharples,"Sharples, A."
PSY,PSY230H1,Jordan Peterson,"Peterson, J."
PSY,PSY230H1,Victor Swift,"Swift, V."
PSY,PSY240H1,Caitlin Burton,"Burton, C."
PSY,PSY260H1,Iska Moxon-Emre,"Moxon-Emre, I."
PSY,PSY260H1,Suzanne Groppe,"Groppe, S."
PSY,PSY270H1,David Chan,"Chan, D."
PSY,PSY270H1,David Chan,"Chan, D."
PSY,PSY280H1,Andrew Abela,"Abela, A."
PSY,PSY290H1,Suzanne Groppe,"Groppe, S."
PSY,PSY290H1,Stephanie Tanninen,"Tanninen, S."
PSY,PSY305H1,Elizabeth Page-Gould,"Page-Gould, E."
PSY,PSY305H1,Amanda Sharples,"Sharples, A."
PSY,PSY309H1,Nicholas Rule,"Rule, N."
PSY,PSY311H1,Hali Kil,"Kil, H."
PSY,PSY312H1,Daphna Buchsbaum,"Buchsbaum, D."
PSY,PSY313H1,Taryn Grieder,"Grieder, T."
PSY,PSY320H1,Caitlin Burton,"Burton, C."
PSY,PSY321H1,Amanda Sharples,"Sharples, A."
PSY,PSY322H1,Lindsey Cary,"Cary, L."
PSY,PSY322H1,Lindsey Cary,"Cary, L."
PSY,PSY323H1,Noreen Stuckless,"Stuckless, N."
PSY,PSY326H1,Claire Midgley,"Midgley, C."
PSY,PSY328H1,Will Huggon,"Huggon, W."
PSY,PSY328H1,Heidi Gordon,"Gordon, H."
PSY,PSY329H1,Ashley Waggoner Denton,"Waggoner Denton, A."
PSY,PSY333H1,Nicole Gervais,"Gervais, N."
PSY,PSY336H1,Tsasha Awong,"Awong, T."
PSY,PSY336H1,Jared Allen,"Allen, J."
PSY,PSY341H1,C Hetherington,"Hetherington, C."
PSY,PSY343H1,Tali Boritz,"Boritz, T."
PSY,PSY371H1,John Vervaeke,"Vervaeke, J."
PSY,PSY372H1,Morgan Barense,"Barense, M."
PSY,PSY379H1,Tarek Amer,"Amer, T."
PSY,PSY379H1,Lynn Hasher,"Hasher, L."
PSY,PSY390H1,Junchul Kim,"Kim, J."
PSY,PSY396H1,Suzanne Groppe,"Groppe, S."
PSY,PSY396H1,Adeoye Oyefiade,"Oyefiade, A."
PSY,PSY396H1,Paul Whissell,"Whissell, P."
PSY,PSY397H1,Martin Ralph,"Ralph, M."
PSY,PSY400Y1,Alison Chasteen,"Chasteen, A."
PSY,PSY407H1,Peter Selby,"Selby, P."
PSY,PSY420H1,Alison Chasteen,"Chasteen, A."
PSY,PSY424H1,Geoffrey MacDonald,"MacDonald, G."
PSY,PSY424H1,Lisa Day,"Day, L."
PSY,PSY426H1,Jason Plaks,"Plaks, J."
PSY,PSY427H1,Romin Tafarodi,"Tafarodi, R."
PSY,PSY428H1,Romin Tafarodi,"Tafarodi, R."
PSY,PSY430H1,Jordan Peterson,"Peterson, J."
PSY,PSY434H1,Jordan Peterson,"Peterson, J."
PSY,PSY471H1,Jay Pratt,"Pratt, J."
PSY,PSY471H1,Michael Mack,"Mack, M."
PSY,PSY490H1,Junchul Kim,"Kim, J."
PSY,PSY493H1,Dhawal Selarka,"Selarka, D."
PSY,PSY493H1,Katherine Duncan,"Duncan, K."
PSY,PSY494H1,Jessica Hughes,"Hughes, J."
PSY,PSY100H1,John Vervaeke,"Vervaeke, J."
PSY,PSY202H1,Amanda Sharples,"Sharples, A."
PSY,PSY210H1,Julia Young,"Young, J."
PSY,PSY240H1,Rachel Leung,"Leung, R."
PSY,PSY260H1,Suzanne Groppe,"Groppe, S."
PSY,PSY270H1,David Chan,"Chan, D."
PSY,PSY320H1,Caitlin Burton,"Burton, C."
PSY,PSY372H1,Danielle Douglas,"Douglas, D."
PSY,PSY424H1,Jessica Maxwell,"Maxwell, J."
PSY,PSY450H1,Maciek Lipinski-Harten,"Lipinski-Harten, M."
PSY,PSY362H1,Kaori Takehara,"Takehara, K."
PSY,PSY313H1,Gabriela Ilie,"Ilie, G."
PSY,PSY397H1,Martin Ralph,"Ralph, M."
PSY,PSY343H1,Tali Boritz,"Boritz, T."
PSY,PSY319H1,Daphna Buchsbaum,"Buchsbaum, D."
PSY,PSY313H1,Christine Burton,"Burton, C."
PSY,PSY270H1,Christine Burton,"Burton, C."
PSY,PSY322H1,Lindsey Cary,"Cary, L."
PSY,PSY322H1,Alison Chasteen,"Chasteen, A."
PSY,PSY320H1,William Cunningham,"Cunningham, W."
PSY,PSY435H1,Dan Dolderman,"Dolderman, D."
PSY,PSY230H1,Dan Dolderman,"Dolderman, D."
PSY,PSY336H1,Dan Dolderman,"Dolderman, D."
PSY,PSY326H1,Dan Dolderman,"Dolderman, D."
PSY,PSY307H1,Jonathan Downar,"Downar, J."
PSY,PSY493H1,Katherine Duncan,"Duncan, K."
PSY,PSY260H1,Iska Moxon-Emre,"Moxon-Emre, I."
PSY,PSY471H1,Amy Finn,"Finn, A."
PSY,PSY450H1,Maciek Lipinski-Harten,"Lipinski-Harten, M."
PSY,PSY414H1,Charles Helwig,"Helwig, C."
PSY,PSY409H1,Charles Helwig,"Helwig, C."
PSY,PSY475H1,Matthew Hilchey,"Hilchey, M."
PSY,PSY328H1,Will Huggon,"Huggon, W."
PSY,PSY328H1,Will Huggon,"Huggon, W."
PSY,PSY311H1,Hali Kil,"Kil, H."
PSY,PSY290H1,Junchul Kim,"Kim, J."
PSY,PSY424H1,Geoffrey MacDonald,"MacDonald, G."
